run_accession	subject_id	group	sample_role	layout	read_length	compressed_bytes	checksum	reason_selected
DRR770839	UNRESOLVED	UNRESOLVED	technical_compatibility_only	SINGLE	40	47008516	edfe6d85083b384bcfe3e9e9aeda9080	Run closest to cohort median compressed size; selection did not use microbial composition or inferred clinical group
