Run	BioSample	Sample	SampleName	LibraryName	LibraryStrategy	LibrarySource	LibraryLayout	spots	bases	avgLength	size_MB	ScientificName	Disease	Body_Site	CenterName	representative_rule
SRR27343870	SAMN39105922	SRS19982733	20210421MCX013	20210421MCX013 DNA	WGS	METAGENOMIC	SINGLE	577574	28878700	50	13.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343869	SAMN39105923	SRS19982734	20211004MCX022	20211004MCX022 DNA	WGS	METAGENOMIC	SINGLE	137865	6893250	50	3.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343524	SAMN39105924	SRS19982481	20211004MCX024	20211004MCX024 DNA	WGS	METAGENOMIC	SINGLE	767510	38375500	50	15.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343281	SAMN39105925	SRS19982709	20211215MCX012	20211215MCX012 DNA	WGS	METAGENOMIC	SINGLE	302634	15131700	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344012	SAMN39105926	SRS19982735	20220112MCX014	20220112MCX014 DNA	WGS	METAGENOMIC	SINGLE	336532	16826600	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343436	SAMN39105927	SRS19982564	20210427MCX009	20210427MCX009 DNA	WGS	METAGENOMIC	SINGLE	348125	17406250	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343223	SAMN39105928	SRS19982736	20210727MCX015	20210727MCX015 DNA	WGS	METAGENOMIC	SINGLE	343961	17198050	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343602	SAMN39105929	SRS19982737	20210903MCX010	20210903MCX010 DNA	WGS	METAGENOMIC	SINGLE	337360	16868000	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343555	SAMN39105930	SRS19982738	20211028MCX025	20211028MCX025 DNA	WGS	METAGENOMIC	SINGLE	1109285	55464250	50	24.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344046	SAMN39105931	SRS19982739	20210821MCX014	20210821MCX014 DNA	WGS	METAGENOMIC	SINGLE	439809	21990450	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343868	SAMN39105932	SRS19982740	20211204MCX005	20211204MCX005 DNA	WGS	METAGENOMIC	SINGLE	455408	22770400	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343857	SAMN39105933	SRS19982741	20210609MCX005	20210609MCX005 DNA	WGS	METAGENOMIC	SINGLE	252277	12613850	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343846	SAMN39105934	SRS19982743	20210703MCX010	20210703MCX010 DNA	WGS	METAGENOMIC	SINGLE	290139	14506950	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343835	SAMN39105935	SRS19982742	20210705MCX013	20210705MCX013 DNA	WGS	METAGENOMIC	SINGLE	1486054	74302700	50	32.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343824	SAMN39105936	SRS19982744	20210726MCX012	20210726MCX012 DNA	WGS	METAGENOMIC	SINGLE	592248	29612400	50	14.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343813	SAMN39105937	SRS19982745	20210804MCX006	20210804MCX006 DNA	WGS	METAGENOMIC	SINGLE	209168	10458400	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343802	SAMN39105938	SRS19982747	20210820MCX015	20210820MCX015 DNA	WGS	METAGENOMIC	SINGLE	1302199	65109950	50	30.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343791	SAMN39105939	SRS19982746	20210915MCX009	20210915MCX009 DNA	WGS	METAGENOMIC	SINGLE	298092	14904600	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343780	SAMN39105940	SRS19982748	20211012MCX016	20211012MCX016 DNA	WGS	METAGENOMIC	SINGLE	112815	5640750	50	2.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343769	SAMN39105941	SRS19982749	20211022MCX013	20211022MCX013 DNA	WGS	METAGENOMIC	SINGLE	234925	11746250	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343523	SAMN39105942	SRS19982482	20211101MCX015	20211101MCX015 DNA	WGS	METAGENOMIC	SINGLE	516671	25833550	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343512	SAMN39105943	SRS19982493	20211117MCX015	20211117MCX015 DNA	WGS	METAGENOMIC	SINGLE	342267	17113350	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343501	SAMN39105944	SRS19982504	20211125MCX009	20211125MCX009 DNA	WGS	METAGENOMIC	SINGLE	255718	12785900	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343326	SAMN39105945	SRS19982544	20211218MCX005	20211218MCX005 DNA	WGS	METAGENOMIC	SINGLE	271219	13560950	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343315	SAMN39105946	SRS19982546	20211224MCX012	20211224MCX012 DNA	WGS	METAGENOMIC	SINGLE	215819	10790950	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343304	SAMN39105947	SRS19982547	20211229MCX017	20211229MCX017 DNA	WGS	METAGENOMIC	SINGLE	410283	20514150	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343755	SAMN39105948	SRS19982548	20211230MCX012	20211230MCX012 DNA	WGS	METAGENOMIC	SINGLE	367461	18373050	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343744	SAMN39105949	SRS19982549	20220111MCX017	20220111MCX017 DNA	WGS	METAGENOMIC	SINGLE	410543	20527150	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343733	SAMN39105950	SRS19982550	20220112MCX018	20220112MCX018 DNA	WGS	METAGENOMIC	SINGLE	446993	22349650	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343292	SAMN39105951	SRS19982551	220610MCX00019	220610MCX00019 DNA	WGS	METAGENOMIC	SINGLE	151278	7563900	50	3.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343280	SAMN39105952	SRS19982552	220406MCX00012	220406MCX00012 DNA	WGS	METAGENOMIC	SINGLE	775049	38752450	50	19.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343269	SAMN39105953	SRS19982553	20210227MCX003	20210227MCX003 DNA	WGS	METAGENOMIC	SINGLE	658519	32925950	50	14.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343490	SAMN39105954	SRS19982514	20210313MCX003	20210313MCX003 DNA	WGS	METAGENOMIC	SINGLE	4985677	249283850	50	97.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343479	SAMN39105955	SRS19982525	20210318MCX014	20210318MCX014 DNA	WGS	METAGENOMIC	SINGLE	682328	34116400	50	14.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343468	SAMN39105956	SRS19982536	20210622MCX005	20210622MCX005 DNA	WGS	METAGENOMIC	SINGLE	373043	18652150	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343727	SAMN39105957	SRS19982555	20210813MCX011	20210813MCX011 DNA	WGS	METAGENOMIC	SINGLE	141040	7052000	50	3.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343716	SAMN39105958	SRS19982556	20210906MCX013	20210906MCX013 DNA	WGS	METAGENOMIC	SINGLE	304786	15239300	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343705	SAMN39105959	SRS19982558	20210507MCX013	20210507MCX013 DNA	WGS	METAGENOMIC	SINGLE	404729	20236450	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344034	SAMN39105960	SRS19982557	20220319MCX015	20220319MCX015 DNA	WGS	METAGENOMIC	SINGLE	386423	19321150	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344023	SAMN39105961	SRS19982559	220623MCX00022	220623MCX00022 DNA	WGS	METAGENOMIC	SINGLE	466754	23337700	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344011	SAMN39105962	SRS19982560	20210429MCX006	20210429MCX006 DNA	WGS	METAGENOMIC	SINGLE	782198	39109900	50	17.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344000	SAMN39105963	SRS19982561	20210429MCX007	20210429MCX007 DNA	WGS	METAGENOMIC	SINGLE	2351136	117556800	50	51.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343686	SAMN39105964	SRS19982562	20210517MCX008	20210517MCX008 DNA	WGS	METAGENOMIC	SINGLE	355452	17772600	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343675	SAMN39105965	SRS19982563	20210607MCX008	20210607MCX008 DNA	WGS	METAGENOMIC	SINGLE	1497526	74876300	50	32.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343664	SAMN39105966	SRS19982566	20210618MCX006	20210618MCX006 DNA	WGS	METAGENOMIC	SINGLE	343023	17151150	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343261	SAMN39105967	SRS19982567	20210728MCX008	20210728MCX008 DNA	WGS	METAGENOMIC	SINGLE	337062	16853100	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343250	SAMN39105968	SRS19982568	20210805MCX008	20210805MCX008 DNA	WGS	METAGENOMIC	SINGLE	1125601	56280050	50	23.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343239	SAMN39105969	SRS19982569	20210806MCX011	20210806MCX011 DNA	WGS	METAGENOMIC	SINGLE	313120	15656000	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343458	SAMN39105970	SRS19982545	20210811MCX009	20210811MCX009 DNA	WGS	METAGENOMIC	SINGLE	432380	21619000	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343447	SAMN39105971	SRS19982554	20210817MCX018	20210817MCX018 DNA	WGS	METAGENOMIC	SINGLE	1022233	51111650	50	23.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343435	SAMN39105972	SRS19982565	20210821MCX012	20210821MCX012 DNA	WGS	METAGENOMIC	SINGLE	249041	12452050	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343993	SAMN39105973	SRS19982919	20210825MCX010	20210825MCX010 DNA	WGS	METAGENOMIC	SINGLE	664745	33237250	50	14.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343982	SAMN39105974	SRS19982920	20211019MCX022	20211019MCX022 DNA	WGS	METAGENOMIC	SINGLE	481647	24082350	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343971	SAMN39105975	SRS19982921	20211022MCX007	20211022MCX007 DNA	WGS	METAGENOMIC	SINGLE	848713	42435650	50	17.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343423	SAMN39105976	SRS19982576	20211026MCX022	20211026MCX022 DNA	WGS	METAGENOMIC	SINGLE	211573	10578650	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343412	SAMN39105977	SRS19982587	20211216MCX009	20211216MCX009 DNA	WGS	METAGENOMIC	SINGLE	278107	13905350	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343401	SAMN39105978	SRS19982598	20211223MCX008	20211223MCX008 DNA	WGS	METAGENOMIC	SINGLE	478718	23935900	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343959	SAMN39105979	SRS19982922	20220119MCX020	20220119MCX020 DNA	WGS	METAGENOMIC	SINGLE	182461	9123050	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343948	SAMN39105980	SRS19982923	20220210MCX018	20220210MCX018 DNA	WGS	METAGENOMIC	SINGLE	455691	22784550	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343937	SAMN39105981	SRS19982924	20210723MCX013	20210723MCX013 DNA	WGS	METAGENOMIC	SINGLE	142230	7111500	50	3.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343222	SAMN39105982	SRS19982758	20220319MCX007	20220319MCX007 DNA	WGS	METAGENOMIC	SINGLE	629326	31466300	50	15.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343211	SAMN39105983	SRS19982770	20210316MCX006	20210316MCX006 DNA	WGS	METAGENOMIC	SINGLE	7735191	386759550	50	151.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343200	SAMN39105984	SRS19982781	20211215MCX006	20211215MCX006 DNA	WGS	METAGENOMIC	SINGLE	352268	17613400	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343647	SAMN39105985	SRS19982904	20210610MCX001	20210610MCX001 DNA	WGS	METAGENOMIC	SINGLE	1186135	59306750	50	27.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343636	SAMN39105986	SRS19982905	20210420MCX006	20210420MCX006 DNA	WGS	METAGENOMIC	SINGLE	338499	16924950	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343934	SAMN39105987	SRS19982925	20210603MCX015	20210603MCX015 DNA	WGS	METAGENOMIC	SINGLE	356531	17826550	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343923	SAMN39105988	SRS19982926	20210929MCX011	20210929MCX011 DNA	WGS	METAGENOMIC	SINGLE	147240	7362000	50	3.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343912	SAMN39105989	SRS19982927	20220122MCX010	20220122MCX010 DNA	WGS	METAGENOMIC	SINGLE	395661	19783050	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343624	SAMN39105990	SRS19982906	20211117MCX016	20211117MCX016 DNA	WGS	METAGENOMIC	SINGLE	482426	24121300	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343613	SAMN39105991	SRS19982907	20210904MCX014	20210904MCX014 DNA	WGS	METAGENOMIC	SINGLE	1310552	65527600	50	28.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343601	SAMN39105992	SRS19982908	20220301MCX019	20220301MCX019 DNA	WGS	METAGENOMIC	SINGLE	357014	17850700	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343394	SAMN39105993	SRS19982605	20211012MCX008	20211012MCX008 DNA	WGS	METAGENOMIC	SINGLE	404855	20242750	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343383	SAMN39105994	SRS19982616	20210625MCX009	20210625MCX009 DNA	WGS	METAGENOMIC	SINGLE	343180	17159000	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343372	SAMN39105995	SRS19982629	20210629MCX008	20210629MCX008 DNA	WGS	METAGENOMIC	SINGLE	4698089	234904450	50	97.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343898	SAMN39105996	SRS19982928	20211223MCX009	20211223MCX009 DNA	WGS	METAGENOMIC	SINGLE	292445	14622250	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343887	SAMN39105997	SRS19982929	20210604MCX008	20210604MCX008 DNA	WGS	METAGENOMIC	SINGLE	465919	23295950	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343876	SAMN39105998	SRS19982930	20220224MCX007	20220224MCX007 DNA	WGS	METAGENOMIC	SINGLE	2037986	101899300	50	46.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343588	SAMN39105999	SRS19982909	20210907MCX021	20210907MCX021 DNA	WGS	METAGENOMIC	SINGLE	178480	8924000	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343577	SAMN39106000	SRS19982570	20210807MCX013	20210807MCX013 DNA	WGS	METAGENOMIC	SINGLE	444648	22232400	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343566	SAMN39106001	SRS19982571	20210626MCX008	20210626MCX008 DNA	WGS	METAGENOMIC	SINGLE	1844926	92246300	50	39.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343554	SAMN39106002	SRS19982572	20210720MCX011	20210720MCX011 DNA	WGS	METAGENOMIC	SINGLE	364516	18225800	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343543	SAMN39106003	SRS19982573	20210820MCX013	20210820MCX013 DNA	WGS	METAGENOMIC	SINGLE	547605	27380250	50	13.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343532	SAMN39106004	SRS19982574	20210419MCX007	20210419MCX007 DNA	WGS	METAGENOMIC	SINGLE	1081041	54052050	50	24.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343357	SAMN39106005	SRS19982575	20211106MCX005	20211106MCX005 DNA	WGS	METAGENOMIC	SINGLE	167679	8383950	50	3.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343346	SAMN39106006	SRS19982577	20210707MCX008	20210707MCX008 DNA	WGS	METAGENOMIC	SINGLE	2545835	127291750	50	54.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343335	SAMN39106007	SRS19982578	20210427MCX011	20210427MCX011 DNA	WGS	METAGENOMIC	SINGLE	630209	31510450	50	14.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343192	SAMN39106008	SRS19982579	20211103MCX004	20211103MCX004 DNA	WGS	METAGENOMIC	SINGLE	534646	26732300	50	12.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343191	SAMN39106009	SRS19982580	20210612MCX010	20210612MCX010 DNA	WGS	METAGENOMIC	SINGLE	548527	27426350	50	12.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344048	SAMN39106010	SRS19982581	20210716MCX016	20210716MCX016 DNA	WGS	METAGENOMIC	SINGLE	197379	9868950	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344047	SAMN39106011	SRS19982582	20210729MCX010	20210729MCX010 DNA	WGS	METAGENOMIC	SINGLE	565208	28260400	50	12.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344045	SAMN39106012	SRS19982583	20210820MCX014	20210820MCX014 DNA	WGS	METAGENOMIC	SINGLE	370064	18503200	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344044	SAMN39106013	SRS19982584	20210916MCX006	20210916MCX006 DNA	WGS	METAGENOMIC	SINGLE	310865	15543250	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344043	SAMN39106014	SRS19982585	20210924MCX012	20210924MCX012 DNA	WGS	METAGENOMIC	SINGLE	153364	7668200	50	3.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344042	SAMN39106015	SRS19982586	20211015MCX011	20211015MCX011 DNA	WGS	METAGENOMIC	SINGLE	237130	11856500	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344041	SAMN39106016	SRS19982588	20211021MCX010	20211021MCX010 DNA	WGS	METAGENOMIC	SINGLE	335357	16767850	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344040	SAMN39106017	SRS19982589	20211028MCX021	20211028MCX021 DNA	WGS	METAGENOMIC	SINGLE	268773	13438650	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344039	SAMN39106018	SRS19982590	20211116MCX012	20211116MCX012 DNA	WGS	METAGENOMIC	SINGLE	114054	5702700	50	2.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344038	SAMN39106019	SRS19982591	20211120MCX006	20211120MCX006 DNA	WGS	METAGENOMIC	SINGLE	172064	8603200	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344037	SAMN39106020	SRS19982592	20211124MCX016	20211124MCX016 DNA	WGS	METAGENOMIC	SINGLE	238495	11924750	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344035	SAMN39106021	SRS19982593	20220105MCX008	20220105MCX008 DNA	WGS	METAGENOMIC	SINGLE	335884	16794200	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343867	SAMN39106022	SRS19982594	20220127MCX014	20220127MCX014 DNA	WGS	METAGENOMIC	SINGLE	450392	22519600	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343866	SAMN39106023	SRS19982595	20220127MCX022	20220127MCX022 DNA	WGS	METAGENOMIC	SINGLE	342334	17116700	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343865	SAMN39106024	SRS19982596	20220308MCX015	20220308MCX015 DNA	WGS	METAGENOMIC	SINGLE	425260	21263000	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343864	SAMN39106025	SRS19982597	20220311MCX014	20220311MCX014 DNA	WGS	METAGENOMIC	SINGLE	282106	14105300	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343863	SAMN39106026	SRS19982599	20220318MCX013	20220318MCX013 DNA	WGS	METAGENOMIC	SINGLE	1826249	91312450	50	43.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343862	SAMN39106027	SRS19982600	20220322MCX015	20220322MCX015 DNA	WGS	METAGENOMIC	SINGLE	431201	21560050	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343861	SAMN39106028	SRS19982601	20210707MCX007	20210707MCX007 DNA	WGS	METAGENOMIC	SINGLE	414322	20716100	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343860	SAMN39106029	SRS19982788	20210827MCX011	20210827MCX011 DNA	WGS	METAGENOMIC	SINGLE	244117	12205850	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343859	SAMN39106030	SRS19982789	20210807MCX009	20210807MCX009 DNA	WGS	METAGENOMIC	SINGLE	152864	7643200	50	3.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343858	SAMN39106031	SRS19982790	20210402MCX009	20210402MCX009 DNA	WGS	METAGENOMIC	SINGLE	26209894	1310494700	50	533.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343856	SAMN39106032	SRS19982791	20211123MCX010	20211123MCX010 DNA	WGS	METAGENOMIC	SINGLE	233273	11663650	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343855	SAMN39106033	SRS19982792	20220305MCX010	20220305MCX010 DNA	WGS	METAGENOMIC	SINGLE	446414	22320700	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343854	SAMN39106034	SRS19982793	20210811MCX014	20210811MCX014 DNA	WGS	METAGENOMIC	SINGLE	433661	21683050	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343853	SAMN39106035	SRS19982794	20210412MCX007	20210412MCX007 DNA	WGS	METAGENOMIC	SINGLE	904111	45205550	50	18.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343852	SAMN39106036	SRS19982795	20210603MCX009	20210603MCX009 DNA	WGS	METAGENOMIC	SINGLE	272603	13630150	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343851	SAMN39106037	SRS19982796	20220212MCX010	20220212MCX010 DNA	WGS	METAGENOMIC	SINGLE	209350	10467500	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343850	SAMN39106038	SRS19982797	20210909MCX011	20210909MCX011 DNA	WGS	METAGENOMIC	SINGLE	431207	21560350	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343849	SAMN39106039	SRS19982798	20211117MCX012	20211117MCX012 DNA	WGS	METAGENOMIC	SINGLE	2896368	144818400	50	64.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343848	SAMN39106040	SRS19982799	20220304MCX013	20220304MCX013 DNA	WGS	METAGENOMIC	SINGLE	551203	27560150	50	13.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343847	SAMN39106041	SRS19982800	20210312MCX003	20210312MCX003 DNA	WGS	METAGENOMIC	SINGLE	491316	24565800	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343845	SAMN39106042	SRS19982801	20210710MCX007	20210710MCX007 DNA	WGS	METAGENOMIC	SINGLE	2096539	104826950	50	43.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343844	SAMN39106043	SRS19982802	20210514MCX011	20210514MCX011 DNA	WGS	METAGENOMIC	SINGLE	455815	22790750	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343843	SAMN39106044	SRS19982803	20210601MCX009	20210601MCX009 DNA	WGS	METAGENOMIC	SINGLE	245639	12281950	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343842	SAMN39106045	SRS19982804	20210601MCX013	20210601MCX013 DNA	WGS	METAGENOMIC	SINGLE	514622	25731100	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343841	SAMN39106046	SRS19982805	20210716MCX019	20210716MCX019 DNA	WGS	METAGENOMIC	SINGLE	240580	12029000	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
