Run	BioSample	Sample	SampleName	LibraryName	LibraryStrategy	LibrarySource	LibraryLayout	spots	bases	avgLength	size_MB	ScientificName	Disease	Body_Site	CenterName	exclude_reasons
SRR27343408	SAMN39106019	SRS19982591	20211120MCX006	20211120MCX006 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	154436	7721800	50	3.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343963	SAMN39106032	SRS19982791	20211123MCX010	20211123MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	98943	4897887	49	2.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343913	SAMN39106135	SRS19982497	20211123MCX011	20211123MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	398594	19789068	49	9.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343407	SAMN39106020	SRS19982592	20211124MCX016	20211124MCX016 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	149161	7404523	49	3.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343388	SAMN39106181	SRS19982611	20211124MCX019	20211124MCX019 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	314976	15500183	49	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343460	SAMN39105944	SRS19982504	20211125MCX009	20211125MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	209540	10477000	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343463	SAMN39106266	SRS19982541	20211125MCX012	20211125MCX012 DNA	WGS	METAGENOMIC	SINGLE	22520	1126000	50	0.0	human metagenome			VISION MEDICALS CO., LTD.	too_small
SRR27343553	SAMN39106266	SRS19982541	20211125MCX012	20211125MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	464650	22998291	49	11.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343595	SAMN39106171	SRS19982689	20211126MCX009	20211126MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	99420	4971000	50	2.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343552	SAMN39106267	SRS19982542	20211126MCX011	20211126MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	173697	8684850	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343551	SAMN39106268	SRS19982543	20211127MCX010	20211127MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1823002	91150100	50	42.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343908	SAMN39106139	SRS19982501	20211127MCX011	20211127MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	640510	30758216	48	14.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343387	SAMN39106182	SRS19982612	20211130MCX010	20211130MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	556033	27366152	49	12.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343941	SAMN39106052	SRS19982811	20211130MCX014	20211130MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1148144	56817892	49	25.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343384	SAMN39106185	SRS19982615	20211203MCX011	20211203MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	368342	18417100	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343386	SAMN39106183	SRS19982613	20211204MCX004	20211204MCX004 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	5762745	286221651	49	127.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343243	SAMN39105932	SRS19982740	20211204MCX005	20211204MCX005 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	814704	40735200	50	19.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343614	SAMN39106155	SRS19982673	20211207MCX007	20211207MCX007 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	82702	4135100	50	2.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343550	SAMN39106269	SRS19982850	20211207MCX012	20211207MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	144550	7227500	50	3.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343549	SAMN39106270	SRS19982851	20211208MCX010	20211208MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	454507	22725350	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343655	SAMN39106088	SRS19982819	20211208MCX015	20211208MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	322318	16115900	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343911	SAMN39106136	SRS19982498	20211209MCX017	20211209MCX017 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	290559	14527950	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343548	SAMN39106271	SRS19982852	20211209MCX019	20211209MCX019 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	492166	23771511	48	11.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343547	SAMN39106272	SRS19982853	20211210MCX014	20211210MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	567799	28389950	50	13.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343984	SAMN39105984	SRS19982781	20211215MCX006	20211215MCX006 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	302727	14818478	48	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343251	SAMN39105925	SRS19982709	20211215MCX012	20211215MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	277878	13893900	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343991	SAMN39105977	SRS19982587	20211216MCX009	20211216MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	3484059	173910013	49	74.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343612	SAMN39106156	SRS19982674	20211216MCX010	20211216MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	565273	28263650	50	13.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343940	SAMN39106053	SRS19982812	20211217MCX014	20211217MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	429222	21461100	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343939	SAMN39106054	SRS19982813	20211217MCX015	20211217MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	919664	41533689	45	19.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343459	SAMN39105945	SRS19982544	20211218MCX005	20211218MCX005 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1511633	75433689	49	33.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343546	SAMN39106273	SRS19982854	20211218MCX011	20211218MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	2287763	113826659	49	50.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343209	SAMN39106077	SRS19982771	20211221MCX010	20211221MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	209031	10451550	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343545	SAMN39106274	SRS19982855	20211222MCX007	20211222MCX007 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	143623	7181150	50	3.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343598	SAMN39106168	SRS19982686	20211222MCX010	20211222MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	151212	7560600	50	3.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343990	SAMN39105978	SRS19982598	20211223MCX008	20211223MCX008 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	606621	30331050	50	14.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343970	SAMN39105996	SRS19982928	20211223MCX009	20211223MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	176759	8533337	48	4.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343457	SAMN39105946	SRS19982546	20211224MCX012	20211224MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	671939	33002805	49	16.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343910	SAMN39106137	SRS19982499	20211224MCX018	20211224MCX018 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	244954	11807646	48	6.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343544	SAMN39106275	SRS19982857	20211229MCX015	20211229MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	343276	17163800	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343542	SAMN39106276	SRS19982856	20211229MCX016	20211229MCX016 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	582981	28637237	49	13.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343456	SAMN39105947	SRS19982547	20211229MCX017	20211229MCX017 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	410122	20506100	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343541	SAMN39106277	SRS19982858	20211230MCX010	20211230MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1801187	89273356	49	41.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343540	SAMN39106278	SRS19982859	20211230MCX011	20211230MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	899396	44969800	50	21.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343455	SAMN39105948	SRS19982548	20211230MCX012	20211230MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	698773	34938650	50	16.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343539	SAMN39106279	SRS19982861	20211231MCX012	20211231MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	3774262	188513470	49	81.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343201	SAMN39106085	SRS19982778	20220104MCX011	20220104MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	406250	19886628	48	9.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343385	SAMN39106184	SRS19982614	20220104MCX015	20220104MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	520839	25829381	49	12.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343406	SAMN39106021	SRS19982593	20220105MCX008	20220105MCX008 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	664784	33216707	49	15.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343608	SAMN39106160	SRS19982678	20220105MCX010	20220105MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	212222	10611100	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343538	SAMN39106280	SRS19982860	20220105MCX011	20220105MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	201041	10052050	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343928	SAMN39106121	SRS19982480	20220106MCX009	20220106MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	219030	10951500	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343454	SAMN39105949	SRS19982549	20220111MCX017	20220111MCX017 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	238189	11909450	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343249	SAMN39105926	SRS19982735	20220112MCX014	20220112MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	2984346	147897991	49	64.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343537	SAMN39106281	SRS19982862	20220112MCX016	20220112MCX016 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	496695	24834750	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343938	SAMN39106055	SRS19982814	20220112MCX017	20220112MCX017 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	521287	26064350	50	12.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343453	SAMN39105950	SRS19982550	20220112MCX018	20220112MCX018 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	484632	24231600	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343536	SAMN39106282	SRS19982863	20220113MCX017	20220113MCX017 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1788173	89408650	50	40.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343220	SAMN39106067	SRS19982759	20220114MCX015	20220114MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	316436	15066030	47	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343535	SAMN39106283	SRS19982864	20220115MCX009	20220115MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	416889	20844450	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343205	SAMN39106081	SRS19982776	20220115MCX010	20220115MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	350829	17541450	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343534	SAMN39106284	SRS19982865	20220115MCX016	20220115MCX016 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	566161	28308050	50	13.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343219	SAMN39106068	SRS19982760	20220118MCX016	20220118MCX016 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	772862	37357322	48	17.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343989	SAMN39105979	SRS19982922	20220119MCX020	20220119MCX020 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	427538	21376900	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343533	SAMN39106285	SRS19982866	20220121MCX008	20220121MCX008 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	777719	38885950	50	17.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343531	SAMN39106286	SRS19982867	20220121MCX009	20220121MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	297195	14859750	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343978	SAMN39105989	SRS19982927	20220122MCX010	20220122MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1822719	89963488	49	37.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343530	SAMN39106287	SRS19982475	20220122MCX014	20220122MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	2794846	138663077	49	52.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343218	SAMN39106069	SRS19982762	20220125MCX016	20220125MCX016 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1038226	51911300	50	23.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343405	SAMN39106022	SRS19982594	20220127MCX014	20220127MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	729468	36473400	50	16.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343404	SAMN39106023	SRS19982595	20220127MCX022	20220127MCX022 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	622001	30790558	49	13.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343365	SAMN39106288	SRS19982634	20220127MCX024	20220127MCX024 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	163306	7930667	48	3.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343933	SAMN39106116	SRS19982847	20220127MCX026	20220127MCX026 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	125962	6061479	48	3.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343364	SAMN39106289	SRS19982635	20220127MCX030	20220127MCX030 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	185392	9269600	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343988	SAMN39105980	SRS19982923	20220210MCX018	20220210MCX018 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	576410	28426703	49	12.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343957	SAMN39106037	SRS19982796	20220212MCX010	20220212MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	232858	11642900	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343936	SAMN39106056	SRS19982815	20220215MCX018	20220215MCX018 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	290806	14540300	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343935	SAMN39106057	SRS19982816	20220215MCX021	20220215MCX021 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1086503	54325150	50	24.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343363	SAMN39106290	SRS19982636	20220217MCX012	20220217MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	393965	19286809	48	9.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343651	SAMN39106092	SRS19982823	20220218MCX014	20220218MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	485684	24284200	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343362	SAMN39106291	SRS19982637	20220219MCX016	20220219MCX016 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	723226	36161300	50	17.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343968	SAMN39105998	SRS19982930	20220224MCX007	20220224MCX007 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	412356	20302426	49	10.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343607	SAMN39106161	SRS19982679	20220225MCX010	20220225MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	415584	20779200	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343361	SAMN39106292	SRS19982638	20220226MCX019	20220226MCX019 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	676137	33326517	49	14.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343597	SAMN39106169	SRS19982687	20220226MCX020	20220226MCX020 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	167096	7971932	47	4.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343231	SAMN39106058	SRS19982750	20220226MCX022	20220226MCX022 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	427649	21382450	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343975	SAMN39105992	SRS19982908	20220301MCX019	20220301MCX019 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1032297	51614850	50	23.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343954	SAMN39106040	SRS19982799	20220304MCX013	20220304MCX013 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	361121	17787029	49	8.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343962	SAMN39106033	SRS19982792	20220305MCX010	20220305MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	556559	27827950	50	13.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343403	SAMN39106024	SRS19982596	20220308MCX015	20220308MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	267290	12788396	47	6.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343217	SAMN39106070	SRS19982763	20220308MCX017	20220308MCX017 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	237312	11378264	47	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343611	SAMN39106157	SRS19982675	20220310MCX026	20220310MCX026 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	243360	11576633	47	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343402	SAMN39106025	SRS19982597	20220311MCX014	20220311MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	728112	35406025	48	16.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343400	SAMN39106026	SRS19982599	20220318MCX013	20220318MCX013 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1176167	57586150	48	28.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343986	SAMN39105982	SRS19982758	20220319MCX007	20220319MCX007 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1063209	53160450	50	25.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343442	SAMN39105960	SRS19982557	20220319MCX015	20220319MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	456932	22846600	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343399	SAMN39106027	SRS19982600	20220322MCX015	20220322MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	4402519	219240454	49	97.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343451	SAMN39105952	SRS19982552	220406MCX00012	220406MCX00012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	534263	26713150	50	12.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343452	SAMN39105951	SRS19982551	220610MCX00019	220610MCX00019 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	131966	6598300	50	3.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343441	SAMN39105961	SRS19982559	220623MCX00022	220623MCX00022 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	480026	23891631	49	10.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343610	SAMN39106158	SRS19982676	220625MCX00023	220625MCX00023 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	104562	5136610	49	2.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343649	SAMN39106094	SRS19982825	230401MCX00022	230401MCX00022 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	3673846	183692300	50	66.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343648	SAMN39106095	SRS19982826	230406MCX00012	230406MCX00012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	430895	20822295	48	9.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343646	SAMN39106096	SRS19982827	230414MCX00014	230414MCX00014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	63370	3115146	49	1.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343645	SAMN39106097	SRS19982828	230419MCX00028	230419MCX00028 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	180307	9015350	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343644	SAMN39106098	SRS19982829	230421MCX00020	230421MCX00020 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	178720	8936000	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343643	SAMN39106099	SRS19982830	230421MCX00028	230421MCX00028 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	423071	20837197	49	9.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343381	SAMN39106187	SRS19982618	230504MCX00021	230504MCX00021 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	2283956	114197800	50	47.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
