Run	BioSample	Sample	SampleName	LibraryName	LibraryStrategy	LibrarySource	LibraryLayout	spots	bases	avgLength	size_MB	ScientificName	Disease	Body_Site	CenterName	exclude_reasons
SRR27343351	SAMN39106301	SRS19982647	20210526MCX014	20210526MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	15245051	760504533	49	314.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343391	SAMN39106178	SRS19982608	20210526MCX015	20210526MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1794010	89700500	50	38.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343350	SAMN39106302	SRS19982648	20210528MCX007	20210528MCX007 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	2356748	117284475	49	50.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343930	SAMN39106119	SRS19982478	20210531MCX004	20210531MCX004 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	685085	33544741	48	15.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343950	SAMN39106044	SRS19982803	20210601MCX009	20210601MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	886902	44345100	50	19.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343949	SAMN39106045	SRS19982804	20210601MCX013	20210601MCX013 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	754708	37735400	50	16.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343895	SAMN39106208	SRS19982695	20210602MCX013	20210602MCX013 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	2563141	128157050	50	52.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343894	SAMN39106209	SRS19982696	20210603MCX006	20210603MCX006 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	298350	14917500	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343893	SAMN39106210	SRS19982697	20210603MCX008	20210603MCX008 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	2256826	112841300	50	47.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343958	SAMN39106036	SRS19982795	20210603MCX009	20210603MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1057351	52867550	50	22.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343980	SAMN39105987	SRS19982925	20210603MCX015	20210603MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	393086	19654300	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343921	SAMN39106127	SRS19982488	20210604MCX007	20210604MCX007 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	6122451	303125307	49	125.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343969	SAMN39105997	SRS19982929	20210604MCX008	20210604MCX008 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	772633	38631650	50	17.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343892	SAMN39106211	SRS19982698	20210604MCX011	20210604MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	7318265	365863636	49	149.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343206	SAMN39106080	SRS19982773	20210604MCX018	20210604MCX018 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	517516	25875800	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343437	SAMN39105965	SRS19982563	20210607MCX008	20210607MCX008 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	368687	18042129	48	8.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343242	SAMN39105933	SRS19982741	20210609MCX005	20210609MCX005 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	349476	16850282	48	8.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343983	SAMN39105985	SRS19982904	20210610MCX001	20210610MCX001 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	3358327	167916350	50	70.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343419	SAMN39106009	SRS19982580	20210612MCX010	20210612MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	626928	31346400	50	14.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343224	SAMN39106065	SRS19982757	20210612MCX012	20210612MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	682761	32870294	48	15.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343229	SAMN39106060	SRS19982751	20210617MCX008	20210617MCX008 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	5151996	255418269	49	103.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343891	SAMN39106212	SRS19982699	20210617MCX009	20210617MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	743382	37169100	50	16.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343349	SAMN39106303	SRS19982649	20210618MCX005	20210618MCX005 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1078514	53925700	50	23.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343434	SAMN39105966	SRS19982566	20210618MCX006	20210618MCX006 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	602961	28999716	48	13.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343890	SAMN39106213	SRS19982700	20210618MCX007	20210618MCX007 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	344769	16525394	47	8.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343348	SAMN39106304	SRS19982650	20210618MCX008	20210618MCX008 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	358608	17171260	47	8.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343889	SAMN39106214	SRS19982701	20210619MCX010	20210619MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1422017	71100850	50	31.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343228	SAMN39106061	SRS19982756	20210619MCX013	20210619MCX013 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	243632	12181600	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343446	SAMN39105956	SRS19982536	20210622MCX005	20210622MCX005 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1123051	56152550	50	25.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343920	SAMN39106128	SRS19982489	20210622MCX006	20210622MCX006 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	767197	37822935	49	17.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343347	SAMN39106305	SRS19982651	20210623MCX012	20210623MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	361416	18070800	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343973	SAMN39105994	SRS19982616	20210625MCX009	20210625MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	587010	28590942	48	12.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343212	SAMN39106075	SRS19982767	20210625MCX010	20210625MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	3354950	166623973	49	69.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343919	SAMN39106129	SRS19982490	20210626MCX006	20210626MCX006 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1156322	56517739	48	25.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343428	SAMN39106001	SRS19982571	20210626MCX008	20210626MCX008 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1999194	99959700	50	43.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343345	SAMN39106306	SRS19982652	20210628MCX011	20210628MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1554920	77145438	49	33.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343972	SAMN39105995	SRS19982629	20210629MCX008	20210629MCX008 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	11278115	563905750	50	247.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343906	SAMN39106141	SRS19982503	20210629MCX009	20210629MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	725693	35794560	49	16.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343918	SAMN39106130	SRS19982491	20210629MCX010	20210629MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	654317	32715850	50	15.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343397	SAMN39106173	SRS19982602	20210630MCX014	20210630MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	751824	37591200	50	16.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343888	SAMN39106215	SRS19982702	20210630MCX015	20210630MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	2060481	103024050	50	44.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343886	SAMN39106216	SRS19982703	20210701MCX010	20210701MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	211220	10084707	47	4.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343344	SAMN39106307	SRS19982653	20210702MCX009	20210702MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	4084874	204243700	50	90.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343885	SAMN39106217	SRS19982704	20210703MCX008	20210703MCX008 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	500161	25008050	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343241	SAMN39105934	SRS19982743	20210703MCX010	20210703MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	683590	34179500	50	15.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343240	SAMN39105935	SRS19982742	20210705MCX013	20210705MCX013 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	13403632	666202300	49	278.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343203	SAMN39106083	SRS19982777	20210706MCX012	20210706MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	592180	28911971	48	13.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343398	SAMN39106028	SRS19982601	20210707MCX007	20210707MCX007 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	703146	35157300	50	15.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343422	SAMN39106006	SRS19982577	20210707MCX008	20210707MCX008 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	6171892	308594600	50	129.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343227	SAMN39106062	SRS19982753	20210707MCX011	20210707MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	804572	40228600	50	18.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343810	SAMN39106074	SRS19982768	20210709MCX011	20210709MCX011 DNA	WGS	METAGENOMIC	SINGLE	34875	1743750	50	0.0	human metagenome			VISION MEDICALS CO., LTD.	too_small
SRR27343213	SAMN39106074	SRS19982768	20210709MCX011	20210709MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	275539	13776950	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343952	SAMN39106042	SRS19982801	20210710MCX007	20210710MCX007 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	158800	7676188	48	3.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343884	SAMN39106218	SRS19982705	20210710MCX009	20210710MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	190378	9020675	47	4.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343343	SAMN39106308	SRS19982654	20210712MCX011	20210712MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1921552	94916822	49	42.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343596	SAMN39106170	SRS19982688	20210713MCX010	20210713MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	401557	20077850	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343650	SAMN39106093	SRS19982824	20210713MCX012	20210713MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	750581	37529050	50	17.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343342	SAMN39106309	SRS19982655	20210713MCX013	20210713MCX013 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	488482	23825919	48	11.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343600	SAMN39106166	SRS19982684	20210714MCX007	20210714MCX007 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	851923	42145515	49	18.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343341	SAMN39106310	SRS19982656	20210714MCX008	20210714MCX008 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	17486106	871653495	49	365.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343883	SAMN39106219	SRS19982706	20210716MCX014	20210716MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	761019	38050950	50	17.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343418	SAMN39106010	SRS19982581	20210716MCX016	20210716MCX016 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	270173	13508650	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343947	SAMN39106046	SRS19982805	20210716MCX019	20210716MCX019 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	611876	30593800	50	13.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343946	SAMN39106047	SRS19982806	20210719MCX005	20210719MCX005 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	730708	35801636	48	17.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343905	SAMN39106142	SRS19982505	20210719MCX006	20210719MCX006 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	540226	27011300	50	12.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343427	SAMN39106002	SRS19982572	20210720MCX011	20210720MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	220638	11031900	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343987	SAMN39105981	SRS19982924	20210723MCX013	20210723MCX013 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	316112	15805600	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343882	SAMN39106220	SRS19982707	20210723MCX015	20210723MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1473429	73671450	50	31.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343396	SAMN39106174	SRS19982603	20210723MCX017	20210723MCX017 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	519599	25979950	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343238	SAMN39105936	SRS19982744	20210726MCX012	20210726MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	642650	32132500	50	14.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343247	SAMN39105928	SRS19982736	20210727MCX015	20210727MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	210893	10544650	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343433	SAMN39105967	SRS19982567	20210728MCX008	20210728MCX008 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	616083	30804150	50	13.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343881	SAMN39106221	SRS19982708	20210728MCX012	20210728MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	464131	21553479	46	10.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343417	SAMN39106011	SRS19982582	20210729MCX010	20210729MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	618169	30908450	50	14.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343340	SAMN39106311	SRS19982657	20210729MCX011	20210729MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1249144	62457200	50	27.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343880	SAMN39106222	SRS19982710	20210730MCX009	20210730MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	315110	15755500	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343339	SAMN39106312	SRS19982658	20210730MCX017	20210730MCX017 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	320107	16005350	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343879	SAMN39106223	SRS19982711	20210730MCX018	20210730MCX018 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	413409	20670450	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343878	SAMN39106224	SRS19982712	20210731MCX007	20210731MCX007 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	511017	25550850	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343657	SAMN39106086	SRS19982817	20210731MCX011	20210731MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	520408	26020400	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343877	SAMN39106225	SRS19982713	20210802MCX012	20210802MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1458287	72473303	49	31.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343338	SAMN39106313	SRS19982659	20210804MCX003	20210804MCX003 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	293811	14690550	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343237	SAMN39105937	SRS19982745	20210804MCX006	20210804MCX006 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	2086821	104341050	50	44.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343432	SAMN39105968	SRS19982568	20210805MCX008	20210805MCX008 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	392038	19601900	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343875	SAMN39106226	SRS19982714	20210805MCX014	20210805MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	436564	21828200	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343431	SAMN39105969	SRS19982569	20210806MCX011	20210806MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1520723	76036150	50	32.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343965	SAMN39106030	SRS19982789	20210807MCX009	20210807MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	220785	11039250	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343429	SAMN39106000	SRS19982570	20210807MCX013	20210807MCX013 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	632190	31609500	50	14.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343337	SAMN39106314	SRS19982661	20210807MCX014	20210807MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	5196909	259845450	50	114.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343945	SAMN39106048	SRS19982807	20210810MCX012	20210810MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	341010	16688409	48	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343202	SAMN39106084	SRS19982779	20210810MCX013	20210810MCX013 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	173832	8691600	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343430	SAMN39105970	SRS19982545	20210811MCX009	20210811MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	651349	32567450	50	14.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343904	SAMN39106143	SRS19982506	20210811MCX011	20210811MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	356338	17816900	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343961	SAMN39106034	SRS19982793	20210811MCX014	20210811MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	667329	33366450	50	14.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343336	SAMN39106315	SRS19982660	20210812MCX008	20210812MCX008 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	299642	14570150	48	6.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343390	SAMN39106179	SRS19982609	20210813MCX009	20210813MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1832146	91227981	49	38.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343445	SAMN39105957	SRS19982555	20210813MCX011	20210813MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	636036	31801800	50	14.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343874	SAMN39106227	SRS19982715	20210814MCX014	20210814MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	258981	12447547	48	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343334	SAMN39106316	SRS19982662	20210816MCX011	20210816MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	359732	17986600	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343998	SAMN39105971	SRS19982554	20210817MCX018	20210817MCX018 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	645952	32297600	50	13.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343873	SAMN39106228	SRS19982716	20210819MCX009	20210819MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	476941	23175111	48	10.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343426	SAMN39106003	SRS19982573	20210820MCX013	20210820MCX013 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	679292	33964600	50	14.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343416	SAMN39106012	SRS19982583	20210820MCX014	20210820MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	123899	6194950	50	3.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343236	SAMN39105938	SRS19982747	20210820MCX015	20210820MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	996900	49845000	50	21.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343997	SAMN39105972	SRS19982565	20210821MCX012	20210821MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	149352	7467600	50	3.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343244	SAMN39105931	SRS19982739	20210821MCX014	20210821MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	878492	43924600	50	18.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343996	SAMN39105973	SRS19982919	20210825MCX010	20210825MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	894736	44736800	50	20.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343903	SAMN39106144	SRS19982507	20210825MCX012	20210825MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	7115801	355790050	50	152.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
