run_accession	experiment_accession	biosample	subject_id	sample_name	library_name	hiv_group	group_evidence	platform	layout	read_length	compressed_bytes	md5	fastq_ftp	center_repository	host_depletion_status	repository_filename_signal	analysis_eligibility
SRR24784771	SRX20557734	SAMN35536958	UNRESOLVED	N100019955_L01_10.fq.gz	L708	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	837917182	4ce074d3aa28a5957f3322b9233b8b0d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/071/SRR24784771/SRR24784771.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784774	SRX20557731	SAMN35536955	UNRESOLVED	N100019955_L01_5.fq.gz	L705	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	365835738	6d0b44f31db9515ac06608497318df2c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/074/SRR24784774/SRR24784774.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784773	SRX20557732	SAMN35536956	UNRESOLVED	N100019955_L01_6.fq.gz	L706	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	854008938	7d1ffebc6fdddf771f50da788cb49b5e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/073/SRR24784773/SRR24784773.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784772	SRX20557733	SAMN35536957	UNRESOLVED	N100019955_L01_8.fq.gz	L707	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	329633840	083fe59eec1cc5951df4f4cff47e04de	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/072/SRR24784772/SRR24784772.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784770	SRX20557735	SAMN35536959	UNRESOLVED	N100019958_L01_20.fq.gz	L709	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	526771191	39f2ca26d6bb7c5ed9f4d3a3703efad1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/070/SRR24784770/SRR24784770.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784769	SRX20557736	SAMN35536960	UNRESOLVED	N100019958_L01_25.fq.gz	L710	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	620331649	6db933bf03720f0aaa9bb1019e2d8e29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/069/SRR24784769/SRR24784769.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784767	SRX20557738	SAMN35536961	UNRESOLVED	N100019963_L01_25.fq.gz	L711	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	746873662	3cf5171c41fe259982f07f0878974b3e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/067/SRR24784767/SRR24784767.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784869	SRX20557636	SAMN35536274	UNRESOLVED	P100000165_L03_16.fq.gz	L24	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	710679332	75d071a924812780a77848a2eab02f88	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/069/SRR24784869/SRR24784869.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785066	SRX20558156	SAMN35536315	UNRESOLVED	P100000232_L02_5.fq.gz	L65	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	742380943	4d7cd3c981308dae05b5acba3df34242	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/066/SRR24785066/SRR24785066.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785012	SRX20557493	SAMN35536351	UNRESOLVED	P100000321_L02_15.fq.gz	L101	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1483719648	16e7156873f2fd2cd791dd3c000fc02a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/012/SRR24785012/SRR24785012.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785155	SRX20558067	SAMN35536281	UNRESOLVED	P100000321_L02_16.fq.gz	L31	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	494076831	4c23527d170fb6e856eb6b61fed5e893	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/055/SRR24785155/SRR24785155.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784963	SRX20557542	SAMN35536396	UNRESOLVED	P100002109_L01_20.fq.gz	L146	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	868008275	4bbf75c9e10fbd6ae506ca8f1b661f67	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/063/SRR24784963/SRR24784963.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784966	SRX20557539	SAMN35536393	UNRESOLVED	P100002109_L02_20.fq.gz	L143	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	828521365	31c41a325b35eee0feb6075ad9dd3ce3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/066/SRR24784966/SRR24784966.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784965	SRX20557540	SAMN35536394	UNRESOLVED	P100002109_L03_20.fq.gz	L144	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	891888289	8a4d074dfbe53904d65b7f2852f061a0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/065/SRR24784965/SRR24784965.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784964	SRX20557541	SAMN35536395	UNRESOLVED	P100002109_L04_20.fq.gz	L145	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	875612165	c88f26ca206eb6bda8309694fedaa808	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/064/SRR24784964/SRR24784964.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785133	SRX20558089	SAMN35536283	UNRESOLVED	P100002292_L01_9.fq.gz	L33	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	442247789	0cae4dc8df03e0d2f80f73e3ae8fa0df	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/033/SRR24785133/SRR24785133.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785144	SRX20558078	SAMN35536282	UNRESOLVED	P100002292_L03_9.fq.gz	L32	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	456214261	96347fe57cdface5968c8f57d1841307	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/044/SRR24785144/SRR24785144.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784731	SRX20557774	SAMN35536349	UNRESOLVED	P100002295_L02_13.fq.gz	L99	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	729552597	e955cae06f628d5cbacf0afb705855af	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/031/SRR24784731/SRR24784731.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784729	SRX20557775	SAMN35536350	UNRESOLVED	P100002295_L04_13.fq.gz	L100	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	739535806	a49ee22ad9b9b863da6d54df56a80e7f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/029/SRR24784729/SRR24784729.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785321	SRX20557901	SAMN35536318	UNRESOLVED	P100002561_L01_7.fq.gz	L68	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	683514279	865abf6fa466a7f8bdaa723292bbd6c2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/021/SRR24785321/SRR24785321.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785055	SRX20558167	SAMN35536316	UNRESOLVED	P100002561_L02_7.fq.gz	L66	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	577674603	7ff0c6328614ee7570b887f118ead7ad	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/055/SRR24785055/SRR24785055.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785310	SRX20557912	SAMN35536319	UNRESOLVED	P100002561_L03_21.fq.gz	L69	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	533659822	13319b78a723855c2f577741878024a7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/010/SRR24785310/SRR24785310.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785332	SRX20557890	SAMN35536317	UNRESOLVED	P100002561_L04_21.fq.gz	L67	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	522014107	56927f5b3df291eb0d57b677f6896322	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/032/SRR24785332/SRR24785332.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785013	SRX20557492	SAMN35536261	UNRESOLVED	P100002635_L01_22.fq.gz	L11	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	658195894	b314d525696031c1a492a9a9ae6e9e75	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/013/SRR24785013/SRR24785013.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785002	SRX20557503	SAMN35536262	UNRESOLVED	P100002635_L01_31.fq.gz	L12	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	153238333	7e5463ba07475aeee45f0b29e7904092	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/002/SRR24785002/SRR24785002.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784969	SRX20557536	SAMN35536265	UNRESOLVED	P100002635_L02_22.fq.gz	L15	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	713486120	c66f5c8d9747817bf98a72f8e1d21f64	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/069/SRR24784969/SRR24784969.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784991	SRX20557514	SAMN35536263	UNRESOLVED	P100002635_L02_31.fq.gz	L13	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	161892908	b32c34e7d6fd69c276c0627c70a5f39e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/091/SRR24784991/SRR24784991.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784740	SRX20557765	SAMN35536260	UNRESOLVED	P100002635_L03_22.fq.gz	L10	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	721068622	336306bd73e4b1b7727e7a375e5b78a5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/040/SRR24784740/SRR24784740.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784958	SRX20557547	SAMN35536266	UNRESOLVED	P100002635_L03_31.fq.gz	L16	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	163962895	3f965916b32b95b4e45c642b5c5736f0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/058/SRR24784958/SRR24784958.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784980	SRX20557525	SAMN35536264	UNRESOLVED	P100002635_L04_22.fq.gz	L14	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	689503609	d90b52c3b5528ea97036705a518a8b1a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/080/SRR24784980/SRR24784980.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784751	SRX20557754	SAMN35536259	UNRESOLVED	P100002635_L04_31.fq.gz	L9	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	156777875	313fd503b229a4f6459aa2a39788438e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/051/SRR24784751/SRR24784751.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785030	SRX20558192	SAMN35536302	UNRESOLVED	P100003149_L01_31.fq.gz	L52	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	137214028	746e64f160ed028c85923305cfc32ae7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/030/SRR24785030/SRR24785030.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784742	SRX20557763	SAMN35536339	UNRESOLVED	P100003149_L01_32.fq.gz	L89	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	538616513	9a83db19226045fe81a5f447909d8fd1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/042/SRR24784742/SRR24784742.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784741	SRX20557764	SAMN35536340	UNRESOLVED	P100003149_L04_28.fq.gz	L90	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1285965835	f51fb238875edbf6b9710ecd6d597b07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/041/SRR24784741/SRR24784741.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784749	SRX20557756	SAMN35536332	UNRESOLVED	P100003162_L02_11.fq.gz	L82	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1816829762	fd98d681a4688c43ac7705e49ca9147c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/049/SRR24784749/SRR24784749.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784947	SRX20557558	SAMN35536267	UNRESOLVED	P100003162_L02_13.fq.gz	L17	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	937008023	666d53d650c60cd3dea68b93d508facf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/047/SRR24784947/SRR24784947.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784678	SRX20557826	SAMN35536295	UNRESOLVED	P100003225_L02_15.fq.gz	L45	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	810373438	82b4863609751fc78e8d37587caab323	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/078/SRR24784678/SRR24784678.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784994	SRX20557511	SAMN35536368	UNRESOLVED	P100003225_L03_23.fq.gz	L118	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1266690864	3de110d1ff3d96668418ed0aa25e216a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/094/SRR24784994/SRR24784994.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785019	SRX20558203	SAMN35536303	UNRESOLVED	P100003225_L04_21.fq.gz	L53	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	393422328	b719ceaced78eb8f62ea93f930194c00	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/019/SRR24785019/SRR24785019.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784995	SRX20557510	SAMN35536367	UNRESOLVED	P100003330_L01_35.fq.gz	L117	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	126095077	eef61a21238c82525bbbb038610fee46	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/095/SRR24784995/SRR24784995.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784987	SRX20557518	SAMN35536374	UNRESOLVED	P100003460_L02_12.fq.gz	L124	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	811845477	a5790ced2d8e52d9e0a6349035a84c33	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/087/SRR24784987/SRR24784987.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785299	SRX20557923	SAMN35536307	UNRESOLVED	P100003464_L02_16.fq.gz	L57	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	663109649	7b6ac33d43dec3d64092d757f2ca3851	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/099/SRR24785299/SRR24785299.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784700	SRX20557804	SAMN35536306	UNRESOLVED	P100003464_L02_17.fq.gz	L56	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	793784116	20d97be297e98ced339bd0bb13932b68	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/000/SRR24784700/SRR24784700.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784722	SRX20557782	SAMN35536304	UNRESOLVED	P100003482_L04_16.fq.gz	L54	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	649801650	d929c4f8f52cb3e7ff6b64ac2195b6e8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/022/SRR24784722/SRR24784722.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784711	SRX20557793	SAMN35536305	UNRESOLVED	P100003482_L04_17.fq.gz	L55	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	667568504	a14120da98ca83da45d40be771a3dfd3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/011/SRR24784711/SRR24784711.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784746	SRX20557759	SAMN35536335	UNRESOLVED	P100004367_L02_12.fq.gz	L85	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	587838971	923ed68c63ff1284d7866517d303bdde	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/046/SRR24784746/SRR24784746.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785000	SRX20557505	SAMN35536362	UNRESOLVED	P100004367_L03_2.fq.gz	L112	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	793907136	9a52b84d19eb15fbf07139587f5a395e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/000/SRR24785000/SRR24785000.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784744	SRX20557761	SAMN35536337	UNRESOLVED	P100004415_L02_11.fq.gz	L87	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	987644511	d12429d27b25777982561de434d24798	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/044/SRR24784744/SRR24784744.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785001	SRX20557504	SAMN35536361	UNRESOLVED	V300015269_L03_39.fq.gz	L111	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	772025239	621233240b03edc841ae45b5e04092d8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/001/SRR24785001/SRR24785001.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784953	SRX20557552	SAMN35536405	UNRESOLVED	V300020347_L03_33.fq.gz	L155	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	951298571	80d332f823b677218370139979b82523	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/053/SRR24784953/SRR24784953.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785243	SRX20557979	SAMN35536312	UNRESOLVED	V300020377_L02_22.fq.gz	L62	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1013051892	91100294d9b031db4f5772fce2a5a1f2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/043/SRR24785243/SRR24785243.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784974	SRX20557531	SAMN35536386	UNRESOLVED	V300021199_L01_3.fq.gz	L136	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	420056757	d71780ed61ec6d1136584fcfa67437bf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/074/SRR24784974/SRR24784974.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784981	SRX20557524	SAMN35536380	UNRESOLVED	V300021199_L02_18.fq.gz	L130	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	863856758	c80e8bb5ce296e1b478ba402a5a6897b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/081/SRR24784981/SRR24784981.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785232	SRX20557990	SAMN35536313	UNRESOLVED	V300021251_L01_18.fq.gz	L63	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	862164531	14b8563c929fe2ec8964685ab26a92af	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/032/SRR24785232/SRR24785232.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785277	SRX20557945	SAMN35536309	UNRESOLVED	V300021338_L02_21.fq.gz	L59	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	702194996	50a9f1151620dd73c562f1dcdc5c25be	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/077/SRR24785277/SRR24785277.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784735	SRX20557770	SAMN35536345	UNRESOLVED	V300023794_L03_23.fq.gz	L95	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1212608968	d5000292b788255a333f7678d2952916	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/035/SRR24784735/SRR24784735.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784750	SRX20557755	SAMN35536331	UNRESOLVED	V300024280_L02_23.fq.gz	L81	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	454700418	2442e1522b0a124b97ed6a8bffd826c3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/050/SRR24784750/SRR24784750.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
