run_accession	experiment_accession	biosample	subject_id	sample_name	library_name	hiv_group	group_evidence	platform	layout	read_length	compressed_bytes	md5	fastq_ftp	center_repository	host_depletion_status	repository_filename_signal	analysis_eligibility
SRR24785106	SRX20558116	SAMN35536595	UNRESOLVED	N100017386_L01_25.fq.gz	L345	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	386979621	68f661dcd39627ff0c9fee01e77f4448	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/006/SRR24785106/SRR24785106.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785105	SRX20558117	SAMN35536596	UNRESOLVED	N100017435_L01_18.fq.gz	L346	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	662262857	e824df6b293ce11fea7b619c556365fa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/005/SRR24785105/SRR24785105.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785104	SRX20558118	SAMN35536597	UNRESOLVED	N100017435_L01_22.fq.gz	L347	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	983885667	9ef81b5c3a78248ffe0e86f61e12fed3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/004/SRR24785104/SRR24785104.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785103	SRX20558119	SAMN35536598	UNRESOLVED	N100017435_L01_26.fq.gz	L348	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	528389451	34d700ef3ef6d993930b65aac4ae109d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/003/SRR24785103/SRR24785103.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785102	SRX20558120	SAMN35536599	UNRESOLVED	N100017465_L01_4.fq.gz	L349	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	803024264	5d2333e5760dc874a3a021e51eb04f9b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/002/SRR24785102/SRR24785102.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785101	SRX20558121	SAMN35536600	UNRESOLVED	N100017495_L01_10.fq.gz	L350	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	479512053	46b925fdd99b10c0b4a25ae0ac4ffe43	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/001/SRR24785101/SRR24785101.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785099	SRX20558123	SAMN35536601	UNRESOLVED	N100017572_L01_20.fq.gz	L351	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	734088596	4e48bb8fd10ae4076be22cd36e7028b6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/099/SRR24785099/SRR24785099.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785098	SRX20558124	SAMN35536602	UNRESOLVED	N100017718_L01_28.fq.gz	L352	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	845957521	5034678ae90ec20811def7117653e93d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/098/SRR24785098/SRR24785098.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785097	SRX20558125	SAMN35536603	UNRESOLVED	N100017718_L01_30.fq.gz	L353	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	897334562	a26d04c8c3e6ecfb570b651dd42fd5db	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/097/SRR24785097/SRR24785097.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785094	SRX20558128	SAMN35536606	UNRESOLVED	N100017722_L01_10.fq.gz	L356	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	568486990	74872b0bd04482c0627b69ccd5c15de9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/094/SRR24785094/SRR24785094.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785096	SRX20558126	SAMN35536604	UNRESOLVED	N100017722_L01_6.fq.gz	L354	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	303025269	996732dd914866fc96457c9c511124bd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/096/SRR24785096/SRR24785096.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785095	SRX20558127	SAMN35536605	UNRESOLVED	N100017722_L01_8.fq.gz	L355	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	425554074	cb76cb95cb15300de5021153f2a527cb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/095/SRR24785095/SRR24785095.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785093	SRX20558129	SAMN35536607	UNRESOLVED	N100017753_L01_25.fq.gz	L357	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	855291607	20cdbb7dad1f2ceff20f96a712ab65c8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/093/SRR24785093/SRR24785093.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785092	SRX20558130	SAMN35536608	UNRESOLVED	N100017753_L01_29.fq.gz	L358	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1009896054	ccd02f8bbb996f52411e8a15552115ea	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/092/SRR24785092/SRR24785092.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785091	SRX20558131	SAMN35536609	UNRESOLVED	N100017814_L01_25.fq.gz	L359	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	825893497	6f5f183df2ea387855ece70e3853e03e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/091/SRR24785091/SRR24785091.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785090	SRX20558132	SAMN35536610	UNRESOLVED	N100017814_L01_29.fq.gz	L360	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	997729265	16eecf2fabcce2a5fedfa64916fffd2f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/090/SRR24785090/SRR24785090.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785088	SRX20558134	SAMN35536611	UNRESOLVED	N100017814_L01_31.fq.gz	L361	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	575248155	03493736bdf1c9a38ab79b85e2cd26b7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/088/SRR24785088/SRR24785088.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784939	SRX20558135	SAMN35536612	UNRESOLVED	N100017863_L01_22.fq.gz	L362	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1031747701	1728fb698be0c3069a8228a30c9cbaef	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/039/SRR24784939/SRR24784939.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784938	SRX20557567	SAMN35536613	UNRESOLVED	N100017863_L01_28.fq.gz	L363	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1095228647	e61f6556a4881c2c6b0b5a49c0604223	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/038/SRR24784938/SRR24784938.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784937	SRX20557568	SAMN35536614	UNRESOLVED	N100017942_L01_5.fq.gz	L364	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	647975488	ffe67ea07c6e528961990579c90209db	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/037/SRR24784937/SRR24784937.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784936	SRX20557569	SAMN35536615	UNRESOLVED	N100017942_L01_6.fq.gz	L365	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	930021987	4927d2879188c9f4e2069dfc2e2ade63	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/036/SRR24784936/SRR24784936.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784934	SRX20557571	SAMN35536617	UNRESOLVED	N100017965_L01_10.fq.gz	L367	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	443780234	5a8b9491ff1c694fe4a037c23fd9a9b9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/034/SRR24784934/SRR24784934.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784933	SRX20557572	SAMN35536618	UNRESOLVED	N100017965_L01_11.fq.gz	L368	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	494054351	fd0a690435702e57366960689712fccb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/033/SRR24784933/SRR24784933.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784932	SRX20557573	SAMN35536619	UNRESOLVED	N100017965_L01_4.fq.gz	L369	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	650616215	1af84d9214735cb7c395a198d12ba8c3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/032/SRR24784932/SRR24784932.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784935	SRX20557570	SAMN35536616	UNRESOLVED	N100017965_L01_8.fq.gz	L366	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	348307779	f63b424d746ecfc9461761cd36936d24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/035/SRR24784935/SRR24784935.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784931	SRX20557574	SAMN35536620	UNRESOLVED	N100017996_L01_5.fq.gz	L370	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	978618743	416d92612e0cbf58e8de14dbdac6110b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/031/SRR24784931/SRR24784931.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784929	SRX20557576	SAMN35536621	UNRESOLVED	N100017996_L01_6.fq.gz	L371	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	903699472	2e8870ce70947bd35eda3c3cee9817f7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/029/SRR24784929/SRR24784929.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784928	SRX20557577	SAMN35536622	UNRESOLVED	N100018002_L01_1.fq.gz	L372	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	527692613	a64f38b31495f24fe6a1fe6f28c30c78	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/028/SRR24784928/SRR24784928.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784927	SRX20557578	SAMN35536623	UNRESOLVED	N100018002_L01_2.fq.gz	L373	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	827078308	1d001b4989b26b2c504c19a56c4079ca	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/027/SRR24784927/SRR24784927.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784926	SRX20557579	SAMN35536624	UNRESOLVED	N100018002_L01_4.fq.gz	L374	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	604728848	0ff2f93aa65dfe92f3748a6fdacee340	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/026/SRR24784926/SRR24784926.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784925	SRX20557580	SAMN35536625	UNRESOLVED	N100018002_L01_5.fq.gz	L375	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	524815592	3035f250ba11b9d11f28cf3efe929613	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/025/SRR24784925/SRR24784925.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784924	SRX20557581	SAMN35536626	UNRESOLVED	N100018040_L01_2.fq.gz	L376	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	906563530	8c3cd0748f80d5c8207f723ba7cc2e5f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/024/SRR24784924/SRR24784924.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784923	SRX20557582	SAMN35536627	UNRESOLVED	N100018040_L01_4.fq.gz	L377	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1082395547	ec113c63d1c316575c88d44f0d1308a9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/023/SRR24784923/SRR24784923.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784922	SRX20557583	SAMN35536628	UNRESOLVED	N100018043_L01_16.fq.gz	L378	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	924201571	c52bb9646f6c3980beea02a56307d481	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/022/SRR24784922/SRR24784922.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784921	SRX20557584	SAMN35536629	UNRESOLVED	N100018043_L01_20.fq.gz	L379	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	985667440	c1dfc9a986ad7febf39230a2a6fcd8a2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/021/SRR24784921/SRR24784921.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784918	SRX20557587	SAMN35536631	UNRESOLVED	N100018045_L01_26.fq.gz	L381	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	458266790	46437da5af00d1403ac2034233f21338	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/018/SRR24784918/SRR24784918.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784917	SRX20557588	SAMN35536632	UNRESOLVED	N100018045_L01_30.fq.gz	L382	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	527075616	6b34f144dcaa1a7981e0c9809ba800ec	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/017/SRR24784917/SRR24784917.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784916	SRX20557589	SAMN35536633	UNRESOLVED	N100018045_L01_32.fq.gz	L383	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	505100284	b833f016b3349e0d69b31cf65599f080	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/016/SRR24784916/SRR24784916.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784920	SRX20557585	SAMN35536630	UNRESOLVED	N100018045_L01_7.fq.gz	L380	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	527942837	7b5fea04da16ed1c1386d40aa14449f4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/020/SRR24784920/SRR24784920.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784911	SRX20557594	SAMN35536638	UNRESOLVED	N100018046_L01_12.fq.gz	L388	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	438838924	1a1efb1fe581158e5498f10349f18675	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/011/SRR24784911/SRR24784911.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784915	SRX20557590	SAMN35536634	UNRESOLVED	N100018046_L01_28.fq.gz	L384	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	778537413	ef66732a0a9e79a3ca8d03a2e5aef976	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/015/SRR24784915/SRR24784915.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784914	SRX20557591	SAMN35536635	UNRESOLVED	N100018046_L01_30.fq.gz	L385	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	980790598	e949d241f57c9cff61a2d3864c484ee7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/014/SRR24784914/SRR24784914.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784913	SRX20557592	SAMN35536636	UNRESOLVED	N100018046_L01_32.fq.gz	L386	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	633458741	34da4eb5345bb0d6c3ce2d782d731d27	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/013/SRR24784913/SRR24784913.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784912	SRX20557593	SAMN35536637	UNRESOLVED	N100018046_L01_7.fq.gz	L387	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	323782082	b54bea37f2a968a42c8de56bad109879	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/012/SRR24784912/SRR24784912.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784910	SRX20557595	SAMN35536639	UNRESOLVED	N100018082_L01_2.fq.gz	L389	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1166359234	bbcfc28cac4d279e0200b37e6860789a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/010/SRR24784910/SRR24784910.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784909	SRX20557596	SAMN35536640	UNRESOLVED	N100018082_L01_4.fq.gz	L390	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1360282167	8c42c3455e5dc0f4d3121a246453275c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/009/SRR24784909/SRR24784909.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784907	SRX20557598	SAMN35536641	UNRESOLVED	N100018082_L01_5.fq.gz	L391	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	679774616	592e6e52040512c8ec0113766c72577d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/007/SRR24784907/SRR24784907.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784906	SRX20557599	SAMN35536642	UNRESOLVED	N100018288_L01_25.fq.gz	L392	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	420764999	1e05a8ad841a0f67b16634ff7caefcb0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/006/SRR24784906/SRR24784906.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784905	SRX20557600	SAMN35536643	UNRESOLVED	N100018288_L01_29.fq.gz	L393	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	943802328	29e844d60242f75bd037f1d45b539e1e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/005/SRR24784905/SRR24784905.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784904	SRX20557601	SAMN35536644	UNRESOLVED	N100018342_L01_28.fq.gz	L394	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	647072668	43bf95a447ce8ae30da53dcbe1fe515c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/004/SRR24784904/SRR24784904.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784831	SRX20557602	SAMN35536645	UNRESOLVED	N100018342_L01_30.fq.gz	L395	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1032770442	5dbed3aaa319d86216c88fb3c7c0ea16	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/031/SRR24784831/SRR24784831.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784830	SRX20557675	SAMN35536646	UNRESOLVED	N100018342_L01_32.fq.gz	L396	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	867233338	b48c61ff108f1ef2f20f2103394e76cf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/030/SRR24784830/SRR24784830.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784829	SRX20557676	SAMN35536647	UNRESOLVED	N100018355_L01_26.fq.gz	L397	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	343435336	0499519987aa95887e40e8d93cc6820f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/029/SRR24784829/SRR24784829.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784828	SRX20557677	SAMN35536648	UNRESOLVED	N100018355_L01_28.fq.gz	L398	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	614361553	d371daadc4867f53c5c07385a180bd18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/028/SRR24784828/SRR24784828.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784827	SRX20557678	SAMN35536649	UNRESOLVED	N100018355_L01_30.fq.gz	L399	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	747702456	57b10b575aed67d7d7fd5a866772dc4e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/027/SRR24784827/SRR24784827.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784826	SRX20557679	SAMN35536650	UNRESOLVED	N100018355_L01_32.fq.gz	L400	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	704721741	26470eb6bd034a2d8cb8c86dfdbfeedd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/026/SRR24784826/SRR24784826.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784823	SRX20557682	SAMN35536651	UNRESOLVED	N100018355_L01_7.fq.gz	L401	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	513207189	f9aac64f96881bc76878e01b782ee532	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/023/SRR24784823/SRR24784823.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
