contrast	taxon	prevalence	mean_group	mean_other	mean_delta_group_minus_other	median_group	median_other	p_value	q_value
Haemophilus_vs_other	Streptococcus sp. oral taxon 431	7	0.0	0.00043923076923076923	-0.00043923076923076923	0.0	0.0	0.3930360510185342	0.8414068159271376
Mycobacteria_vs_other	Streptococcus sp. oral taxon 431	7	0.0	0.00043923076923076923	-0.00043923076923076923	0.0	0.0	0.3930360510185342	0.8414068159271376
Streptococcus_vs_other	Campylobacter rectus	2	0.000455	2.1153846153846154e-05	0.00043384615384615385	0.0	0.0	0.48292727458071427	0.8414068159271376
Pseudomonas_vs_other	Haemophilus parainfluenzae	9	0.0003475	0.0007784615384615385	-0.00043096153846153854	0.00029	0.0	0.6693340144640527	0.8414068159271376
Streptococcus_vs_other	Streptococcus sp. 1643	2	0.0004275	4.9999999999999996e-06	0.00042249999999999997	0.0	0.0	0.48292727458071427	0.8414068159271376
Acinetobacter_vs_other	Streptococcus australis	4	0.0	0.00041846153846153845	-0.00041846153846153845	0.0	0.0	0.6254994799810465	0.8414068159271376
Enterobacterales_vs_other	Streptococcus australis	4	0.0	0.00041846153846153845	-0.00041846153846153845	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Streptococcus australis	4	0.0	0.00041846153846153845	-0.00041846153846153845	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Streptococcus australis	4	0.0	0.00041846153846153845	-0.00041846153846153845	0.0	0.0	0.6254994799810465	0.8414068159271376
Streptococcus_vs_other	Capnocytophaga sputigena	4	0.00047999999999999996	6.230769230769232e-05	0.0004176923076923076	0.00023	0.0	0.17953260630452128	0.8414068159271376
Acinetobacter_vs_other	Streptococcus sp. LPB0220	4	0.0	0.00041384615384615386	-0.00041384615384615386	0.0	0.0	0.6254994799810465	0.8414068159271376
Enterobacterales_vs_other	Streptococcus sp. LPB0220	4	0.0	0.00041384615384615386	-0.00041384615384615386	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Streptococcus sp. LPB0220	4	0.0	0.00041384615384615386	-0.00041384615384615386	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Streptococcus sp. LPB0220	4	0.0	0.00041384615384615386	-0.00041384615384615386	0.0	0.0	0.6254994799810465	0.8414068159271376
Acinetobacter_vs_other	Streptococcus koreensis	2	0.0	0.0004126923076923077	-0.0004126923076923077	0.0	0.0	0.8072032868244086	0.8414068159271376
Enterobacterales_vs_other	Streptococcus koreensis	2	0.0	0.0004126923076923077	-0.0004126923076923077	0.0	0.0	0.8072032868244086	0.8414068159271376
Haemophilus_vs_other	Streptococcus koreensis	2	0.0	0.0004126923076923077	-0.0004126923076923077	0.0	0.0	0.8072032868244086	0.8414068159271376
Mycobacteria_vs_other	Streptococcus koreensis	2	0.0	0.0004126923076923077	-0.0004126923076923077	0.0	0.0	0.8072032868244086	0.8414068159271376
Pseudomonas_vs_other	Streptococcus koreensis	2	0.0	0.0004126923076923077	-0.0004126923076923077	0.0	0.0	0.8072032868244086	0.8414068159271376
Staphylococcus_vs_other	Streptococcus koreensis	2	0.0	0.0004126923076923077	-0.0004126923076923077	0.0	0.0	0.8072032868244086	0.8414068159271376
Staphylococcus_vs_other	Prevotella intermedia	5	0.0012649999999999998	0.0008526923076923077	0.0004123076923076922	2.5e-05	0.0	0.24638736002924655	0.8414068159271376
Acinetobacter_vs_other	Streptococcus parasanguinis	5	0.0	0.0004115384615384615	-0.0004115384615384615	0.0	0.0	0.541802935032798	0.8414068159271376
Enterobacterales_vs_other	Streptococcus parasanguinis	5	0.0	0.0004115384615384615	-0.0004115384615384615	0.0	0.0	0.541802935032798	0.8414068159271376
Haemophilus_vs_other	Streptococcus parasanguinis	5	0.0	0.0004115384615384615	-0.0004115384615384615	0.0	0.0	0.541802935032798	0.8414068159271376
Mycobacteria_vs_other	Streptococcus parasanguinis	5	0.0	0.0004115384615384615	-0.0004115384615384615	0.0	0.0	0.541802935032798	0.8414068159271376
Streptococcus_vs_other	Schaalia odontolytica	4	0.0004775	6.846153846153845e-05	0.00040903846153846155	0.0	0.0	0.604056766581538	0.8414068159271376
Staphylococcus_vs_other	Streptococcus sp. oral taxon 061	4	0.000525	0.00011692307692307694	0.000408076923076923	0.000265	0.0	0.17953260630452128	0.8414068159271376
Staphylococcus_vs_other	Campylobacter concisus	7	0.00069	0.00028615384615384614	0.00040384615384615383	0.000425	0.0	0.3289940006118681	0.8414068159271376
Staphylococcus_vs_other	Mogibacterium diversum	4	0.00047	7.115384615384616e-05	0.0003988461538461538	3.5e-05	0.0	0.17953260630452128	0.8414068159271376
Staphylococcus_vs_other	Fusobacterium pseudoperiodonticum	5	0.0009775	0.0013753846153846153	-0.00039788461538461527	0.00011	0.0	0.2721346393759747	0.8414068159271376
Pseudomonas_vs_other	Streptococcus australis	4	2.25e-05	0.00041499999999999995	-0.00039249999999999995	0.0	0.0	0.7372110773613776	0.8414068159271376
Acinetobacter_vs_other	Campylobacter concisus	7	0.0	0.0003923076923076923	-0.0003923076923076923	0.0	0.0	0.3930360510185342	0.8414068159271376
Haemophilus_vs_other	Campylobacter concisus	7	0.0	0.0003923076923076923	-0.0003923076923076923	0.0	0.0	0.3930360510185342	0.8414068159271376
Staphylococcus_vs_other	Streptococcus anginosus	3	0.00053	0.00013961538461538462	0.00039038461538461536	0.0	0.0	0.5829505577618919	0.8414068159271376
Acinetobacter_vs_other	Gemella morbillorum	4	0.0	0.00037846153846153845	-0.00037846153846153845	0.0	0.0	0.6254994799810465	0.8414068159271376
Enterobacterales_vs_other	Gemella morbillorum	4	0.0	0.00037846153846153845	-0.00037846153846153845	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Gemella morbillorum	4	0.0	0.00037846153846153845	-0.00037846153846153845	0.0	0.0	0.6254994799810465	0.8414068159271376
Streptococcus_vs_other	Streptococcus lactarius	2	0.00037749999999999996	0.0	0.00037749999999999996	0.000195	0.0	0.11268690036881446	0.8414068159271376
Staphylococcus_vs_other	Parvimonas micra	3	0.0006175	0.000245	0.0003725	0.0	0.0	0.5829505577618919	0.8414068159271376
Staphylococcus_vs_other	Streptococcus sp. oral taxon 431	7	0.0007025	0.00033115384615384615	0.00037134615384615385	0.000325	0.0	0.2996654484343022	0.8414068159271376
Acinetobacter_vs_other	Streptococcus sp. HSISM1	4	0.0	0.00036923076923076927	-0.00036923076923076927	0.0	0.0	0.6254994799810465	0.8414068159271376
Enterobacterales_vs_other	Streptococcus sp. HSISM1	4	0.0	0.00036923076923076927	-0.00036923076923076927	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Streptococcus sp. HSISM1	4	0.0	0.00036923076923076927	-0.00036923076923076927	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Streptococcus sp. HSISM1	4	0.0	0.00036923076923076927	-0.00036923076923076927	0.0	0.0	0.6254994799810465	0.8414068159271376
Acinetobacter_vs_other	Streptococcus infantis	4	0.0	0.0003657692307692308	-0.0003657692307692308	0.0	0.0	0.6254994799810465	0.8414068159271376
Enterobacterales_vs_other	Streptococcus infantis	4	0.0	0.0003657692307692308	-0.0003657692307692308	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Streptococcus infantis	4	0.0	0.0003657692307692308	-0.0003657692307692308	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Streptococcus infantis	4	0.0	0.0003657692307692308	-0.0003657692307692308	0.0	0.0	0.6254994799810465	0.8414068159271376
Acinetobacter_vs_other	Veillonella parvula	7	0.0	0.00036576923076923077	-0.00036576923076923077	0.0	0.0	0.3930360510185342	0.8414068159271376
Haemophilus_vs_other	Veillonella parvula	7	0.0	0.00036576923076923077	-0.00036576923076923077	0.0	0.0	0.3930360510185342	0.8414068159271376
Staphylococcus_vs_other	Streptococcus gordonii	4	0.00041	4.730769230769231e-05	0.0003626923076923077	0.0	0.0	0.604056766581538	0.8414068159271376
Streptococcus_vs_other	Tannerella forsythia	4	0.00011	0.0004692307692307692	-0.0003592307692307692	0.0	0.0	0.6916935994652547	0.8414068159271376
Pseudomonas_vs_other	Streptococcus sp. LPB0220	4	4.75e-05	0.00040653846153846155	-0.00035903846153846153	0.0	0.0	0.6916935994652547	0.8414068159271376
Acinetobacter_vs_other	Gemella haemolysans	7	0.0	0.00035384615384615386	-0.00035384615384615386	0.0	0.0	0.3930360510185342	0.8414068159271376
Haemophilus_vs_other	Gemella haemolysans	7	0.0	0.00035384615384615386	-0.00035384615384615386	0.0	0.0	0.3930360510185342	0.8414068159271376
Acinetobacter_vs_other	Prevotella nigrescens	4	0.0	0.0003523076923076923	-0.0003523076923076923	0.0	0.0	0.6254994799810465	0.8414068159271376
Enterobacterales_vs_other	Prevotella nigrescens	4	0.0	0.0003523076923076923	-0.0003523076923076923	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Prevotella nigrescens	4	0.0	0.0003523076923076923	-0.0003523076923076923	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Prevotella nigrescens	4	0.0	0.0003523076923076923	-0.0003523076923076923	0.0	0.0	0.6254994799810465	0.8414068159271376
Streptococcus_vs_other	Neisseria lactamica	3	0.0004075	5.615384615384615e-05	0.00035134615384615385	0.0	0.0	0.541802935032798	0.8414068159271376
Streptococcus_vs_other	Prevotella scopos	3	0.000355	4.230769230769231e-06	0.0003507692307692308	0.0	0.0	0.541802935032798	0.8414068159271376
Staphylococcus_vs_other	Neisseria flavescens	4	0.000295	0.0006446153846153846	-0.00034961538461538463	0.000105	0.0	0.20012811767860228	0.8414068159271376
Pseudomonas_vs_other	Gemella morbillorum	4	2.75e-05	0.00037423076923076917	-0.00034673076923076915	0.0	0.0	0.7372110773613776	0.8414068159271376
Streptococcus_vs_other	Mogibacterium diversum	4	0.0004225	7.846153846153847e-05	0.00034403846153846154	0.0	0.0	0.6472638029699183	0.8414068159271376
Haemophilus_vs_other	Cutibacterium acnes	4	0.0	0.00034	-0.00034	0.0	0.0	0.6254994799810465	0.8414068159271376
Pseudomonas_vs_other	Cutibacterium acnes	4	0.0	0.00034	-0.00034	0.0	0.0	0.6254994799810465	0.8414068159271376
Streptococcus_vs_other	Cutibacterium acnes	4	0.0	0.00034	-0.00034	0.0	0.0	0.6254994799810465	0.8414068159271376
Acinetobacter_vs_other	Parvimonas micra	3	0.0	0.00033999999999999997	-0.00033999999999999997	0.0	0.0	0.7143252846662898	0.8414068159271376
Enterobacterales_vs_other	Parvimonas micra	3	0.0	0.00033999999999999997	-0.00033999999999999997	0.0	0.0	0.7143252846662898	0.8414068159271376
Haemophilus_vs_other	Parvimonas micra	3	0.0	0.00033999999999999997	-0.00033999999999999997	0.0	0.0	0.7143252846662898	0.8414068159271376
Mycobacteria_vs_other	Parvimonas micra	3	0.0	0.00033999999999999997	-0.00033999999999999997	0.0	0.0	0.7143252846662898	0.8414068159271376
Pseudomonas_vs_other	Capnocytophaga sp. FDAARGOS_737	5	9.5e-05	0.00042769230769230775	-0.0003326923076923077	0.0	0.0	0.8072032868244086	0.8414068159271376
Acinetobacter_vs_other	Prevotella sp. oral taxon 299	6	0.0	0.00032884615384615385	-0.00032884615384615385	0.0	0.0	0.46410347443092714	0.8414068159271376
Haemophilus_vs_other	Prevotella sp. oral taxon 299	6	0.0	0.00032884615384615385	-0.00032884615384615385	0.0	0.0	0.46410347443092714	0.8414068159271376
Enterobacterales_vs_other	Cutibacterium acnes	4	1.5e-05	0.0003376923076923077	-0.0003226923076923077	0.0	0.0	0.7372110773613776	0.8414068159271376
Pseudomonas_vs_other	Parvimonas micra	3	1.5e-05	0.0003376923076923077	-0.0003226923076923077	0.0	0.0	0.6254994799810465	0.8414068159271376
Streptococcus_vs_other	Prevotella multiformis	2	0.0003175	1.5384615384615385e-06	0.0003159615384615385	0.0	0.0	0.48292727458071427	0.8414068159271376
Pseudomonas_vs_other	Fusobacterium nucleatum	4	0.0002775	0.0005930769230769231	-0.00031557692307692303	0.0	0.0	0.6916935994652547	0.8414068159271376
Acinetobacter_vs_other	Granulicatella adiacens	5	0.0	0.00031230769230769235	-0.00031230769230769235	0.0	0.0	0.541802935032798	0.8414068159271376
Haemophilus_vs_other	Granulicatella adiacens	5	0.0	0.00031230769230769235	-0.00031230769230769235	0.0	0.0	0.541802935032798	0.8414068159271376
Mycobacteria_vs_other	Granulicatella adiacens	5	0.0	0.00031230769230769235	-0.00031230769230769235	0.0	0.0	0.541802935032798	0.8414068159271376
Staphylococcus_vs_other	Schaalia odontolytica	4	0.0003875	8.23076923076923e-05	0.0003051923076923077	4.5e-05	0.0	0.20012811767860228	0.8414068159271376
Pseudomonas_vs_other	Streptococcus sp. HSISM1	4	5.75e-05	0.0003603846153846154	-0.0003028846153846154	0.0	0.0	0.6916935994652547	0.8414068159271376
Enterobacterales_vs_other	Capnocytophaga sputigena	4	0.00038	7.76923076923077e-05	0.0003023076923076923	0.0	0.0	0.604056766581538	0.8414068159271376
Pseudomonas_vs_other	Streptococcus parasanguinis	5	9.75e-05	0.0003965384615384615	-0.00029903846153846153	0.0	0.0	0.8072032868244086	0.8414068159271376
Staphylococcus_vs_other	Cutibacterium acnes	4	4e-05	0.00033384615384615386	-0.00029384615384615387	0.0	0.0	0.6916935994652547	0.8414068159271376
Acinetobacter_vs_other	Veillonella atypica	6	0.0	0.0002884615384615385	-0.0002884615384615385	0.0	0.0	0.46410347443092714	0.8414068159271376
Enterobacterales_vs_other	Veillonella atypica	6	0.0	0.0002884615384615385	-0.0002884615384615385	0.0	0.0	0.46410347443092714	0.8414068159271376
Haemophilus_vs_other	Veillonella atypica	6	0.0	0.0002884615384615385	-0.0002884615384615385	0.0	0.0	0.46410347443092714	0.8414068159271376
Mycobacteria_vs_other	Veillonella atypica	6	0.0	0.0002884615384615385	-0.0002884615384615385	0.0	0.0	0.46410347443092714	0.8414068159271376
Acinetobacter_vs_other	Porphyromonas gingivalis	4	0.0	0.00028846153846153843	-0.00028846153846153843	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Porphyromonas gingivalis	4	0.0	0.00028846153846153843	-0.00028846153846153843	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Porphyromonas gingivalis	4	0.0	0.00028846153846153843	-0.00028846153846153843	0.0	0.0	0.6254994799810465	0.8414068159271376
Acinetobacter_vs_other	Neisseria macacae	5	0.0	0.00028653846153846156	-0.00028653846153846156	0.0	0.0	0.541802935032798	0.8414068159271376
Haemophilus_vs_other	Neisseria macacae	5	0.0	0.00028653846153846156	-0.00028653846153846156	0.0	0.0	0.541802935032798	0.8414068159271376
Mycobacteria_vs_other	Neisseria macacae	5	0.0	0.00028653846153846156	-0.00028653846153846156	0.0	0.0	0.541802935032798	0.8414068159271376
Acinetobacter_vs_other	Neisseria meningitidis	4	0.0	0.0002834615384615385	-0.0002834615384615385	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Neisseria meningitidis	4	0.0	0.0002834615384615385	-0.0002834615384615385	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Neisseria meningitidis	4	0.0	0.0002834615384615385	-0.0002834615384615385	0.0	0.0	0.6254994799810465	0.8414068159271376
Pseudomonas_vs_other	Porphyromonas gingivalis	4	5e-06	0.0002876923076923077	-0.0002826923076923077	0.0	0.0	0.7372110773613776	0.8414068159271376
Enterobacterales_vs_other	Morococcus cerebrosus	4	0.0002025	0.00048499999999999997	-0.0002825	0.0	0.0	0.6472638029699183	0.8414068159271376
Enterobacterales_vs_other	Neisseria lactamica	3	0.000345	6.576923076923076e-05	0.00027923076923076925	0.0	0.0	0.5829505577618919	0.8414068159271376
Enterobacterales_vs_other	Granulicatella adiacens	5	3.5e-05	0.000306923076923077	-0.000271923076923077	0.0	0.0	0.8072032868244086	0.8414068159271376
Enterobacterales_vs_other	Fusobacterium hwasookii	2	0.00027	3.846153846153846e-06	0.00026615384615384614	0.0	0.0	0.48292727458071427	0.8414068159271376
Staphylococcus_vs_other	Neisseria meningitidis	4	2e-05	0.0002803846153846154	-0.0002603846153846154	0.0	0.0	0.7372110773613776	0.8414068159271376
Pseudomonas_vs_other	Granulicatella adiacens	5	5e-05	0.0003046153846153846	-0.0002546153846153846	0.0	0.0	0.7603323075218762	0.8414068159271376
Acinetobacter_vs_other	Staphylococcus epidermidis	3	0.0	0.00025423076923076923	-0.00025423076923076923	0.0	0.0	0.7143252846662898	0.8414068159271376
Haemophilus_vs_other	Staphylococcus epidermidis	3	0.0	0.00025423076923076923	-0.00025423076923076923	0.0	0.0	0.7143252846662898	0.8414068159271376
Mycobacteria_vs_other	Staphylococcus epidermidis	3	0.0	0.00025423076923076923	-0.00025423076923076923	0.0	0.0	0.7143252846662898	0.8414068159271376
Pseudomonas_vs_other	Staphylococcus epidermidis	3	0.0	0.00025423076923076923	-0.00025423076923076923	0.0	0.0	0.7143252846662898	0.8414068159271376
Streptococcus_vs_other	Staphylococcus epidermidis	3	0.0	0.00025423076923076923	-0.00025423076923076923	0.0	0.0	0.7143252846662898	0.8414068159271376
Pseudomonas_vs_other	Prevotella nigrescens	4	9e-05	0.00033846153846153846	-0.00024846153846153844	0.0	0.0	0.6916935994652547	0.8414068159271376
Pseudomonas_vs_other	Porphyromonas endodontalis	3	0.000195	0.0004430769230769231	-0.00024807692307692313	0.0	0.0	0.6254994799810465	0.8414068159271376
Enterobacterales_vs_other	Porphyromonas gingivalis	4	4.5e-05	0.0002815384615384615	-0.00023653846153846148	0.0	0.0	0.6916935994652547	0.8414068159271376
Staphylococcus_vs_other	Staphylococcus epidermidis	3	0.0004225	0.00018923076923076923	0.0002332692307692308	9.5e-05	0.0	0.16055589143580895	0.8414068159271376
Acinetobacter_vs_other	Veillonella nakazawae	4	0.0	0.00022576923076923078	-0.00022576923076923078	0.0	0.0	0.6254994799810465	0.8414068159271376
Enterobacterales_vs_other	Veillonella nakazawae	4	0.0	0.00022576923076923078	-0.00022576923076923078	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Veillonella nakazawae	4	0.0	0.00022576923076923078	-0.00022576923076923078	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Veillonella nakazawae	4	0.0	0.00022576923076923078	-0.00022576923076923078	0.0	0.0	0.6254994799810465	0.8414068159271376
Pseudomonas_vs_other	Streptococcus infantis	4	0.0001225	0.0003469230769230769	-0.00022442307692307692	0.0	0.0	0.7372110773613776	0.8414068159271376
Acinetobacter_vs_other	Streptococcus anginosus	3	0.0	0.00022115384615384616	-0.00022115384615384616	0.0	0.0	0.7143252846662898	0.8414068159271376
Enterobacterales_vs_other	Streptococcus anginosus	3	0.0	0.00022115384615384616	-0.00022115384615384616	0.0	0.0	0.7143252846662898	0.8414068159271376
Haemophilus_vs_other	Streptococcus anginosus	3	0.0	0.00022115384615384616	-0.00022115384615384616	0.0	0.0	0.7143252846662898	0.8414068159271376
Mycobacteria_vs_other	Streptococcus anginosus	3	0.0	0.00022115384615384616	-0.00022115384615384616	0.0	0.0	0.7143252846662898	0.8414068159271376
Staphylococcus_vs_other	Treponema vincentii	2	0.0002275	1.1153846153846154e-05	0.00021634615384615385	0.0	0.0	0.48292727458071427	0.8414068159271376
Staphylococcus_vs_other	Neisseria macacae	5	0.000435	0.00021961538461538462	0.0002153846153846154	5e-05	0.0	0.22239749878529658	0.8414068159271376
Staphylococcus_vs_other	Candidatus Nanosynbacter sp. HMT-352	4	0.0003	8.5e-05	0.00021499999999999997	8e-05	0.0	0.20012811767860228	0.8414068159271376
Acinetobacter_vs_other	Haemophilus haemolyticus	3	0.0	0.00021346153846153848	-0.00021346153846153848	0.0	0.0	0.7143252846662898	0.8414068159271376
Enterobacterales_vs_other	Haemophilus haemolyticus	3	0.0	0.00021346153846153848	-0.00021346153846153848	0.0	0.0	0.7143252846662898	0.8414068159271376
Mycobacteria_vs_other	Haemophilus haemolyticus	3	0.0	0.00021346153846153848	-0.00021346153846153848	0.0	0.0	0.7143252846662898	0.8414068159271376
Streptococcus_vs_other	Haemophilus haemolyticus	3	0.0	0.00021346153846153848	-0.00021346153846153848	0.0	0.0	0.7143252846662898	0.8414068159271376
Enterobacterales_vs_other	Prevotella sp. oral taxon 299	6	0.00047	0.00025653846153846153	0.00021346153846153845	0.0	0.0	0.7836696728774568	0.8414068159271376
Streptococcus_vs_other	Streptococcus gordonii	4	0.00028	6.73076923076923e-05	0.00021269230769230767	0.000205	0.0	0.17953260630452128	0.8414068159271376
Staphylococcus_vs_other	Streptococcus sp. HSISM1	4	0.0005025	0.00029192307692307693	0.00021057692307692308	0.0001	0.0	0.20012811767860228	0.8414068159271376
Acinetobacter_vs_other	Klebsiella quasipneumoniae	2	0.0	0.00021038461538461537	-0.00021038461538461537	0.0	0.0	0.8072032868244086	0.8414068159271376
Haemophilus_vs_other	Klebsiella quasipneumoniae	2	0.0	0.00021038461538461537	-0.00021038461538461537	0.0	0.0	0.8072032868244086	0.8414068159271376
Mycobacteria_vs_other	Klebsiella quasipneumoniae	2	0.0	0.00021038461538461537	-0.00021038461538461537	0.0	0.0	0.8072032868244086	0.8414068159271376
Pseudomonas_vs_other	Klebsiella quasipneumoniae	2	0.0	0.00021038461538461537	-0.00021038461538461537	0.0	0.0	0.8072032868244086	0.8414068159271376
Staphylococcus_vs_other	Klebsiella quasipneumoniae	2	0.0	0.00021038461538461537	-0.00021038461538461537	0.0	0.0	0.8072032868244086	0.8414068159271376
Streptococcus_vs_other	Klebsiella quasipneumoniae	2	0.0	0.00021038461538461537	-0.00021038461538461537	0.0	0.0	0.8072032868244086	0.8414068159271376
Acinetobacter_vs_other	Veillonella dispar	5	0.0	0.00020961538461538462	-0.00020961538461538462	0.0	0.0	0.541802935032798	0.8414068159271376
Enterobacterales_vs_other	Veillonella dispar	5	0.0	0.00020961538461538462	-0.00020961538461538462	0.0	0.0	0.541802935032798	0.8414068159271376
Haemophilus_vs_other	Veillonella dispar	5	0.0	0.00020961538461538462	-0.00020961538461538462	0.0	0.0	0.541802935032798	0.8414068159271376
Mycobacteria_vs_other	Veillonella dispar	5	0.0	0.00020961538461538462	-0.00020961538461538462	0.0	0.0	0.541802935032798	0.8414068159271376
Streptococcus_vs_other	Streptococcus suis	2	0.0002075	0.0	0.0002075	0.000145	0.0	0.11268690036881446	0.8414068159271376
Streptococcus_vs_other	Fusobacterium periodonticum	3	0.00024	3.346153846153846e-05	0.00020653846153846154	0.0	0.0	0.541802935032798	0.8414068159271376
Staphylococcus_vs_other	Veillonella parvula	7	0.00014	0.0003442307692307692	-0.0002042307692307692	3.5e-05	0.0	0.3930360510185342	0.8414068159271376
Pseudomonas_vs_other	Veillonella nakazawae	4	2e-05	0.0002226923076923077	-0.0002026923076923077	0.0	0.0	0.7372110773613776	0.8414068159271376
Enterobacterales_vs_other	Escherichia albertii	2	0.00019999999999999998	0.0	0.00019999999999999998	0.000185	0.0	0.11268690036881446	0.8414068159271376
Staphylococcus_vs_other	Streptococcus sp. Marseille-Q3533	5	0.00034250000000000003	0.00014384615384615385	0.00019865384615384618	9.5e-05	0.0	0.22239749878529658	0.8414068159271376
Acinetobacter_vs_other	Streptococcus sp. oral taxon 061	4	0.0	0.0001976923076923077	-0.0001976923076923077	0.0	0.0	0.6254994799810465	0.8414068159271376
Enterobacterales_vs_other	Streptococcus sp. oral taxon 061	4	0.0	0.0001976923076923077	-0.0001976923076923077	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Streptococcus sp. oral taxon 061	4	0.0	0.0001976923076923077	-0.0001976923076923077	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Streptococcus sp. oral taxon 061	4	0.0	0.0001976923076923077	-0.0001976923076923077	0.0	0.0	0.6254994799810465	0.8414068159271376
Acinetobacter_vs_other	Streptococcus sp. Marseille-Q3533	5	0.0	0.00019653846153846154	-0.00019653846153846154	0.0	0.0	0.541802935032798	0.8414068159271376
Enterobacterales_vs_other	Streptococcus sp. Marseille-Q3533	5	0.0	0.00019653846153846154	-0.00019653846153846154	0.0	0.0	0.541802935032798	0.8414068159271376
Haemophilus_vs_other	Streptococcus sp. Marseille-Q3533	5	0.0	0.00019653846153846154	-0.00019653846153846154	0.0	0.0	0.541802935032798	0.8414068159271376
Mycobacteria_vs_other	Streptococcus sp. Marseille-Q3533	5	0.0	0.00019653846153846154	-0.00019653846153846154	0.0	0.0	0.541802935032798	0.8414068159271376
Staphylococcus_vs_other	Gemella sanguinis	5	0.0008575	0.0006630769230769231	0.00019442307692307684	0.000655	0.0	0.24638736002924655	0.8414068159271376
Pseudomonas_vs_other	Streptococcus anginosus	3	2.75e-05	0.00021692307692307693	-0.00018942307692307694	0.0	0.0	0.6254994799810465	0.8414068159271376
Acinetobacter_vs_other	Streptococcus sanguinis	5	0.0	0.00018884615384615386	-0.00018884615384615386	0.0	0.0	0.541802935032798	0.8414068159271376
Haemophilus_vs_other	Streptococcus sanguinis	5	0.0	0.00018884615384615386	-0.00018884615384615386	0.0	0.0	0.541802935032798	0.8414068159271376
Mycobacteria_vs_other	Streptococcus sanguinis	5	0.0	0.00018884615384615386	-0.00018884615384615386	0.0	0.0	0.541802935032798	0.8414068159271376
Pseudomonas_vs_other	Veillonella dispar	5	0.00034500000000000004	0.00015653846153846154	0.0001884615384615385	0.00021	0.0	0.2721346393759747	0.8414068159271376
Streptococcus_vs_other	Porphyromonas endodontalis	3	0.0002525	0.0004342307692307692	-0.0001817307692307692	0.0	0.0	0.5829505577618919	0.8414068159271376
Staphylococcus_vs_other	Camelina sativa	2	0.0001825	1.5384615384615385e-06	0.00018096153846153845	0.0	0.0	0.48292727458071427	0.8414068159271376
Staphylococcus_vs_other	Veillonella nakazawae	4	4e-05	0.00021961538461538462	-0.00017961538461538462	0.0	0.0	0.6916935994652547	0.8414068159271376
Acinetobacter_vs_other	Leptotrichia wadei	4	0.0	0.00017923076923076923	-0.00017923076923076923	0.0	0.0	0.6254994799810465	0.8414068159271376
Enterobacterales_vs_other	Leptotrichia wadei	4	0.0	0.00017923076923076923	-0.00017923076923076923	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Leptotrichia wadei	4	0.0	0.00017923076923076923	-0.00017923076923076923	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Leptotrichia wadei	4	0.0	0.00017923076923076923	-0.00017923076923076923	0.0	0.0	0.6254994799810465	0.8414068159271376
Staphylococcus_vs_other	Streptococcus sp. Marseille-Q6470	4	0.00028000000000000003	0.00010230769230769229	0.00017769230769230774	0.00016	0.0	0.17953260630452128	0.8414068159271376
Acinetobacter_vs_other	Capnocytophaga leadbetteri	4	0.0	0.0001773076923076923	-0.0001773076923076923	0.0	0.0	0.6254994799810465	0.8414068159271376
Enterobacterales_vs_other	Capnocytophaga leadbetteri	4	0.0	0.0001773076923076923	-0.0001773076923076923	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Capnocytophaga leadbetteri	4	0.0	0.0001773076923076923	-0.0001773076923076923	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Capnocytophaga leadbetteri	4	0.0	0.0001773076923076923	-0.0001773076923076923	0.0	0.0	0.6254994799810465	0.8414068159271376
Staphylococcus_vs_other	Gemella morbillorum	4	0.000175	0.00035153846153846156	-0.00017653846153846157	0.0	0.0	0.6916935994652547	0.8414068159271376
Acinetobacter_vs_other	Cutibacterium acnes	4	0.000145	0.0003176923076923077	-0.00017269230769230767	0.0	0.0	0.6472638029699183	0.8414068159271376
