contrast	taxon	prevalence	mean_group	mean_other	mean_delta_group_minus_other	median_group	median_other	p_value	q_value
Acinetobacter_vs_other	Enterococcus faecium	3	0.0002725	0.0025911538461538463	-0.002318653846153846	0.0	0.0	0.6254994799810465	0.8414068159271376
Streptococcus_vs_other	Streptococcus australis	4	0.0023150000000000002	6.23076923076923e-05	0.002252692307692308	0.00231	0.0	0.1431356766583627	0.8414068159271376
Streptococcus_vs_other	Prevotella oris	4	0.00244	0.0003203846153846154	0.0021196153846153847	0.0	0.0	0.604056766581538	0.8414068159271376
Acinetobacter_vs_other	Streptococcus pseudopneumoniae	5	0.0	0.0020673076923076925	-0.0020673076923076925	0.0	0.0	0.541802935032798	0.8414068159271376
Enterobacterales_vs_other	Streptococcus pseudopneumoniae	5	0.0	0.0020673076923076925	-0.0020673076923076925	0.0	0.0	0.541802935032798	0.8414068159271376
Haemophilus_vs_other	Streptococcus pseudopneumoniae	5	0.0	0.0020673076923076925	-0.0020673076923076925	0.0	0.0	0.541802935032798	0.8414068159271376
Mycobacteria_vs_other	Streptococcus pseudopneumoniae	5	0.0	0.0020673076923076925	-0.0020673076923076925	0.0	0.0	0.541802935032798	0.8414068159271376
Staphylococcus_vs_other	Human alphaherpesvirus 1	3	0.00219	0.00012807692307692308	0.002061923076923077	0.0	0.0	0.541802935032798	0.8414068159271376
Enterobacterales_vs_other	Haemophilus parainfluenzae	9	0.0024875	0.0004492307692307692	0.002038269230769231	2.5e-05	0.0	0.46410347443092714	0.8414068159271376
Streptococcus_vs_other	Fusobacterium pseudoperiodonticum	5	0.00308	0.0010519230769230768	0.0020280769230769232	0.0	0.0	0.7143252846662898	0.8414068159271376
Mycobacteria_vs_other	Cutibacterium acnes	4	0.00201	3.076923076923077e-05	0.001979230769230769	0.0	0.0	0.604056766581538	0.8414068159271376
Staphylococcus_vs_other	Fusobacterium nucleatum	4	0.002245	0.0002903846153846154	0.0019546153846153845	0.0	0.0	0.604056766581538	0.8414068159271376
Streptococcus_vs_other	Streptococcus sp. oral taxon 431	7	0.002065	0.00012153846153846154	0.0019434615384615384	0.0010249999999999999	0.0	0.03273560958832089	0.8414068159271376
Pseudomonas_vs_other	Prevotella jejuni	6	0.000655	0.002598076923076923	-0.001943076923076923	0.000565	0.0	0.3289940006118681	0.8414068159271376
Staphylococcus_vs_other	Streptococcus toyakuensis	5	0.0005125	0.002381153846153846	-0.0018686538461538463	0.0	0.0	0.8072032868244086	0.8414068159271376
Staphylococcus_vs_other	Neisseria sicca	5	0.0009699999999999999	0.0027869230769230766	-0.0018169230769230767	0.000235	0.0	0.2721346393759747	0.8414068159271376
Streptococcus_vs_other	Granulicatella adiacens	5	0.0017925	3.653846153846154e-05	0.0017559615384615385	0.0	0.0	0.6693340144640527	0.8414068159271376
Streptococcus_vs_other	Streptococcus sp. HSISM1	4	0.00184	8.615384615384614e-05	0.001753846153846154	0.0	0.0	0.604056766581538	0.8414068159271376
Staphylococcus_vs_other	Streptococcus infantis	4	0.001835	8.346153846153847e-05	0.0017515384615384615	0.000745	0.0	0.16055589143580895	0.8414068159271376
Mycobacteria_vs_other	Gemella sanguinis	5	0.0021575	0.0004630769230769231	0.001694423076923077	0.0	0.0	0.6693340144640527	0.8414068159271376
Streptococcus_vs_other	Streptococcus ilei	2	0.0026275	0.000935	0.0016925	0.0	0.0	0.5217869408209155	0.8414068159271376
Streptococcus_vs_other	Streptococcus sp. LPB0220	4	0.00181	0.0001353846153846154	0.0016746153846153846	0.0	0.0	0.604056766581538	0.8414068159271376
Streptococcus_vs_other	Gemella sanguinis	5	0.0020975	0.00047230769230769234	0.0016251923076923075	0.0	0.0	0.7143252846662898	0.8414068159271376
Acinetobacter_vs_other	Neisseria mucosa	5	0.0	0.0015373076923076922	-0.0015373076923076922	0.0	0.0	0.541802935032798	0.8414068159271376
Haemophilus_vs_other	Neisseria mucosa	5	0.0	0.0015373076923076922	-0.0015373076923076922	0.0	0.0	0.541802935032798	0.8414068159271376
Mycobacteria_vs_other	Neisseria mucosa	5	0.0	0.0015373076923076922	-0.0015373076923076922	0.0	0.0	0.541802935032798	0.8414068159271376
Haemophilus_vs_other	Moraxella catarrhalis	2	0.000805	0.0023357692307692307	-0.0015307692307692305	0.0	0.0	0.5217869408209155	0.8414068159271376
Acinetobacter_vs_other	Fusobacterium pseudoperiodonticum	5	0.0	0.0015257692307692307	-0.0015257692307692307	0.0	0.0	0.541802935032798	0.8414068159271376
Haemophilus_vs_other	Fusobacterium pseudoperiodonticum	5	0.0	0.0015257692307692307	-0.0015257692307692307	0.0	0.0	0.541802935032798	0.8414068159271376
Mycobacteria_vs_other	Fusobacterium pseudoperiodonticum	5	0.0	0.0015257692307692307	-0.0015257692307692307	0.0	0.0	0.541802935032798	0.8414068159271376
Staphylococcus_vs_other	Streptococcus pseudopneumoniae	5	0.0004875	0.0019923076923076925	-0.0015048076923076924	0.0	0.0	0.8072032868244086	0.8414068159271376
Streptococcus_vs_other	Parvimonas micra	3	0.0015775	9.730769230769232e-05	0.0014801923076923076	0.0	0.0	0.541802935032798	0.8414068159271376
Pseudomonas_vs_other	Fusobacterium pseudoperiodonticum	5	7.5e-05	0.0015142307692307692	-0.0014392307692307693	0.0	0.0	0.8072032868244086	0.8414068159271376
Streptococcus_vs_other	Neisseria mucosa	5	0.002555	0.0011442307692307693	0.0014107692307692306	0.0	0.0	0.7143252846662898	0.8414068159271376
Streptococcus_vs_other	Veillonella nakazawae	4	0.0014075	9.230769230769232e-06	0.0013982692307692307	0.00129	0.0	0.1431356766583627	0.8414068159271376
Enterobacterales_vs_other	Klebsiella quasipneumoniae	2	0.0013675	0.0	0.0013675	0.000865	0.0	0.11268690036881446	0.8414068159271376
Mycobacteria_vs_other	Capnocytophaga sp. FDAARGOS_737	5	0.0015675	0.00020115384615384616	0.001366346153846154	0.0	0.0	0.6693340144640527	0.8414068159271376
Streptococcus_vs_other	Prevotella histicola	5	0.00158	0.0002303846153846154	0.0013496153846153847	0.00021	0.0	0.22239749878529658	0.8414068159271376
Acinetobacter_vs_other	Streptococcus ilei	2	0.0	0.0013392307692307692	-0.0013392307692307692	0.0	0.0	0.8072032868244086	0.8414068159271376
Enterobacterales_vs_other	Streptococcus ilei	2	0.0	0.0013392307692307692	-0.0013392307692307692	0.0	0.0	0.8072032868244086	0.8414068159271376
Haemophilus_vs_other	Streptococcus ilei	2	0.0	0.0013392307692307692	-0.0013392307692307692	0.0	0.0	0.8072032868244086	0.8414068159271376
Pseudomonas_vs_other	Streptococcus ilei	2	0.0	0.0013392307692307692	-0.0013392307692307692	0.0	0.0	0.8072032868244086	0.8414068159271376
Staphylococcus_vs_other	Streptococcus ilei	2	0.0	0.0013392307692307692	-0.0013392307692307692	0.0	0.0	0.8072032868244086	0.8414068159271376
Acinetobacter_vs_other	Streptococcus salivarius	5	0.0	0.0013065384615384616	-0.0013065384615384616	0.0	0.0	0.541802935032798	0.8414068159271376
Enterobacterales_vs_other	Streptococcus salivarius	5	0.0	0.0013065384615384616	-0.0013065384615384616	0.0	0.0	0.541802935032798	0.8414068159271376
Haemophilus_vs_other	Streptococcus salivarius	5	0.0	0.0013065384615384616	-0.0013065384615384616	0.0	0.0	0.541802935032798	0.8414068159271376
Mycobacteria_vs_other	Streptococcus salivarius	5	0.0	0.0013065384615384616	-0.0013065384615384616	0.0	0.0	0.541802935032798	0.8414068159271376
Mycobacteria_vs_other	Veillonella parvula	7	0.0014225	0.00014692307692307693	0.0012755769230769231	0.0	0.0	0.8072032868244086	0.8414068159271376
Streptococcus_vs_other	Gemella morbillorum	4	0.0014325	0.00015807692307692308	0.0012744230769230769	0.0	0.0	0.604056766581538	0.8414068159271376
Streptococcus_vs_other	Streptococcus parasanguinis	5	0.0014375	0.0001903846153846154	0.0012471153846153845	0.00017	0.0	0.22239749878529658	0.8414068159271376
Acinetobacter_vs_other	Pseudomonas putida	2	0.0	0.0012303846153846154	-0.0012303846153846154	0.0	0.0	0.8072032868244086	0.8414068159271376
Enterobacterales_vs_other	Pseudomonas putida	2	0.0	0.0012303846153846154	-0.0012303846153846154	0.0	0.0	0.8072032868244086	0.8414068159271376
Haemophilus_vs_other	Pseudomonas putida	2	0.0	0.0012303846153846154	-0.0012303846153846154	0.0	0.0	0.8072032868244086	0.8414068159271376
Mycobacteria_vs_other	Pseudomonas putida	2	0.0	0.0012303846153846154	-0.0012303846153846154	0.0	0.0	0.8072032868244086	0.8414068159271376
Staphylococcus_vs_other	Pseudomonas putida	2	0.0	0.0012303846153846154	-0.0012303846153846154	0.0	0.0	0.8072032868244086	0.8414068159271376
Streptococcus_vs_other	Pseudomonas putida	2	0.0	0.0012303846153846154	-0.0012303846153846154	0.0	0.0	0.8072032868244086	0.8414068159271376
Enterobacterales_vs_other	Neisseria meningitidis	4	0.001305	8.26923076923077e-05	0.0012223076923076922	0.0	0.0	0.604056766581538	0.8414068159271376
Streptococcus_vs_other	Prevotella nigrescens	4	0.0013325	0.0001473076923076923	0.0011851923076923077	0.0	0.0	0.604056766581538	0.8414068159271376
Enterobacterales_vs_other	Staphylococcus epidermidis	3	0.00123	6.500000000000001e-05	0.001165	0.0	0.0	0.541802935032798	0.8414068159271376
Streptococcus_vs_other	Fusobacterium nucleatum	4	0.0015425	0.00039846153846153845	0.0011440384615384615	0.0	0.0	0.6472638029699183	0.8414068159271376
Staphylococcus_vs_other	Haemophilus parainfluenzae	9	0.00166	0.0005765384615384616	0.0010834615384615384	0.00155	0.0	0.06721007896807407	0.8414068159271376
Staphylococcus_vs_other	Prevotella oris	4	0.0015225	0.00046153846153846153	0.0010609615384615384	0.0	0.0	0.6472638029699183	0.8414068159271376
Streptococcus_vs_other	Neisseria macacae	5	0.0011575	0.00010846153846153846	0.0010490384615384615	0.0	0.0	0.6693340144640527	0.8414068159271376
Acinetobacter_vs_other	Prevotella intermedia	5	0.0	0.0010473076923076924	-0.0010473076923076924	0.0	0.0	0.541802935032798	0.8414068159271376
Enterobacterales_vs_other	Prevotella intermedia	5	0.0	0.0010473076923076924	-0.0010473076923076924	0.0	0.0	0.541802935032798	0.8414068159271376
Haemophilus_vs_other	Prevotella intermedia	5	0.0	0.0010473076923076924	-0.0010473076923076924	0.0	0.0	0.541802935032798	0.8414068159271376
Acinetobacter_vs_other	Streptococcus sp. 116-D4	6	0.0	0.0010446153846153845	-0.0010446153846153845	0.0	0.0	0.46410347443092714	0.8414068159271376
Enterobacterales_vs_other	Streptococcus sp. 116-D4	6	0.0	0.0010446153846153845	-0.0010446153846153845	0.0	0.0	0.46410347443092714	0.8414068159271376
Haemophilus_vs_other	Streptococcus sp. 116-D4	6	0.0	0.0010446153846153845	-0.0010446153846153845	0.0	0.0	0.46410347443092714	0.8414068159271376
Mycobacteria_vs_other	Streptococcus sp. 116-D4	6	0.0	0.0010446153846153845	-0.0010446153846153845	0.0	0.0	0.46410347443092714	0.8414068159271376
Mycobacteria_vs_other	Prevotella veroralis	6	0.0014199999999999998	0.00038384615384615383	0.001036153846153846	0.000975	0.0	0.2721346393759747	0.8414068159271376
Acinetobacter_vs_other	Neisseria subflava	5	0.0	0.001001923076923077	-0.001001923076923077	0.0	0.0	0.541802935032798	0.8414068159271376
Haemophilus_vs_other	Neisseria subflava	5	0.0	0.001001923076923077	-0.001001923076923077	0.0	0.0	0.541802935032798	0.8414068159271376
Mycobacteria_vs_other	Neisseria subflava	5	0.0	0.001001923076923077	-0.001001923076923077	0.0	0.0	0.541802935032798	0.8414068159271376
Streptococcus_vs_other	Gemella haemolysans	7	0.00116	0.0001753846153846154	0.0009846153846153846	0.00025	0.0	0.24638736002924655	0.8414068159271376
Streptococcus_vs_other	Streptococcus sp. A12	3	0.0009375	2.692307692307692e-06	0.0009348076923076922	0.00079	0.0	0.12720368763109935	0.8414068159271376
Streptococcus_vs_other	Streptococcus sanguinis	5	0.0009699999999999999	3.961538461538461e-05	0.0009303846153846154	0.000695	0.0	0.16055589143580895	0.8414068159271376
Streptococcus_vs_other	Porphyromonas gingivalis	4	0.00105	0.00012692307692307693	0.000923076923076923	0.0	0.0	0.604056766581538	0.8414068159271376
Staphylococcus_vs_other	Streptococcus parasanguinis	5	0.00114	0.00023615384615384614	0.0009038461538461538	0.00026	0.0	0.20012811767860228	0.8414068159271376
Pseudomonas_vs_other	Prevotella intermedia	5	0.0001325	0.0010269230769230767	-0.0008944230769230767	0.0	0.0	0.8072032868244086	0.8414068159271376
Streptococcus_vs_other	Streptococcus sp. Marseille-Q3533	5	0.0009175	5.538461538461539e-05	0.0008621153846153847	0.000565	0.0	0.17953260630452128	0.8414068159271376
Enterobacterales_vs_other	Escherichia fergusonii	2	0.0008575	0.0	0.0008575	0.000265	0.0	0.11268690036881446	0.8414068159271376
Streptococcus_vs_other	Leptotrichia wadei	4	0.000885	4.3076923076923084e-05	0.0008419230769230769	0.0	0.0	0.604056766581538	0.8414068159271376
Enterobacterales_vs_other	Acinetobacter lwoffii	2	0.0	0.0008403846153846155	-0.0008403846153846155	0.0	0.0	0.8072032868244086	0.8414068159271376
Haemophilus_vs_other	Acinetobacter lwoffii	2	0.0	0.0008403846153846155	-0.0008403846153846155	0.0	0.0	0.8072032868244086	0.8414068159271376
Mycobacteria_vs_other	Acinetobacter lwoffii	2	0.0	0.0008403846153846155	-0.0008403846153846155	0.0	0.0	0.8072032868244086	0.8414068159271376
Pseudomonas_vs_other	Acinetobacter lwoffii	2	0.0	0.0008403846153846155	-0.0008403846153846155	0.0	0.0	0.8072032868244086	0.8414068159271376
Staphylococcus_vs_other	Acinetobacter lwoffii	2	0.0	0.0008403846153846155	-0.0008403846153846155	0.0	0.0	0.8072032868244086	0.8414068159271376
Streptococcus_vs_other	Acinetobacter lwoffii	2	0.0	0.0008403846153846155	-0.0008403846153846155	0.0	0.0	0.8072032868244086	0.8414068159271376
Pseudomonas_vs_other	Neisseria subflava	5	0.0001425	0.00098	-0.0008374999999999999	0.0	0.0	0.8072032868244086	0.8414068159271376
Acinetobacter_vs_other	Haemophilus parainfluenzae	9	0.0	0.0008319230769230769	-0.0008319230769230769	0.0	0.0	0.2721346393759747	0.8414068159271376
Mycobacteria_vs_other	Haemophilus parainfluenzae	9	0.0	0.0008319230769230769	-0.0008319230769230769	0.0	0.0	0.2721346393759747	0.8414068159271376
Streptococcus_vs_other	Veillonella sp. S12025-13	3	0.0008225	9.230769230769232e-06	0.0008132692307692308	0.0	0.0	0.541802935032798	0.8414068159271376
Staphylococcus_vs_other	Prevotella veroralis	6	0.0012225	0.0004142307692307692	0.0008082692307692309	0.000165	0.0	0.2721346393759747	0.8414068159271376
Acinetobacter_vs_other	Gemella sanguinis	5	0.0	0.000795	-0.000795	0.0	0.0	0.541802935032798	0.8414068159271376
Enterobacterales_vs_other	Gemella sanguinis	5	0.0	0.000795	-0.000795	0.0	0.0	0.541802935032798	0.8414068159271376
Haemophilus_vs_other	Gemella sanguinis	5	0.0	0.000795	-0.000795	0.0	0.0	0.541802935032798	0.8414068159271376
Streptococcus_vs_other	Streptococcus anginosus	3	0.00088	8.576923076923076e-05	0.0007942307692307693	0.0	0.0	0.541802935032798	0.8414068159271376
Streptococcus_vs_other	Prevotella veroralis	6	0.00121	0.00041615384615384615	0.0007938461538461538	0.0	0.0	0.7372110773613776	0.8414068159271376
Streptococcus_vs_other	Neisseria subflava	5	0.0002025	0.0009707692307692307	-0.0007682692307692307	0.0	0.0	0.7603323075218762	0.8414068159271376
Streptococcus_vs_other	Capnocytophaga leadbetteri	4	0.000815	5.192307692307693e-05	0.0007630769230769231	0.0	0.0	0.604056766581538	0.8414068159271376
Staphylococcus_vs_other	Streptococcus sp. 116-D4	6	0.00027249999999999996	0.0010026923076923077	-0.0007301923076923078	2.5e-05	0.0	0.36012164775537836	0.8414068159271376
Streptococcus_vs_other	Campylobacter concisus	7	0.0009699999999999999	0.0002430769230769231	0.0007269230769230768	0.00053	0.0	0.24638736002924655	0.8414068159271376
Acinetobacter_vs_other	Prevotella oris	4	0.0	0.0006957692307692307	-0.0006957692307692307	0.0	0.0	0.6254994799810465	0.8414068159271376
Enterobacterales_vs_other	Prevotella oris	4	0.0	0.0006957692307692307	-0.0006957692307692307	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Prevotella oris	4	0.0	0.0006957692307692307	-0.0006957692307692307	0.0	0.0	0.6254994799810465	0.8414068159271376
Acinetobacter_vs_other	Neisseria flavescens	4	0.0	0.0006900000000000001	-0.0006900000000000001	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Neisseria flavescens	4	0.0	0.0006900000000000001	-0.0006900000000000001	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Neisseria flavescens	4	0.0	0.0006900000000000001	-0.0006900000000000001	0.0	0.0	0.6254994799810465	0.8414068159271376
Streptococcus_vs_other	Neisseria flavescens	4	0.0	0.0006900000000000001	-0.0006900000000000001	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Prevotella sp. oral taxon 299	6	0.0008825	0.0001930769230769231	0.000689423076923077	0.0	0.0	0.7372110773613776	0.8414068159271376
Streptococcus_vs_other	Tannerella serpentiformis	2	0.0006725	1.5384615384615385e-06	0.0006709615384615385	0.0	0.0	0.48292727458071427	0.8414068159271376
Staphylococcus_vs_other	Veillonella atypica	6	0.0008225000000000001	0.00016192307692307692	0.0006605769230769232	0.00055	0.0	0.20012811767860228	0.8414068159271376
Pseudomonas_vs_other	Prevotella oris	4	3.5e-05	0.0006903846153846154	-0.0006553846153846154	0.0	0.0	0.7372110773613776	0.8414068159271376
Staphylococcus_vs_other	Filifactor alocis	2	0.0006525	7.692307692307693e-07	0.0006517307692307692	0.0	0.0	0.48292727458071427	0.8414068159271376
Staphylococcus_vs_other	Treponema denticola	2	0.00067	1.9615384615384617e-05	0.0006503846153846154	0.0	0.0	0.48292727458071427	0.8414068159271376
Staphylococcus_vs_other	Prevotella nigrescens	4	0.0008675	0.00021884615384615383	0.0006486538461538461	8e-05	0.0	0.20012811767860228	0.8414068159271376
Staphylococcus_vs_other	Prevotella histicola	5	0.0009675	0.0003246153846153846	0.0006428846153846155	0.00049	0.0	0.22239749878529658	0.8414068159271376
Acinetobacter_vs_other	Fusobacterium nucleatum	4	0.0	0.0006357692307692308	-0.0006357692307692308	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Fusobacterium nucleatum	4	0.0	0.0006357692307692308	-0.0006357692307692308	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Fusobacterium nucleatum	4	0.0	0.0006357692307692308	-0.0006357692307692308	0.0	0.0	0.6254994799810465	0.8414068159271376
Staphylococcus_vs_other	Veillonella dispar	5	0.0007275	9.76923076923077e-05	0.0006298076923076923	0.00022	0.0	0.20012811767860228	0.8414068159271376
Streptococcus_vs_other	Veillonella atypica	6	0.0007925	0.00016653846153846157	0.0006259615384615385	0.0005	0.0	0.24638736002924655	0.8414068159271376
Streptococcus_vs_other	Streptococcus sp. oral taxon 061	4	0.0007125	8.807692307692307e-05	0.000624423076923077	0.0	0.0	0.604056766581538	0.8414068159271376
Pseudomonas_vs_other	Neisseria flavescens	4	6e-05	0.0006807692307692308	-0.0006207692307692307	0.0	0.0	0.6916935994652547	0.8414068159271376
Staphylococcus_vs_other	Porphyromonas gingivalis	4	0.000775	0.0001692307692307692	0.0006057692307692308	0.0	0.0	0.6472638029699183	0.8414068159271376
Acinetobacter_vs_other	Prevotella veroralis	6	0.0	0.0006023076923076924	-0.0006023076923076924	0.0	0.0	0.46410347443092714	0.8414068159271376
Enterobacterales_vs_other	Prevotella veroralis	6	0.0	0.0006023076923076924	-0.0006023076923076924	0.0	0.0	0.46410347443092714	0.8414068159271376
Haemophilus_vs_other	Prevotella veroralis	6	0.0	0.0006023076923076924	-0.0006023076923076924	0.0	0.0	0.46410347443092714	0.8414068159271376
Staphylococcus_vs_other	Haemophilus haemolyticus	3	0.000705	0.00010499999999999999	0.0006000000000000001	0.0	0.0	0.541802935032798	0.8414068159271376
Staphylococcus_vs_other	Neisseria subflava	5	0.00035	0.000948076923076923	-0.000598076923076923	0.00011	0.0	0.24638736002924655	0.8414068159271376
Streptococcus_vs_other	Streptococcus sp. Marseille-Q6470	4	0.0006425	4.653846153846154e-05	0.0005959615384615384	0.0	0.0	0.604056766581538	0.8414068159271376
Enterobacterales_vs_other	Campylobacter showae	2	0.0006275	3.269230769230769e-05	0.0005948076923076923	0.0	0.0	0.48292727458071427	0.8414068159271376
Streptococcus_vs_other	Capnocytophaga sp. FDAARGOS_737	5	0.0008875	0.00030576923076923077	0.0005817307692307693	0.0	0.0	0.7143252846662898	0.8414068159271376
Mycobacteria_vs_other	Gemella morbillorum	4	0.000825	0.0002515384615384615	0.0005734615384615385	0.0	0.0	0.6472638029699183	0.8414068159271376
Mycobacteria_vs_other	Rothia aeria	4	0.0006375	6.576923076923076e-05	0.0005717307692307693	0.0	0.0	0.604056766581538	0.8414068159271376
Enterobacterales_vs_other	Fusobacterium nucleatum	4	6.75e-05	0.0006253846153846154	-0.0005578846153846155	0.0	0.0	0.7372110773613776	0.8414068159271376
Staphylococcus_vs_other	Streptococcus sp. LPB0220	4	0.0008325	0.00028576923076923077	0.0005467307692307692	8e-05	0.0	0.20012811767860228	0.8414068159271376
Streptococcus_vs_other	Enterococcus faecium	3	0.00183	0.0023515384615384613	-0.0005215384615384613	0.0	0.0	0.5829505577618919	0.8414068159271376
Acinetobacter_vs_other	Morococcus cerebrosus	4	0.0	0.0005161538461538461	-0.0005161538461538461	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Morococcus cerebrosus	4	0.0	0.0005161538461538461	-0.0005161538461538461	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Morococcus cerebrosus	4	0.0	0.0005161538461538461	-0.0005161538461538461	0.0	0.0	0.6254994799810465	0.8414068159271376
Staphylococcus_vs_other	Morococcus cerebrosus	4	2.25e-05	0.0005126923076923076	-0.0004901923076923077	0.0	0.0	0.7372110773613776	0.8414068159271376
Acinetobacter_vs_other	Tannerella forsythia	4	0.0	0.0004861538461538461	-0.0004861538461538461	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Tannerella forsythia	4	0.0	0.0004861538461538461	-0.0004861538461538461	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Tannerella forsythia	4	0.0	0.0004861538461538461	-0.0004861538461538461	0.0	0.0	0.6254994799810465	0.8414068159271376
Acinetobacter_vs_other	Human alphaherpesvirus 1	3	0.00082	0.0003388461538461539	0.0004811538461538461	0.0	0.0	0.5829505577618919	0.8414068159271376
Pseudomonas_vs_other	Morococcus cerebrosus	4	3.5e-05	0.0005107692307692308	-0.0004757692307692308	0.0	0.0	0.6916935994652547	0.8414068159271376
Acinetobacter_vs_other	Streptococcus sp. NPS 308	2	0.0	0.00047576923076923073	-0.00047576923076923073	0.0	0.0	0.8072032868244086	0.8414068159271376
Enterobacterales_vs_other	Streptococcus sp. NPS 308	2	0.0	0.00047576923076923073	-0.00047576923076923073	0.0	0.0	0.8072032868244086	0.8414068159271376
Haemophilus_vs_other	Streptococcus sp. NPS 308	2	0.0	0.00047576923076923073	-0.00047576923076923073	0.0	0.0	0.8072032868244086	0.8414068159271376
Mycobacteria_vs_other	Streptococcus sp. NPS 308	2	0.0	0.00047576923076923073	-0.00047576923076923073	0.0	0.0	0.8072032868244086	0.8414068159271376
Pseudomonas_vs_other	Streptococcus sp. NPS 308	2	0.0	0.00047576923076923073	-0.00047576923076923073	0.0	0.0	0.8072032868244086	0.8414068159271376
Staphylococcus_vs_other	Streptococcus sp. NPS 308	2	0.0	0.00047576923076923073	-0.00047576923076923073	0.0	0.0	0.8072032868244086	0.8414068159271376
Streptococcus_vs_other	Veillonella parvula	7	0.0007275	0.00025384615384615387	0.0004736538461538461	0.00023	0.0	0.2721346393759747	0.8414068159271376
Acinetobacter_vs_other	Prevotella histicola	5	0.0	0.00047346153846153843	-0.00047346153846153843	0.0	0.0	0.541802935032798	0.8414068159271376
Enterobacterales_vs_other	Prevotella histicola	5	0.0	0.00047346153846153843	-0.00047346153846153843	0.0	0.0	0.541802935032798	0.8414068159271376
Haemophilus_vs_other	Prevotella histicola	5	0.0	0.00047346153846153843	-0.00047346153846153843	0.0	0.0	0.541802935032798	0.8414068159271376
Mycobacteria_vs_other	Prevotella histicola	5	0.0	0.00047346153846153843	-0.00047346153846153843	0.0	0.0	0.541802935032798	0.8414068159271376
Acinetobacter_vs_other	Porphyromonas endodontalis	3	0.0	0.00047307692307692307	-0.00047307692307692307	0.0	0.0	0.7143252846662898	0.8414068159271376
Enterobacterales_vs_other	Porphyromonas endodontalis	3	0.0	0.00047307692307692307	-0.00047307692307692307	0.0	0.0	0.7143252846662898	0.8414068159271376
Haemophilus_vs_other	Porphyromonas endodontalis	3	0.0	0.00047307692307692307	-0.00047307692307692307	0.0	0.0	0.7143252846662898	0.8414068159271376
Mycobacteria_vs_other	Porphyromonas endodontalis	3	0.0	0.00047307692307692307	-0.00047307692307692307	0.0	0.0	0.7143252846662898	0.8414068159271376
Streptococcus_vs_other	Prevotella sp. oral taxon 299	6	0.000695	0.0002219230769230769	0.00047307692307692307	0.000565	0.0	0.2721346393759747	0.8414068159271376
Streptococcus_vs_other	Neisseria elongata	3	0.0005	2.9230769230769227e-05	0.00047076923076923077	0.0	0.0	0.541802935032798	0.8414068159271376
Staphylococcus_vs_other	Veillonella rogosae	4	0.0004925	2.3846153846153846e-05	0.00046865384615384613	3e-05	0.0	0.16055589143580895	0.8414068159271376
Streptococcus_vs_other	Capnocytophaga gingivalis	5	0.000525	5.6538461538461536e-05	0.0004684615384615384	0.0	0.0	0.6693340144640527	0.8414068159271376
Haemophilus_vs_other	Human alphaherpesvirus 1	3	0.0	0.000465	-0.000465	0.0	0.0	0.7143252846662898	0.8414068159271376
Mycobacteria_vs_other	Human alphaherpesvirus 1	3	0.0	0.000465	-0.000465	0.0	0.0	0.7143252846662898	0.8414068159271376
Pseudomonas_vs_other	Human alphaherpesvirus 1	3	0.0	0.000465	-0.000465	0.0	0.0	0.7143252846662898	0.8414068159271376
Streptococcus_vs_other	Human alphaherpesvirus 1	3	0.0	0.000465	-0.000465	0.0	0.0	0.7143252846662898	0.8414068159271376
Pseudomonas_vs_other	Tannerella forsythia	4	2.5e-05	0.00048230769230769226	-0.00045730769230769224	0.0	0.0	0.7372110773613776	0.8414068159271376
Enterobacterales_vs_other	Human alphaherpesvirus 1	3	1.25e-05	0.0004630769230769231	-0.0004505769230769231	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Haemophilus haemolyticus	3	0.000575	0.000125	0.00045	0.0	0.0	0.5829505577618919	0.8414068159271376
Streptococcus_vs_other	Candidatus Nanosynbacter sp. HMT-352	4	0.0005	5.423076923076923e-05	0.00044576923076923076	0.0	0.0	0.604056766581538	0.8414068159271376
Acinetobacter_vs_other	Capnocytophaga sp. FDAARGOS_737	5	0.0	0.00044230769230769237	-0.00044230769230769237	0.0	0.0	0.541802935032798	0.8414068159271376
Enterobacterales_vs_other	Capnocytophaga sp. FDAARGOS_737	5	0.0	0.00044230769230769237	-0.00044230769230769237	0.0	0.0	0.541802935032798	0.8414068159271376
Haemophilus_vs_other	Capnocytophaga sp. FDAARGOS_737	5	0.0	0.00044230769230769237	-0.00044230769230769237	0.0	0.0	0.541802935032798	0.8414068159271376
Acinetobacter_vs_other	Streptococcus sp. oral taxon 431	7	0.0	0.00043923076923076923	-0.00043923076923076923	0.0	0.0	0.3930360510185342	0.8414068159271376
