run	pathogen_group	Abiotrophia defectiva	Acinetobacter baumannii	Acinetobacter johnsonii	Acinetobacter lwoffii	Actinomyces oris	Actinomyces pacaensis	Actinomyces sp. oral taxon 414	Aggregatibacter aphrophilus	Aggregatibacter segnis	Aggregatibacter sp. 2125159857	Aggregatibacter sp. Marseille-P9115	Aggregatibacter sp. oral taxon 513	Alcyoneusvirus K641	Alcyoneusvirus RaK2	Arabidopsis thaliana	Atopobium sp. oral taxon 416	Bacteroides heparinolyticus	Bergeyella cardium	Bifidobacterium dentium	Bradyrhizobium sp. BTAi1	Camelina sativa	Campylobacter concisus	Campylobacter rectus	Campylobacter showae	Candida albicans	Candida dubliniensis	Candidatus Minimicrobia vallesae	Candidatus Nanosynbacter sp. HMT-352	Capnocytophaga endodontalis	Capnocytophaga gingivalis	Capnocytophaga leadbetteri	Capnocytophaga ochracea	Capnocytophaga sp. FDAARGOS_737	Capnocytophaga sp. oral taxon 878	Capnocytophaga sputigena	Capsicum annuum	Citrobacter sp. CRE-46	Corynebacterium incognita	Corynebacterium jeikeium	Corynebacterium macginleyi	Corynebacterium matruchotii	Corynebacterium poyangense	Corynebacterium propinquum	Corynebacterium pseudodiphtheriticum	Corynebacterium resistens	Corynebacterium singulare	Corynebacterium tuberculostearicum	Cutibacterium acnes	Deinococcus wulumuqiensis	Desulfovibrio desulfuricans	Dialister pneumosintes	Dolosigranulum pigrum	Eikenella corrodens	Eikenella exigua	Enterococcus faecium	Escherichia albertii	Escherichia coli	Escherichia fergusonii	Escherichia marmotae	Filifactor alocis	Fusobacterium hwasookii	Fusobacterium nucleatum	Fusobacterium periodonticum	Fusobacterium pseudoperiodonticum	Fusobacterium sp. oral taxon 203	Gemella haemolysans	Gemella morbillorum	Gemella sanguinis	Granulicatella adiacens	Granulicatella elegans	Haemophilus haemolyticus	Haemophilus influenzae	Haemophilus parahaemolyticus	Haemophilus parainfluenzae	Haemophilus sp. oral taxon 036	Homo sapiens	Human alphaherpesvirus 1	Human alphaherpesvirus 3	Human betaherpesvirus 5	Human gammaherpesvirus 4	Kingella denitrificans	Kingella oralis	Kingella potus	Klebsiella aerogenes	Klebsiella africana	Klebsiella pneumoniae	Klebsiella quasipneumoniae	Klebsiella quasivariicola	Klebsiella variicola	Klebsiella virus Miro	Klebsiella virus PMBT1	Kosakonia pseudosacchari	Lachnoanaerobaculum umeaense	Lactuca sativa	Lancefieldella parvula	Lautropia mirabilis	Leptotrichia buccalis	Leptotrichia hofstadii	Leptotrichia shahii	Leptotrichia sp. oral taxon 212	Leptotrichia sp. oral taxon 221	Leptotrichia sp. oral taxon 498	Leptotrichia trevisanii	Leptotrichia wadei	Ligilactobacillus salivarius	Metamycoplasma orale	Metamycoplasma salivarium	Mogibacterium diversum	Moraxella catarrhalis	Moraxella osloensis	Morococcus cerebrosus	Mycobacterium tuberculosis	Neisseria animalis	Neisseria bacilliformis	Neisseria brasiliensis	Neisseria chenwenguii	Neisseria cinerea	Neisseria elongata	Neisseria flavescens	Neisseria gonorrhoeae	Neisseria lactamica	Neisseria macacae	Neisseria meningitidis	Neisseria mucosa	Neisseria sicca	Neisseria sp. KEM232	Neisseria sp. oral taxon 014	Neisseria subflava	Neisseria weixii	Olsenella uli	Paraburkholderia fungorum	Parascardovia denticolens	Parvimonas micra	Phietavirus pv187	Porphyromonas endodontalis	Porphyromonas gingivalis	Porphyromonas sp. oral taxon 275	Prevotella dentalis	Prevotella denticola	Prevotella enoeca	Prevotella fusca	Prevotella histicola	Prevotella intermedia	Prevotella jejuni	Prevotella melaninogenica	Prevotella multiformis	Prevotella nigrescens	Prevotella oris	Prevotella scopos	Prevotella sp. oral taxon 299	Prevotella sp. oral taxon 475	Prevotella veroralis	Pseudomonas aeruginosa	Pseudomonas fluorescens	Pseudomonas putida	Pseudomonas sp. FDAARGOS_761	Pseudomonas sp. T8	Pseudomonas syringae	Pseudotevenvirus RB43	Ralstonia insidiosa	Ralstonia pickettii	Rothia aeria	Rothia dentocariosa	Rothia mucilaginosa	Salmonella bongori	Salmonella enterica	Schaalia odontolytica	Selenomonas sp. oral taxon 136	Selenomonas sputigena	Serratia marcescens	Serratia phage KpZh_1	Shigella dysenteriae	Shigella flexneri	Simonsiella muelleri	Slopekvirus eap3	Slopekvirus kp15	Slopekvirus kp27	Slopekvirus matisse	Slopekvirus pht4A	Sphingobium sp. YG1	Sphingomonas melonis	Staphylococcus argenteus	Staphylococcus aureus	Staphylococcus capitis	Staphylococcus epidermidis	Staphylococcus haemolyticus	Staphylococcus hominis	Staphylococcus roterodami	Staphylococcus schweitzeri	Staphylococcus simiae	Staphylococcus simulans	Stenotrophomonas maltophilia	Stenotrophomonas sp. PAMC25021	Stenotrophomonas sp. SAU14A_NAIMI4_8	Stenotrophomonas sp. ZAC14D2_NAIMI4_7	Stenotrophomonas sp. pho	Streptococcus anginosus	Streptococcus australis	Streptococcus constellatus	Streptococcus cristatus	Streptococcus gordonii	Streptococcus gwangjuense	Streptococcus ilei	Streptococcus infantis	Streptococcus intermedius	Streptococcus koreensis	Streptococcus lactarius	Streptococcus milleri	Streptococcus mitis	Streptococcus mutans	Streptococcus oralis	Streptococcus parasanguinis	Streptococcus pneumoniae	Streptococcus pseudopneumoniae	Streptococcus rubneri	Streptococcus salivarius	Streptococcus sanguinis	Streptococcus sp. 116-D4	Streptococcus sp. 1643	Streptococcus sp. A12	Streptococcus sp. FDAARGOS_192	Streptococcus sp. HSISM1	Streptococcus sp. LPB0220	Streptococcus sp. Marseille-Q3533	Streptococcus sp. Marseille-Q6470	Streptococcus sp. NPS 308	Streptococcus sp. oral taxon 061	Streptococcus sp. oral taxon 064	Streptococcus sp. oral taxon 431	Streptococcus suis	Streptococcus thermophilus	Streptococcus toyakuensis	Streptococcus vestibularis	Stutzerimonas stutzeri	Tannerella forsythia	Tannerella serpentiformis	Toxoplasma gondii	Treponema denticola	Treponema medium	Treponema socranskii	Treponema sp. OMZ 305	Treponema sp. OMZ 857	Treponema vincentii	Ureaplasma parvum	Veillonella atypica	Veillonella dispar	Veillonella nakazawae	Veillonella parvula	Veillonella rogosae	Veillonella sp. S12025-13	Vigna angularis	Xanthomonas campestris	Zobellella denitrificans
SRR27343742	Mycobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR27343835	Streptococcus	0.0007	0.0	0.0	0.0	0.0	0.0	0.00046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07125	0.0	0.0	0.0	0.0	0.0	0.0	0.00282	0.00182	0.00085	0.0	0.0	0.00055	0.002	0.0	0.0021	0.00326	0.0	0.00355	0.00024	0.00046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.00024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00617	0.00096	0.01232	0.0	0.00414	0.00573	0.00839	0.00717	0.0	0.0	0.00169	0.0	0.00261	0.0	0.03201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.0009	0.0	0.00129	0.00031	0.00039	0.00059	0.00037	0.00077	0.00047	0.00354	0.0	0.0	0.0	0.00169	0.0	0.0	0.01238	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.00163	0.00463	0.00153	0.01022	0.04355	0.0	0.00041	0.00081	0.0	0.0	0.0	0.0	0.00631	0.0	0.00101	0.0042	0.00046	0.0	0.09363	0.0	0.00037	0.00042	0.01789	0.03169	0.03816	0.00127	0.00533	0.00976	0.00142	0.00165	0.0	0.00484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00081	0.0	0.059	0.0	0.0	0.00191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00352	0.00464	0.0118	0.00042	0.00041	0.00728	0.01051	0.00168	0.18266	0.00632	0.00039	0.0013	0.06825	0.00106	0.02657	0.00034	0.05131	0.00776	0.00391	0.00163	0.00249	0.00339	0.00171	0.00217	0.0	0.0	0.0	0.00254	0.00257	0.00929	0.00285	0.0	0.00621	0.00029	0.00067	0.00982	0.0	0.0	0.00044	0.00269	0.01693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00217	0.0	0.0	0.00046	0.00057	0.0	0.0	0.0	0.0
SRR27343839	Streptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00462	0.0	0.0	0.00071	0.07395	0.0	0.0	0.0	0.00441	0.00112	0.0	0.35654	0.0	0.05765	0.00541	0.14246	0.01111	0.0	0.0	0.0	0.01398	0.0	0.00158	0.0	0.00736	0.00724	0.0	0.0	0.00308	0.0	0.00661	0.00112	0.00054	0.0	0.03265	0.00499	0.0	0.0	0.0	0.0287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.00116	0.00258	0.0	0.0	0.00329	0.0	0.0	0.0
SRR27343853	Acinetobacter	0.0	0.76376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR27343867	Pseudomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00058	0.0	0.06327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00212	0.0	0.00149	0.00428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00077	0.00096	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR27343868	Acinetobacter	0.0	0.81582	0.0	0.01189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08396	0.00328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR27343993	Staphylococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17106	0.0	0.0	0.0	0.0	0.0	0.00073	0.00191	0.0	0.0	0.0	0.0	0.0	0.00104	0.0	0.00045	0.00091	0.0	0.00118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00146	0.0157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00261	0.0	0.00898	0.0	0.00369	0.0	0.00101	0.0007	0.00212	0.00056	0.0	0.00282	0.0	0.00101	0.00212	0.0	0.05375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007	0.0	0.0	0.0	0.00181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00097	0.0	0.0	0.00164	0.0	0.00296	0.00341	0.0	0.0	0.00118	0.0	0.0	0.0	0.0	0.00247	0.0	0.01051	0.0031	0.0	0.00038	0.00084	0.0	0.0	0.00289	0.00501	0.03304	0.03116	0.0	0.00331	0.00609	0.0	0.0	0.0	0.00456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00087	0.0	0.01803	0.0	0.0	0.00146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46446	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00212	0.00153	0.0	0.0	0.00164	0.00139	0.0	0.00585	0.0	0.0	0.0	0.0	0.0156	0.0	0.00564	0.00404	0.0062	0.00195	0.0	0.0118	0.00056	0.00104	0.0	0.0	0.00272	0.00181	0.00317	0.00118	0.0008	0.0	0.00157	0.0	0.00216	0.0	0.0	0.00205	0.0	0.0	0.00216	0.0	0.03366	0.00268	0.0	0.0	0.0	0.0	0.00091	0.0	0.00219	0.00247	0.0	0.00049	0.00191	0.0	0.0	0.00132	0.0
SRR27344035	Haemophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.69519	0.0	0.0	0.0	0.14074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR27344040	Pseudomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87701	0.0	0.00688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR27344041	Haemophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41334	0.0	0.0	0.0	0.3025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
