run	pathogen_group	PCoA1	PCoA2	PCoA3	PCoA4	PCoA5
SRR27343266	Stenotrophomonas	-0.28621206865584553	-0.2863337742032159	0.055178764883733654	0.1273913030983369	-0.050728190005876854
SRR27343272	Enterobacterales	-0.6322466925065163	0.336385016129081	0.1324500516790522	-0.1748745681523683	-0.022212463455426663
SRR27343276	Pseudomonas	-0.018204649022221138	-0.23959381393839768	-0.0891169027891498	-0.11274498991340057	0.03584751656663437
SRR27343296	Staphylococcus	0.2640349524106842	0.14193426244887344	0.06047838018570234	0.08546974256820117	-0.03743235439531348
SRR27343346	Enterobacterales	-0.5508588819168975	-0.062481126916143014	0.18316918554454112	0.02145802148367529	0.04191556347886486
SRR27343475	Candida	0.01930696307512094	-0.2374172745845531	-0.08140614957223988	-0.012698863798948707	-0.057141822505854235
SRR27343490	Staphylococcus	-0.5285368176764265	0.4066557641518441	-0.4067510465014726	0.1618606440191335	0.14902573912061787
SRR27343494	Enterobacterales	-0.477895310139069	-0.16386588046985376	0.21504012165610764	0.04204946245714301	0.03138342052533551
SRR27343495	Pseudomonas	-0.6099159311867597	0.32556567491944133	-0.11709636194212955	-0.10622646686893253	-0.2015981477065076
SRR27343518	Mycobacteria	0.2649099862316542	0.14484261773927104	0.0666821201587847	0.08390710614552595	-0.032100769121777464
SRR27343520	Mycobacteria	0.2578650710908991	0.15188214830445537	0.05694365384562346	0.08002256968586036	-0.06188113836046382
SRR27343522	Mycobacteria	0.26572052474345625	0.16921422878751444	0.07599180947067202	0.09917156840605305	-0.055973274335379526
SRR27343523	Streptococcus	0.06549041104220373	-0.18226182047399672	-0.09766794621617957	-0.005392061238321606	-0.0429949308151121
SRR27343532	Acinetobacter	0.1621448526169035	-0.07348158341725369	-0.04245358065387427	-0.10550907865120537	0.05590836633706718
SRR27343566	Enterobacterales	-0.4808010714277332	-0.15660899606670214	0.2077268506577455	-0.00891869755858081	0.0867134574499793
SRR27343601	Haemophilus	0.2623973827202202	0.18667101356948007	0.09013302072311528	0.025513821221502735	0.038036118645976495
SRR27343719	Haemophilus	0.23861894908975598	0.09317339574350324	0.04503989525179916	-0.047818938524719426	0.04406933102530458
SRR27343725	Staphylococcus	-0.21650502476783356	-0.2893245411853876	-0.04126627512393187	0.20925418219138026	0.013146015193126857
SRR27343734	Streptococcus	0.20359138845394545	-0.02416604948616673	-0.05157841258590153	0.0077137945375185405	-0.0445670022600763
SRR27343738	Acinetobacter	0.17166038372096865	-0.03268321198266103	-0.027079537026419107	-0.11830476177510652	0.039634251555348124
SRR27343742	Mycobacteria	0.26678957662600283	0.17357903602545216	0.08143182424250622	0.10225973806092817	-0.03308695995490071
SRR27343835	Streptococcus	-0.044179664912065916	-0.24757800054643614	-0.13940253435205582	0.01064361912259963	-0.061051215968747546
SRR27343839	Streptococcus	0.031871620061037005	-0.22116442502911285	-0.13469578575008082	-0.008781413054347285	-0.030879705033397563
SRR27343853	Acinetobacter	0.2368752994475809	0.093887807822738	0.04476538305423543	-0.010135204439107912	0.059582381004224756
SRR27343867	Pseudomonas	0.1528787017342895	-0.07152692804246283	-0.04100777079012656	-0.11651363653190595	0.027460731434194693
SRR27343868	Acinetobacter	0.15334302069596428	-0.09903242376279471	-0.04053919632436832	-0.011113560125924911	-0.056382270391753656
SRR27343993	Staphylococcus	0.1428991960620373	-0.08419543667207394	-0.11215607988413612	-0.09597586033805655	0.05042269776251254
SRR27344035	Haemophilus	0.21314090512596992	0.038820792523262745	0.016746181894075764	-0.07951772114612553	0.04439664961062783
SRR27344040	Pseudomonas	0.20774455118627946	0.014289858891586502	-0.001366860344620856	-0.07287201219677403	0.02361242469648124
SRR27344041	Haemophilus	0.2640723760763952	0.1948136697207081	0.0918071966090462	0.03068226000632235	0.0463610535724488
