UniRef90	kruskal_H	epsilon_squared	group_mean_range	highest_mean_group	raw_p	BH_q	group_means_json
UniRef90_A0A062F4L7	28.787077826725394	0.9898608488916855	1.5218405384866903e-05	Enterobacterales	0.00034556401826612594	0.006746538214584894	"{""Acinetobacter"": 2.125522816255192e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.5218405384866903e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A0C5B3M4	28.787077826725394	0.9898608488916855	3.261858784985802e-05	Enterobacterales	0.00034556401826612594	0.006746538214584894	"{""Acinetobacter"": 2.0310404723982147e-06, ""Candida"": 0.0, ""Enterobacterales"": 3.261858784985802e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A142EAZ3	28.787077826725394	0.9898608488916855	1.8342388182062633e-05	Enterobacterales	0.00034556401826612594	0.006746538214584894	"{""Acinetobacter"": 1.8327328390316677e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.8342388182062633e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A1Q1PSK0	28.787077826725394	0.9898608488916855	2.1891423755307192e-05	Enterobacterales	0.00034556401826612594	0.006746538214584894	"{""Acinetobacter"": 2.2140583229845004e-06, ""Candida"": 0.0, ""Enterobacterales"": 2.1891423755307192e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A271R0A6	28.787077826725394	0.9898608488916855	2.7661532638800224e-05	Enterobacterales	0.00034556401826612594	0.006746538214584894	"{""Acinetobacter"": 1.7943558145177656e-06, ""Candida"": 0.0, ""Enterobacterales"": 2.7661532638800224e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A2I6IJV4	28.787077826725394	0.9898608488916855	1.446212223734556e-05	Enterobacterales	0.00034556401826612594	0.006746538214584894	"{""Acinetobacter"": 2.7133141583349438e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.446212223734556e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A2L0MU38	28.787077826725394	0.9898608488916855	0.00014491077413573758	Enterobacterales	0.00034556401826612594	0.006746538214584894	"{""Acinetobacter"": 2.5645544915100353e-05, ""Candida"": 0.0, ""Enterobacterales"": 0.00014491077413573758, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A2L1KJ42	28.787077826725394	0.9898608488916855	2.3780647189177005e-05	Enterobacterales	0.00034556401826612594	0.006746538214584894	"{""Acinetobacter"": 1.7531894236671099e-06, ""Candida"": 0.0, ""Enterobacterales"": 2.3780647189177005e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A2S1JJB9	28.787077826725394	0.9898608488916855	1.7161608852038397e-05	Enterobacterales	0.00034556401826612594	0.006746538214584894	"{""Acinetobacter"": 1.689942890223545e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.7161608852038397e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A2X8RKL6	28.787077826725394	0.9898608488916855	1.9682504427380527e-05	Enterobacterales	0.00034556401826612594	0.006746538214584894	"{""Acinetobacter"": 1.9729531619022208e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.9682504427380527e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A386YFR7	28.787077826725394	0.9898608488916855	1.2006443303259e-05	Enterobacterales	0.00034556401826612594	0.006746538214584894	"{""Acinetobacter"": 2.05796361276868e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.2006443303259e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A3A1V5Q3	28.787077826725394	0.9898608488916855	0.0006201362911105631	Enterobacterales	0.00034556401826612594	0.006746538214584894	"{""Acinetobacter"": 0.00015252879590563206, ""Candida"": 0.0, ""Enterobacterales"": 0.0006201362911105631, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_B7JCL8	28.787077826725394	0.9898608488916855	3.321029182143206e-05	Enterobacterales	0.00034556401826612594	0.006746538214584894	"{""Acinetobacter"": 5.185958334946704e-06, ""Candida"": 0.0, ""Enterobacterales"": 3.321029182143206e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_B7V628	28.787077826725394	0.9898608488916855	0.00010891445216950566	Pseudomonas	0.00034556401826612594	0.006746538214584894	"{""Acinetobacter"": 4.94799626362418e-05, ""Candida"": 0.0, ""Enterobacterales"": 0.0, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.00010891445216950566, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_C7EZD9	28.787077826725394	0.9898608488916855	0.00017592821151175868	Enterobacterales	0.00034556401826612594	0.006746538214584894	"{""Acinetobacter"": 9.982248405642171e-06, ""Candida"": 0.0, ""Enterobacterales"": 0.00017592821151175868, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_I1YAX2	28.787077826725394	0.9898608488916855	9.012715283635639e-05	Enterobacterales	0.00034556401826612594	0.006746538214584894	"{""Acinetobacter"": 1.3273800049632636e-05, ""Candida"": 0.0, ""Enterobacterales"": 9.012715283635639e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_K4JYP0	28.787077826725394	0.9898608488916855	3.0890096465744156e-05	Enterobacterales	0.00034556401826612594	0.006746538214584894	"{""Acinetobacter"": 2.1677275159563497e-06, ""Candida"": 0.0, ""Enterobacterales"": 3.0890096465744156e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_Q6SJ60	28.787077826725394	0.9898608488916855	0.00016185153605839477	Enterobacterales	0.00034556401826612594	0.006746538214584894	"{""Acinetobacter"": 1.958103758062332e-05, ""Candida"": 0.0, ""Enterobacterales"": 0.00016185153605839477, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_Q8GLC3	28.787077826725394	0.9898608488916855	9.097547062099625e-05	Enterobacterales	0.00034556401826612594	0.006746538214584894	"{""Acinetobacter"": 7.942336746117939e-06, ""Candida"": 0.0, ""Enterobacterales"": 9.097547062099625e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_UPI0005DA6DF0	28.787077826725394	0.9898608488916855	1.0453579513276321e-05	Enterobacterales	0.00034556401826612594	0.006746538214584894	"{""Acinetobacter"": 1.8880309543937585e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.0453579513276321e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_UPI0006A5FFA6	28.787077826725394	0.9898608488916855	2.409741259306618e-05	Enterobacterales	0.00034556401826612594	0.006746538214584894	"{""Acinetobacter"": 1.978850299933561e-06, ""Candida"": 0.0, ""Enterobacterales"": 2.409741259306618e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A1Q1PTC0	28.48898678414097	0.9756660373400462	2.0426179056707944e-06	Acinetobacter	0.0003896685068997487	0.006746538214584894	"{""Acinetobacter"": 2.0426179056707944e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.1043203434407879e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A2P1BPN1	28.48898678414097	0.9756660373400462	2.171399052659089e-06	Acinetobacter	0.0003896685068997487	0.006746538214584894	"{""Acinetobacter"": 2.171399052659089e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.078259367976996e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A2S1FV36	28.48898678414097	0.9756660373400462	1.7029004704159787e-05	Enterobacterales	0.0003896685068997487	0.006746538214584894	"{""Acinetobacter"": 2.139176753298669e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.7029004704159787e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_UPI00084C7589	28.48898678414097	0.9756660373400462	1.8968688668898296e-06	Acinetobacter	0.0003896685068997487	0.006746538214584894	"{""Acinetobacter"": 1.8968688668898296e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.2249788878074774e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A077W3E7	28.37187958883993	0.9700895042304729	1.9849013697439122e-06	Acinetobacter	0.00040846645075820806	0.006746538214584894	"{""Acinetobacter"": 1.9849013697439122e-06, ""Candida"": 0.0, ""Enterobacterales"": 9.610323614300413e-07, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A0P9GCZ2	28.37187958883993	0.9700895042304729	0.00023144889529798057	Pseudomonas	0.00040846645075820806	0.006746538214584894	"{""Acinetobacter"": 0.00014169066708597569, ""Candida"": 0.0, ""Enterobacterales"": 0.0, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.00023144889529798057, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A2P1BPM6	28.37187958883993	0.9700895042304729	2.449745950360806e-06	Acinetobacter	0.00040846645075820806	0.006746538214584894	"{""Acinetobacter"": 2.449745950360806e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.2554509030644511e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A2X8UPV7	28.37187958883993	0.9700895042304729	6.2517364291492156e-06	Enterobacterales	0.00040846645075820806	0.006746538214584894	"{""Acinetobacter"": 2.9739792326509756e-06, ""Candida"": 0.0, ""Enterobacterales"": 6.2517364291492156e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_C7S9C8	28.37187958883993	0.9700895042304729	1.9930470727474897e-05	Enterobacterales	0.00040846645075820806	0.006746538214584894	"{""Acinetobacter"": 9.132413243091693e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.9930470727474897e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_UPI0009C05B77	28.37187958883993	0.9700895042304729	1.9732279443805517e-06	Acinetobacter	0.00040846645075820806	0.006746538214584894	"{""Acinetobacter"": 1.9732279443805517e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.1890673439194026e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_UPI000EFC8FDA	28.37187958883993	0.9700895042304729	2.449804520496981e-06	Acinetobacter	0.00040846645075820806	0.006746538214584894	"{""Acinetobacter"": 2.449804520496981e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.268289854226719e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A0C5EX27	28.27606461086638	0.9655268862317324	1.1624659543496543e-05	Enterobacterales	0.00042450545597544814	0.006746538214584894	"{""Acinetobacter"": 3.861212866086858e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.1624659543496543e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A2Z5VJF3	28.27606461086638	0.9655268862317324	2.1474081348648796e-06	Acinetobacter	0.00042450545597544814	0.006746538214584894	"{""Acinetobacter"": 2.1474081348648796e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.600827753654391e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A377F4Z7	28.27606461086638	0.9655268862317324	9.06804065866577e-06	Enterobacterales	0.00042450545597544814	0.006746538214584894	"{""Acinetobacter"": 1.8460434480691503e-06, ""Candida"": 0.0, ""Enterobacterales"": 9.06804065866577e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A376K875	28.20154185022027	0.9619781833438223	6.378646910192241e-06	Enterobacterales	0.00043740557025857845	0.006746538214584894	"{""Acinetobacter"": 1.830785051942826e-06, ""Candida"": 0.0, ""Enterobacterales"": 6.378646910192241e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A1W5T7Z0	28.148311306901622	0.9594433955667439	6.143322446880627e-06	Enterobacterales	0.0004468544042925163	0.006746538214584894	"{""Acinetobacter"": 1.966749767390208e-06, ""Candida"": 0.0, ""Enterobacterales"": 6.143322446880627e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A377E3K0	28.148311306901622	0.9594433955667439	3.176354765291513e-06	Enterobacterales	0.0004468544042925163	0.006746538214584894	"{""Acinetobacter"": 2.0228186200604105e-06, ""Candida"": 0.0, ""Enterobacterales"": 3.176354765291513e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A386YFG6	28.148311306901622	0.9594433955667439	8.99542319465335e-06	Enterobacterales	0.0004468544042925163	0.006746538214584894	"{""Acinetobacter"": 2.092865099564632e-06, ""Candida"": 0.0, ""Enterobacterales"": 8.99542319465335e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_UPI00097A3A70	28.148311306901622	0.9594433955667439	4.212909527476754e-06	Enterobacterales	0.0004468544042925163	0.006746538214584894	"{""Acinetobacter"": 1.981345911997835e-06, ""Candida"": 0.0, ""Enterobacterales"": 4.212909527476754e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A1V2G1W4	28.116372980910416	0.957922522900496	9.023812085261245e-06	Acinetobacter	0.0004526194253289882	0.006746538214584894	"{""Acinetobacter"": 9.023812085261245e-06, ""Candida"": 0.0, ""Enterobacterales"": 4.68968768210434e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A2R4A8F2	28.116372980910416	0.957922522900496	5.720427401527293e-06	Enterobacterales	0.0004526194253289882	0.006746538214584894	"{""Acinetobacter"": 2.062758371181482e-06, ""Candida"": 0.0, ""Enterobacterales"": 5.720427401527293e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A2X8WD40	28.116372980910416	0.957922522900496	3.638432417257674e-06	Enterobacterales	0.0004526194253289882	0.006746538214584894	"{""Acinetobacter"": 1.7273255464972745e-06, ""Candida"": 0.0, ""Enterobacterales"": 3.638432417257674e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_I4T6W6	28.116372980910416	0.957922522900496	1.8487901241910582e-06	Acinetobacter	0.0004526194253289882	0.006746538214584894	"{""Acinetobacter"": 1.8487901241910582e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.5378449778800106e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_V2QF31	28.116372980910416	0.957922522900496	1.8915856796228122e-06	Acinetobacter	0.0004526194253289882	0.006746538214584894	"{""Acinetobacter"": 1.8915856796228122e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.573552838237996e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A286S0I7	28.105726872246695	0.9574155653450808	3.1690100442570682e-06	Enterobacterales	0.000454557248919991	0.006746538214584894	"{""Acinetobacter"": 1.8407293421317087e-06, ""Candida"": 0.0, ""Enterobacterales"": 3.1690100442570682e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A377F5K0	28.105726872246695	0.9574155653450808	1.0276648048537877e-05	Enterobacterales	0.000454557248919991	0.006746538214584894	"{""Acinetobacter"": 2.23068437120446e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.0276648048537877e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A062F5H3	25.86058276001619	0.8505039409531518	5.682709630902017e-06	Enterobacterales	0.0011095685925562476	0.006746538214584894	"{""Acinetobacter"": 1.0768273137880764e-06, ""Candida"": 0.0, ""Enterobacterales"": 5.682709630902017e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A0J1KX97	25.86058276001619	0.8505039409531518	3.389337610630547e-06	Enterobacterales	0.0011095685925562476	0.006746538214584894	"{""Acinetobacter"": 9.277853315488946e-07, ""Candida"": 0.0, ""Enterobacterales"": 3.389337610630547e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A0U2VNB3	25.86058276001619	0.8505039409531518	2.1377446195572917e-05	Enterobacterales	0.0011095685925562476	0.006746538214584894	"{""Acinetobacter"": 1.3448091883760861e-06, ""Candida"": 0.0, ""Enterobacterales"": 2.1377446195572917e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A148HT91	25.86058276001619	0.8505039409531518	2.0561343997285777e-05	Enterobacterales	0.0011095685925562476	0.006746538214584894	"{""Acinetobacter"": 1.3216609073445744e-06, ""Candida"": 0.0, ""Enterobacterales"": 2.0561343997285777e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A168USQ4	25.86058276001619	0.8505039409531518	1.1299830636014826e-05	Enterobacterales	0.0011095685925562476	0.006746538214584894	"{""Acinetobacter"": 1.1380959404035539e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.1299830636014826e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A1C2TVS7	25.86058276001619	0.8505039409531518	6.142395496191722e-06	Enterobacterales	0.0011095685925562476	0.006746538214584894	"{""Acinetobacter"": 1.072658265592325e-06, ""Candida"": 0.0, ""Enterobacterales"": 6.142395496191722e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A1D3AM16	25.86058276001619	0.8505039409531518	1.0069304507040757e-05	Enterobacterales	0.0011095685925562476	0.006746538214584894	"{""Acinetobacter"": 1.4519041542346712e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.0069304507040757e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A1D9MGV9	25.86058276001619	0.8505039409531518	4.0585637213554205e-06	Enterobacterales	0.0011095685925562476	0.006746538214584894	"{""Acinetobacter"": 1.1072371594260497e-06, ""Candida"": 0.0, ""Enterobacterales"": 4.0585637213554205e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A1D9N9F5	25.86058276001619	0.8505039409531518	1.3887887252319567e-05	Enterobacterales	0.0011095685925562476	0.006746538214584894	"{""Acinetobacter"": 2.6526117321977814e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.3887887252319567e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A1X9QAE0	25.86058276001619	0.8505039409531518	3.019093890808152e-05	Enterobacterales	0.0011095685925562476	0.006746538214584894	"{""Acinetobacter"": 1.2487170676764166e-06, ""Candida"": 0.0, ""Enterobacterales"": 3.019093890808152e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A256DMY0	25.86058276001619	0.8505039409531518	1.6520871320252363e-05	Enterobacterales	0.0011095685925562476	0.006746538214584894	"{""Acinetobacter"": 8.125899252521729e-07, ""Candida"": 0.0, ""Enterobacterales"": 1.6520871320252363e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A2L1K774	25.86058276001619	0.8505039409531518	1.0943888099751658e-05	Enterobacterales	0.0011095685925562476	0.006746538214584894	"{""Acinetobacter"": 2.052526629834431e-06, ""Candida"": 0.0, ""Enterobacterales"": 1.0943888099751658e-05, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
UniRef90_A0A2N4V8U4	25.86058276001619	0.8505039409531518	4.125050825624473e-06	Enterobacterales	0.0011095685925562476	0.006746538214584894	"{""Acinetobacter"": 1.1253763416224984e-06, ""Candida"": 0.0, ""Enterobacterales"": 4.125050825624473e-06, ""Haemophilus"": 0.0, ""Mycobacteria"": 0.0, ""Pseudomonas"": 0.0, ""Staphylococcus"": 0.0, ""Stenotrophomonas"": 0.0, ""Streptococcus"": 0.0}"
