run	pathogen_group	PCoA1	PCoA2	PCoA3	PCoA4	PCoA5
SRR27343266	Stenotrophomonas	-0.27948922430292417	-0.29473858190734614	0.06951320242923588	0.10460800716564478	-0.04027746886242914
SRR27343272	Enterobacterales	-0.6413153885640065	0.3569811365169637	0.023794753423701433	-0.14951609016827186	-0.10293360793685329
SRR27343276	Pseudomonas	-0.015298869552054624	-0.2328236718854207	-0.12362049604026373	-0.10042762113596589	0.032448535147464055
SRR27343296	Staphylococcus	0.26344126740169976	0.14469126456554668	0.07652376337339725	0.07443735066052175	-0.03908073851666688
SRR27343346	Enterobacterales	-0.545073685331195	-0.08918637611309004	0.1888389211238411	-0.021266487027716573	0.07034751402147651
SRR27343475	Candida	0.026065911897049147	-0.23446130124566975	-0.08769130327533528	0.011356089649379664	-0.0448394502965849
SRR27343490	Staphylococcus	-0.5610332702353084	0.4214204445104924	-0.32188768105113397	0.1974485340809838	0.135626126306672
SRR27343494	Enterobacterales	-0.4656628037138998	-0.19383988125169557	0.20354055680291758	0.006315975975038583	0.02412598007694849
SRR27343495	Pseudomonas	-0.6356033813800408	0.3273295028725261	-0.06375159743395012	-0.08302653783955692	-0.11914386130746042
SRR27343518	Mycobacteria	0.2637566417059922	0.14828321229190475	0.08225254232997702	0.07274877157438359	-0.019427285352420033
SRR27343520	Mycobacteria	0.2567770380432313	0.1554683124823541	0.07129020699772784	0.07484767609049038	-0.07096076557787283
SRR27343522	Mycobacteria	0.26438011114437543	0.1721022170118482	0.09616381053854918	0.08823015232699734	-0.048963169079547196
SRR27343523	Streptococcus	0.06682392306972537	-0.17675007739329215	-0.0956304120539787	0.021272118968095423	-0.056476451878939814
SRR27343532	Acinetobacter	0.16449558399577585	-0.06662823277315515	-0.07804819663883113	-0.09484650664938393	0.033923131567946754
SRR27343566	Enterobacterales	-0.46889293086993483	-0.18663404494457728	0.18623010170011808	-0.048827448951270634	0.07861623392419186
SRR27343601	Haemophilus	0.26102786545375367	0.18786022957039492	0.1004018776899361	-0.0016148005187949543	0.059241618930831276
SRR27343719	Haemophilus	0.23887128720733458	0.0954255253031397	0.031109422674039506	-0.060691002403526935	0.03571207805448669
SRR27343725	Staphylococcus	-0.20918998909225378	-0.3019690186471154	0.005047671348563954	0.18866049816405492	-0.010292100886087592
SRR27343734	Streptococcus	0.20312658372614567	-0.017584038001505868	-0.04628042842762316	0.02799204660720236	-0.053798647758325824
SRR27343738	Acinetobacter	0.17820580979035874	-0.030611063237840172	-0.05935458819202222	-0.10718873218809342	0.03330031330624865
SRR27343742	Mycobacteria	0.26544720572573777	0.17622980465263574	0.10306073549603467	0.08786723863010353	-0.01348965874958292
SRR27343835	Streptococcus	-0.04189512968572222	-0.2530414795881797	-0.10383159891640097	0.03573598434270532	-0.013964770155874365
SRR27343839	Streptococcus	0.02884874492745651	-0.21830640972043136	-0.11739040541621511	0.022162444062406896	-0.01408917683986089
SRR27343853	Acinetobacter	0.23733845502423842	0.09733634208265103	0.03943023948060853	-0.024517114194545518	0.07693739361334005
SRR27343867	Pseudomonas	0.15572616415675294	-0.06566669886058993	-0.0752663949729505	-0.10525401091809908	0.008336873172333352
SRR27343868	Acinetobacter	0.15606686529879604	-0.09127342450829498	-0.0616211262403174	0.01161450623592178	-0.09128689747265653
SRR27343993	Staphylococcus	0.14809174862829091	-0.08724258640731405	-0.11654482496808286	-0.07320419022226007	0.03797820238842947
SRR27344035	Haemophilus	0.21438833252118578	0.042143799407532316	-0.0085335105732845	-0.08322216824644252	0.020341507000768717
SRR27344040	Pseudomonas	0.20799593093262037	0.019377681397024327	-0.02192101126879491	-0.07422933337302492	0.015386022765115904
SRR27344041	Haemophilus	0.26257920207681945	0.19610741382050453	0.10417577006667487	0.0025345846953527453	0.07513997728407196
