metric	selected_n	other_n	selected_mean	other_mean	selected_median	other_median	cliffs_delta_selected_vs_other	mann_whitney_p
observed_species	30	370	19.9	15.927027027027027	5.0	3.0	0.3004504504504504	0.005786389424090675
shannon	30	370	0.6165869481317717	1.009564662846303	0.24835694224232358	0.6680244987133829	-0.008558558558558582	0.9362687856908165
dominant_species_abundance	30	370	0.8387384073017797	0.43958888076537994	0.9557134774285367	0.3897567896666072	0.5293693693693693	1.1923681187925213e-06
classified_fraction	30	370	0.04793183333333333	0.02205832972972973	0.045895000000000005	0.017475499999999998	0.6106306306306306	2.6285818668433082e-08
distance_to_bray_centroid	30	370	0.6331329414451575	0.5977474736435713	0.6993989472238262	0.6622045464614291	0.2272972972972973	0.031106216246549002
