section	metric	cohort	value1	value2	value3
aitchison_pcoa	SRR27343335	Bacterial infection	-8.765291730128975	5.692813609335464	True
aitchison_pcoa	SRR27343479	Bacterial infection	3.6073697308168544	0.33174469328615663	False
aitchison_pcoa	SRR27343499	Pulmonary tuberculosis	6.376240988803299	-5.633977339761729	False
aitchison_pcoa	SRR27343500	Pulmonary tuberculosis	12.944004698271575	0.33600256714955506	True
aitchison_pcoa	SRR27343515	Pulmonary tuberculosis	7.611527256970574	-1.1454249743483993	True
aitchison_pcoa	SRR27343518	Pulmonary tuberculosis	2.18419344755911	-4.556396356259839	True
aitchison_pcoa	SRR27343761	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343765	Pulmonary tuberculosis	-5.147687850441786	7.03619564173886	False
aitchison_pcoa	SRR27343776	Fungal infection	-5.138831098273446	9.181185894413936	False
aitchison_pcoa	SRR27343815	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343820	Fungal infection	12.38576882382003	1.1789063857876132	False
aitchison_pcoa	SRR27343824	Bacterial infection	-9.87021695998304	-7.5959824973407555	True
aitchison_pcoa	SRR27343834	Fungal infection	12.87532032375646	2.575777811880639	False
aitchison_pcoa	SRR27343840	Fungal infection	6.812872232441473	-1.7213281867941181	False
aitchison_pcoa	SRR27343848	Fungal infection	-6.775945609154221	10.766824965553011	True
aitchison_pcoa	SRR27343870	Bacterial infection	7.07118702703768	2.4976233226861013	True
aitchison_pcoa	SRR27343993	Bacterial infection	4.174299266247751	-3.7355259333511954	False
aitchison_pcoa	SRR27343277	Lung cancer	-1.7438120732757483	0.40287962512085485	True
aitchison_pcoa	SRR27343280	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343286	Lung cancer	3.1787750980238694	0.7479266145067445	False
aitchison_pcoa	SRR27343293	Lung cancer	2.808963632005463	-2.208471679619303	False
aitchison_pcoa	SRR27343324	Pulmonary tuberculosis	8.782171134908474	-6.447325642992157	False
aitchison_pcoa	SRR27343464	Lung cancer	6.599094919474805	-1.8177396072320895	False
aitchison_pcoa	SRR27343475	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343510	Pulmonary tuberculosis	-0.6000469361371763	1.427502083582538	True
aitchison_pcoa	SRR27343524	Bacterial infection	4.173043604599205	3.9499381810217367	False
aitchison_pcoa	SRR27343712	Lung cancer	8.423115763338128	-1.6375256676820387	False
aitchison_pcoa	SRR27343725	Lung cancer	-1.2033509542316378	0.5235092998812704	False
aitchison_pcoa	SRR27343793	Fungal infection	2.5573594251158163	4.002059446832592	True
aitchison_pcoa	SRR27343805	Fungal infection	3.9136030427138824	4.161506366174596	False
aitchison_pcoa	SRR27343808	Fungal infection	8.45843715377171	0.8206110115635439	True
aitchison_pcoa	SRR27343833	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343853	Bacterial infection	-0.6631554533768014	1.0734854173421111	True
aitchison_pcoa	SRR27343971	Bacterial infection	1.0072018926704431	-4.696587500806424	False
aitchison_pcoa	SRR27344011	Bacterial infection	-4.603036138706713	4.649766110689723	True
aitchison_pcoa	SRR27344014	Lung cancer	7.580423368602891	-1.6614567097839235	False
aitchison_pcoa	SRR27344032	Lung cancer	9.058161722060543	4.773761999065661	False
aitchison_pcoa	SRR27343250	Bacterial infection	-4.021147865373321	4.840846511654916	False
aitchison_pcoa	SRR27343266	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343297	Lung cancer	4.908086643244855	0.26631426384674867	False
aitchison_pcoa	SRR27343314	Pulmonary tuberculosis	0.030600154157751098	0.18259952426210654	True
aitchison_pcoa	SRR27343325	Pulmonary tuberculosis	8.067509497067165	4.249100199698815	False
aitchison_pcoa	SRR27343327	Pulmonary tuberculosis	5.427130143101605	0.3599069820855403	False
aitchison_pcoa	SRR27343447	Bacterial infection	-5.2134333694070625	7.523336086421998	False
aitchison_pcoa	SRR27343465	Lung cancer	1.3149436735896607	-0.6216815711022889	False
aitchison_pcoa	SRR27343469	Lung cancer	6.343488155184418	-6.018118492084094	False
aitchison_pcoa	SRR27343472	Lung cancer	-3.579803458309679	5.993856616132415	True
aitchison_pcoa	SRR27343484	Lung cancer	-0.7961789830432959	1.251800540006181	True
aitchison_pcoa	SRR27343488	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343494	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343532	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343555	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343752	Pulmonary tuberculosis	5.917439653796704	-2.07566960647098	False
aitchison_pcoa	SRR27343778	Fungal infection	-6.028154186034929	5.296105656007425	False
aitchison_pcoa	SRR27343838	Fungal infection	-4.111122987601777	5.016185877262463	True
aitchison_pcoa	SRR27344019	Lung cancer	5.762319472477294	-2.639085077558645	False
aitchison_pcoa	SRR27344028	Lung cancer	-5.943763200591997	9.197201302034749	False
aitchison_pcoa	SRR27343272	Lung cancer	-0.024730657925681177	1.2754772883436176	False
aitchison_pcoa	SRR27343284	Lung cancer	1.513673147518933	10.28363720373337	False
aitchison_pcoa	SRR27343294	Lung cancer	-4.8878726704041995	8.778442673861363	False
aitchison_pcoa	SRR27343310	Pulmonary tuberculosis	2.508986350382565	-6.264174555794001	False
aitchison_pcoa	SRR27343485	Lung cancer	-4.61449016765985	5.9971246060250625	False
aitchison_pcoa	SRR27343504	Pulmonary tuberculosis	-0.4865116104019107	2.6157447029717424	False
aitchison_pcoa	SRR27343566	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343613	Bacterial infection	10.639343022171635	-2.3670679054566826	False
aitchison_pcoa	SRR27343647	Bacterial infection	5.504220291419084	-0.5130713933522496	False
aitchison_pcoa	SRR27343675	Bacterial infection	6.678464648759094	6.898481161250376	False
aitchison_pcoa	SRR27343700	Lung cancer	-6.73880558722699	-11.062757135440972	True
aitchison_pcoa	SRR27343715	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343792	Fungal infection	7.625807469716725	4.990946771817423	False
aitchison_pcoa	SRR27343802	Bacterial infection	4.037704778287186	-7.215582114369873	False
aitchison_pcoa	SRR27343835	Bacterial infection	5.13190835669827	-6.072724129330135	False
aitchison_pcoa	SRR27343845	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343863	Bacterial infection	-1.6665137572216608	0.8286697964289182	True
aitchison_pcoa	SRR27344009	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27344020	Lung cancer	5.593944699561537	3.5856347135217583	False
aitchison_pcoa	SRR27344036	Lung cancer	-6.168245061512887	1.0544181230943732	False
aitchison_pcoa	SRR27343211	Bacterial infection	-3.5508702238002114	5.792459441561485	False
aitchison_pcoa	SRR27343268	Lung cancer	-3.9944163152054153	4.78875330041986	False
aitchison_pcoa	SRR27343323	Pulmonary tuberculosis	-4.787963364448308	6.3351811656768495	False
aitchison_pcoa	SRR27343346	Bacterial infection	-3.5428005005600247	2.805514513598641	False
aitchison_pcoa	SRR27343372	Bacterial infection	2.18856933408377	2.7474209682215913	False
aitchison_pcoa	SRR27343489	Lung cancer	-6.139586005610787	9.531307370866886	False
aitchison_pcoa	SRR27343490	Bacterial infection	5.772332208609832	2.9350185560122264	False
aitchison_pcoa	SRR27343495	Lung cancer	3.838471757128683	-2.4149053840385615	False
aitchison_pcoa	SRR27343698	Lung cancer	4.1549171191403	-5.854679298867525	False
aitchison_pcoa	SRR27343729	Lung cancer	-5.271396249154108	7.647666148191654	False
aitchison_pcoa	SRR27343753	Pulmonary tuberculosis	8.473586354417106	-2.46374512767041	False
aitchison_pcoa	SRR27343757	Pulmonary tuberculosis	0.6452687861522636	9.160864413616816	False
aitchison_pcoa	SRR27343801	Fungal infection	2.395588593302904	10.27211992365832	False
aitchison_pcoa	SRR27343809	Fungal infection	-0.09894041766121305	-2.827588871417592	False
aitchison_pcoa	SRR27343849	Fungal infection	9.203378682746854	-2.37142764830535	False
aitchison_pcoa	SRR27343858	Bacterial infection	5.086908718480574	-6.947257965366448	False
aitchison_pcoa	SRR27343876	Bacterial infection	3.0396333599559666	8.965924071008686	False
aitchison_pcoa	SRR27344000	Bacterial infection	2.192306741379002	1.4408398339263715	False
aitchison_pcoa	SRR27344013	Lung cancer	1.647294067036259	-5.848470632407821	False
aitchison_pcoa	SRR27344025	Lung cancer	3.566403616570126	1.3078428870483227	False
permanova_permdisp	Bray-Curtis	full	0.015338956240491902	0.0115	0.0013
permanova_permdisp	Bray-Curtis	QC-sensitivity	0.06073937006557098	0.0001	0.0425
permanova_permdisp	Aitchison	full	0.019409536625522597	0.0001	0.487
permanova_permdisp	Aitchison	QC-sensitivity	0.06958409485301514	0.0001	0.4604
