section	metric	group	value1	value2	value3
pcoa_position	SRR27343481	Lung cancer	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343486	Lung cancer	10.928209029379802	0.9067521212697015	False
pcoa_position	SRR27344015	Lung cancer	4.427231887116329	-3.510919797251398	False
pcoa_position	SRR27344017	Lung cancer	-7.266770903317193	-4.035769918173603	False
pcoa_position	SRR27344027	Lung cancer	-6.473578793013004	-11.909186971488808	False
pcoa_position	SRR27344037	Bacterial infection	-0.4064123916775784	1.232808352229807	False
pcoa_position	SRR27344042	Bacterial infection	-9.748524344527867	-7.153190728466592	False
pcoa_position	SRR27343492	Lung cancer	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343498	Lung cancer	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343501	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343502	Pulmonary tuberculosis	-4.927987664315067	5.933575671366241	False
pcoa_position	SRR27343509	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343520	Pulmonary tuberculosis	10.47525657973487	1.0802977478935154	True
pcoa_position	SRR27343522	Pulmonary tuberculosis	1.490203168996447	-1.8477093431231428	True
pcoa_position	SRR27343526	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343527	Pulmonary tuberculosis	-1.5172613491175813	-0.2424917787883515	False
pcoa_position	SRR27343696	Lung cancer	2.828541823683083	-5.063497938991837	False
pcoa_position	SRR27343708	Lung cancer	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343717	Lung cancer	-2.1871388414634043	-0.5530089568270052	False
pcoa_position	SRR27343730	Lung cancer	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343735	Pulmonary tuberculosis	11.373975777103574	0.55501876086988	False
pcoa_position	SRR27343736	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343742	Pulmonary tuberculosis	-4.134606176491214	5.061948831958555	True
pcoa_position	SRR27343743	Pulmonary tuberculosis	-4.539030766959267	5.85007280859187	False
pcoa_position	SRR27343745	Pulmonary tuberculosis	-3.378638463351039	5.474271273854548	False
