filename	source_url	publisher_listing_url	bytes	sha256	inspection_status
Table_1.xlsx	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12227010/supplementaryFiles	https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2025.1538109/xml	24420	4168923fe06c2eb8279d7ed407e7be8b2b102fdc6625b4177c690587c1b9748c	INSPECTED
Table_2.xlsx	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12227010/supplementaryFiles	https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2025.1538109/xml	64419	92af92b9bde474a9386d765cc71e425c94aa1550756bba81d68c7f42571ce0e9	INSPECTED
Data_Sheet_1.zip	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12227010/supplementaryFiles	https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2025.1538109/xml	514410	66576006247e244a246b31bac4beec42f388c1c169116ebeacdf633f29a733a7	INSPECTED
Data_Sheet_2.csv	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12227010/supplementaryFiles	https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2025.1538109/xml	4807	8b705932f095b3b94ce946dbfd29a698618761430c40aa03bbd4ba3e2522f0e6	INSPECTED
Data_Sheet_3.zip	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12227010/supplementaryFiles	https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2025.1538109/xml	11297	338e77d45ee29f61dbeaea1a582d2c0e662e72804afa44f4fd66eb75a408d08c	INSPECTED
Data_Sheet_4.zip	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12227010/supplementaryFiles	https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2025.1538109/xml	2413995	f11be3de746794941c03786282ce7f1a70c5d9a09c8acaa82a110fff1c496faf	INSPECTED
Data_Sheet_5.docx	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12227010/supplementaryFiles	https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2025.1538109/xml	240410	c671c11c0776cb8cc70bfee3f6f5887f2fca1db2f66cee23cdbb18a685b72af3	INSPECTED
