batch	job_id	run	status	total_reads	classified_reads	unclassified_reads	classified_pct	kraken_species_count	bracken_species_count	top_species	top_species_fraction	top_pathogen	top_pathogen_fraction	top_pathogen_reads	clinical_pathogen_hits	second_stage_priority	second_stage_reason	error
20260724T170118Z-prjna1056765-production-descriptive-batch-015	20260724T170118Z-prjna1056765-production-descriptive-batch-015	SRR27343817	done	487015	7687	479328	1.5784	102	23	Homo sapiens	0.35509	Prevotella melaninogenica	0.04539	340.0	Prevotella melaninogenica;Streptococcus mitis;Prevotella jejuni;Streptococcus pseudopneumoniae;Streptococcus pneumoniae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-015	20260724T170118Z-prjna1056765-production-descriptive-batch-015	SRR27343823	done	505081	12645	492436	2.5036	105	12	Arabidopsis thaliana	0.78913	Acinetobacter johnsonii	0.009	112.0	Acinetobacter johnsonii;Staphylococcus epidermidis;Staphylococcus haemolyticus;Staphylococcus hominis;Cryptococcus neoformans	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-015	20260724T170118Z-prjna1056765-production-descriptive-batch-015	SRR27343842	done	514622	7803	506819	1.5163	41	4	Arabidopsis thaliana	0.44258							
20260724T170118Z-prjna1056765-production-descriptive-batch-015	20260724T170118Z-prjna1056765-production-descriptive-batch-015	SRR27343855	done	446414	5875	440539	1.316	33	4	Pseudomonas aeruginosa	0.4429	Pseudomonas aeruginosa	0.4429	2579.0	Pseudomonas aeruginosa	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-015	20260724T170118Z-prjna1056765-production-descriptive-batch-015	SRR27343948	done	455691	11548	444143	2.5342	144	43	Arabidopsis thaliana	0.37813	Rothia mucilaginosa	0.07102	798.0	Rothia mucilaginosa;Streptococcus ilei;Streptococcus mitis;Streptococcus koreensis;Streptococcus pneumoniae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-015	20260724T170118Z-prjna1056765-production-descriptive-batch-015	SRR27344047	done	565208	12439	552769	2.2008	65	10	Arabidopsis thaliana	0.69436	Pseudomonas aeruginosa	0.01493	184.0	Pseudomonas aeruginosa;Prevotella oris	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-016	20260724T170118Z-prjna1056765-production-descriptive-batch-016	SRR27343222	done	629326	13612	615714	2.1629	203	61	Arabidopsis thaliana	0.21742	Prevotella melaninogenica	0.12888	1690.0	Prevotella melaninogenica;Prevotella fusca;Haemophilus influenzae;Rothia mucilaginosa;Streptococcus intermedius	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-016	20260724T170118Z-prjna1056765-production-descriptive-batch-016	SRR27343269	done	658519	19400	639119	2.946	202	26	Arabidopsis thaliana	0.75435	Prevotella melaninogenica	0.02134	402.0	Prevotella melaninogenica;Acinetobacter johnsonii;Streptococcus mitis;Streptococcus oralis;Streptococcus pseudopneumoniae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-016	20260724T170118Z-prjna1056765-production-descriptive-batch-016	SRR27343332	done	665944	33295	632649	4.9997	76	9	Arabidopsis thaliana	0.83313	Staphylococcus haemolyticus	0.01225	406.0	Staphylococcus haemolyticus;Staphylococcus epidermidis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-016	20260724T170118Z-prjna1056765-production-descriptive-batch-016	SRR27343335	done	630209	13183	617026	2.0918	156	19	Arabidopsis thaliana	0.62659	Staphylococcus hominis	0.01373	175.0	Staphylococcus hominis;Acinetobacter johnsonii;Staphylococcus epidermidis;Staphylococcus haemolyticus	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-016	20260724T170118Z-prjna1056765-production-descriptive-batch-016	SRR27343479	done	682328	23303	659025	3.4152	315	76	Arabidopsis thaliana	0.61271	Prevotella melaninogenica	0.04032	910.0	Prevotella melaninogenica;Streptococcus mitis;Haemophilus parainfluenzae;Prevotella nigrescens;Acinetobacter johnsonii	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-016	20260724T170118Z-prjna1056765-production-descriptive-batch-016	SRR27343499	done	626665	14132	612533	2.2551	168	35	Arabidopsis thaliana	0.44737	Prevotella jejuni	0.06969	962.0	Prevotella jejuni;Streptococcus mitis;Prevotella melaninogenica;Rothia mucilaginosa;Streptococcus sanguinis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-016	20260724T170118Z-prjna1056765-production-descriptive-batch-016	SRR27343500	done	650099	10283	639816	1.5818	69	12	Homo sapiens	0.74373	Streptococcus pneumoniae	0.00981	99.0	Streptococcus pneumoniae;Rothia mucilaginosa;Streptococcus pseudopneumoniae;Haemophilus parainfluenzae;Streptococcus oralis	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-016	20260724T170118Z-prjna1056765-production-descriptive-batch-016	SRR27343515	done	627552	5801	621751	0.9244	83	11	Homo sapiens	0.38089	Prevotella melaninogenica	0.05126	272.0	Prevotella melaninogenica;Rothia mucilaginosa;Streptococcus sp. oral taxon 431;Veillonella parvula	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-016	20260724T170118Z-prjna1056765-production-descriptive-batch-016	SRR27343518	done	631832	6999	624833	1.1077	71	11	Homo sapiens	0.35048	Mycobacterium tuberculosis	0.22821	1566.0	Mycobacterium tuberculosis;Prevotella melaninogenica;Prevotella intermedia;Prevotella oris;Prevotella jejuni	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-016	20260724T170118Z-prjna1056765-production-descriptive-batch-016	SRR27343761	done	623562	6510	617052	1.044	35	5	Toxoplasma gondii	0.43008	Mycobacterium tuberculosis	0.16633	1074.0	Mycobacterium tuberculosis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-016	20260724T170118Z-prjna1056765-production-descriptive-batch-016	SRR27343765	done	664058	15188	648870	2.2871	52	5	Arabidopsis thaliana	0.76215							
20260724T170118Z-prjna1056765-production-descriptive-batch-016	20260724T170118Z-prjna1056765-production-descriptive-batch-016	SRR27343776	done	681768	12683	669085	1.8603	203	26	Arabidopsis thaliana	0.50126	Candida albicans	0.14223	1747.0	Candida albicans;Acinetobacter baumannii;Acinetobacter nosocomialis;Acinetobacter lwoffii;Staphylococcus hominis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-016	20260724T170118Z-prjna1056765-production-descriptive-batch-016	SRR27343815	done	547274	7581	539693	1.3852	31	4	Arabidopsis thaliana	0.55462							
20260724T170118Z-prjna1056765-production-descriptive-batch-016	20260724T170118Z-prjna1056765-production-descriptive-batch-016	SRR27343820	done	584452	8984	575468	1.5372	126	26	Arabidopsis thaliana	0.42626	Streptococcus mitis	0.04427	386.0	Streptococcus mitis;Prevotella melaninogenica;Streptococcus pneumoniae;Streptococcus gwangjuense;Streptococcus toyakuensis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-016	20260724T170118Z-prjna1056765-production-descriptive-batch-016	SRR27343824	done	592248	8073	584175	1.3631	39	10	Toxoplasma gondii	0.3812							
20260724T170118Z-prjna1056765-production-descriptive-batch-016	20260724T170118Z-prjna1056765-production-descriptive-batch-016	SRR27343834	done	644432	21848	622584	3.3903	115	26	Arabidopsis thaliana	0.79248	Prevotella jejuni	0.01286	278.0	Prevotella jejuni;Streptococcus mitis;Rothia mucilaginosa;Streptococcus pneumoniae;Streptococcus sanguinis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-016	20260724T170118Z-prjna1056765-production-descriptive-batch-016	SRR27343840	done	558447	8347	550100	1.4947	141	29	Arabidopsis thaliana	0.30811	Prevotella melaninogenica	0.0536	430.0	Prevotella melaninogenica;Streptococcus mitis;Streptococcus oralis;Haemophilus parainfluenzae;Streptococcus sp. Marseille-Q3533	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-016	20260724T170118Z-prjna1056765-production-descriptive-batch-016	SRR27343848	done	551203	17951	533252	3.2567	89	8	Arabidopsis thaliana	0.79995	Staphylococcus epidermidis	0.00163	29.0	Staphylococcus epidermidis	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-016	20260724T170118Z-prjna1056765-production-descriptive-batch-016	SRR27343870	done	577574	13177	564397	2.2814	99	14	Arabidopsis thaliana	0.45312	Streptococcus pseudopneumoniae	0.14157	1824.0	Streptococcus pseudopneumoniae;Streptococcus pneumoniae;Streptococcus mitis;Pseudomonas aeruginosa;Streptococcus oralis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-016	20260724T170118Z-prjna1056765-production-descriptive-batch-016	SRR27343993	done	664745	29328	635417	4.4119	226	74	Staphylococcus aureus	0.46253	Staphylococcus aureus	0.46253	13382.0	Staphylococcus aureus;Prevotella jejuni;Prevotella melaninogenica;Rothia mucilaginosa;Streptococcus mitis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-017	20260724T170118Z-prjna1056765-production-descriptive-batch-017	SRR27343277	done	862201	33850	828351	3.926	67	8	Arabidopsis thaliana	0.8674	Klebsiella variicola	0.00271	91.0	Klebsiella variicola	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-017	20260724T170118Z-prjna1056765-production-descriptive-batch-017	SRR27343280	done	775049	6786	768263	0.8756	40	4	Homo sapiens	0.42638	Legionella longbeachae	0.1377	923.0	Legionella longbeachae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-017	20260724T170118Z-prjna1056765-production-descriptive-batch-017	SRR27343286	done	665312	35281	630031	5.3029	58	6	Arabidopsis thaliana	0.92047	Rothia mucilaginosa	0.00111	39.0	Rothia mucilaginosa	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-017	20260724T170118Z-prjna1056765-production-descriptive-batch-017	SRR27343293	done	768675	9403	759272	1.2233	65	6	Homo sapiens	0.74118	Streptococcus sp. oral taxon 431	0.00564	52.0	Streptococcus sp. oral taxon 431;Prevotella melaninogenica	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-017	20260724T170118Z-prjna1056765-production-descriptive-batch-017	SRR27343324	done	644156	17817	626339	2.7659	131	31	Arabidopsis thaliana	0.64161	Prevotella histicola	0.01099	192.0	Prevotella histicola;Streptococcus mitis;Haemophilus parainfluenzae;Prevotella melaninogenica;Streptococcus salivarius	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-017	20260724T170118Z-prjna1056765-production-descriptive-batch-017	SRR27343464	done	738807	18065	720742	2.4452	180	44	Arabidopsis thaliana	0.59299	Prevotella jejuni	0.01605	283.0	Prevotella jejuni;Streptococcus pneumoniae;Prevotella melaninogenica;Streptococcus mitis;Streptococcus oralis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-017	20260724T170118Z-prjna1056765-production-descriptive-batch-017	SRR27343475	done	755148	48831	706317	6.4664	37	5	Candida albicans	0.78161	Candida albicans	0.78161	38116.0	Candida albicans;Candida dubliniensis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-017	20260724T170118Z-prjna1056765-production-descriptive-batch-017	SRR27343510	done	770800	13277	757523	1.7225	61	9	Arabidopsis thaliana	0.44575	Klebsiella pneumoniae	0.02424	319.0	Klebsiella pneumoniae;Veillonella parvula;Candida albicans	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-017	20260724T170118Z-prjna1056765-production-descriptive-batch-017	SRR27343524	done	767510	54103	713407	7.0492	135	21	Arabidopsis thaliana	0.95949	Prevotella jejuni	0.00242	130.0	Prevotella jejuni;Prevotella melaninogenica;Haemophilus parainfluenzae;Streptococcus sanguinis;Rothia aeria	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-017	20260724T170118Z-prjna1056765-production-descriptive-batch-017	SRR27343712	done	808268	42901	765367	5.3078	129	38	Morganella morganii	0.71663	Prevotella melaninogenica	0.06595	2813.0	Prevotella melaninogenica;Streptococcus sp. oral taxon 431;Streptococcus oralis;Rothia mucilaginosa;Streptococcus mitis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-017	20260724T170118Z-prjna1056765-production-descriptive-batch-017	SRR27343725	done	714512	42251	672261	5.9133	64	5	Staphylococcus aureus	0.91836	Staphylococcus aureus	0.91836	38718.0	Staphylococcus aureus;Haemophilus parainfluenzae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-017	20260724T170118Z-prjna1056765-production-descriptive-batch-017	SRR27343793	done	794982	23137	771845	2.9104	62	10	Arabidopsis thaliana	0.72618	Rothia mucilaginosa	0.02083	479.0	Rothia mucilaginosa;Staphylococcus epidermidis;Prevotella jejuni;Candida albicans	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-017	20260724T170118Z-prjna1056765-production-descriptive-batch-017	SRR27343805	done	684749	11839	672910	1.729	204	30	Arabidopsis thaliana	0.52794	Prevotella jejuni	0.03596	408.0	Prevotella jejuni;Prevotella melaninogenica;Rothia mucilaginosa;Streptococcus infantis;Staphylococcus hominis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-017	20260724T170118Z-prjna1056765-production-descriptive-batch-017	SRR27343808	done	644633	11503	633130	1.7844	111	20	Toxoplasma gondii	0.33286	Streptococcus salivarius	0.02078	234.0	Streptococcus salivarius;Rothia mucilaginosa;Haemophilus parainfluenzae;Streptococcus ilei;Streptococcus oralis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-017	20260724T170118Z-prjna1056765-production-descriptive-batch-017	SRR27343833	done	729991	8846	721145	1.2118	35	5	Arabidopsis thaliana	0.49738							
20260724T170118Z-prjna1056765-production-descriptive-batch-017	20260724T170118Z-prjna1056765-production-descriptive-batch-017	SRR27343853	done	904111	35209	868902	3.8943	55	7	Acinetobacter baumannii	0.75056	Acinetobacter baumannii	0.75056	26352.0	Acinetobacter baumannii;Streptococcus pneumoniae;Acinetobacter pittii	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-017	20260724T170118Z-prjna1056765-production-descriptive-batch-017	SRR27343971	done	848713	30549	818164	3.5994	373	117	Arabidopsis thaliana	0.07659	Prevotella melaninogenica	0.07402	2217.0	Prevotella melaninogenica;Prevotella jejuni;Prevotella nigrescens;Haemophilus parainfluenzae;Prevotella intermedia	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-017	20260724T170118Z-prjna1056765-production-descriptive-batch-017	SRR27344011	done	782198	29009	753189	3.7087	99	15	Arabidopsis thaliana	0.59782	Streptococcus pneumoniae	0.00167	48.0	Streptococcus pneumoniae;Streptococcus mitis;Staphylococcus epidermidis	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-017	20260724T170118Z-prjna1056765-production-descriptive-batch-017	SRR27344014	done	846821	27834	818987	3.2869	276	94	Rothia mucilaginosa	0.21115	Rothia mucilaginosa	0.21115	5780.0	Rothia mucilaginosa;Prevotella melaninogenica;Streptococcus mitis;Streptococcus pneumoniae;Haemophilus parainfluenzae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-017	20260724T170118Z-prjna1056765-production-descriptive-batch-017	SRR27344032	done	678629	27177	651452	4.0047	240	63	Arabidopsis thaliana	0.42344	Prevotella jejuni	0.11326	3009.0	Prevotella jejuni;Prevotella melaninogenica;Streptococcus mitis;Streptococcus salivarius;Veillonella atypica	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-018	20260724T170118Z-prjna1056765-production-descriptive-batch-018	SRR27343250	done	1125601	58286	1067315	5.1782	233	28	Arabidopsis thaliana	0.85876	Acinetobacter johnsonii	0.00451	260.0	Acinetobacter johnsonii;Acinetobacter sp. NyZ410;Acinetobacter guillouiae;Staphylococcus hominis;Acinetobacter sp. MYb10	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-018	20260724T170118Z-prjna1056765-production-descriptive-batch-018	SRR27343266	done	1185032	79621	1105411	6.7189	77	11	Stenotrophomonas maltophilia	0.91228	Stenotrophomonas maltophilia	0.91228	72515.0	Stenotrophomonas maltophilia;Stenotrophomonas sp. PAMC25021;Stenotrophomonas sp. pho;Stenotrophomonas sp. SAU14A_NAIMI4_8;Stenotrophomonas sp. ZAC14D2_NAIMI4_7	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-018	20260724T170118Z-prjna1056765-production-descriptive-batch-018	SRR27343297	done	932259	16062	916197	1.7229	192	48	Homo sapiens	0.38331	Prevotella melaninogenica	0.06669	1043.0	Prevotella melaninogenica;Prevotella jejuni;Prevotella intermedia;Streptococcus mitis;Streptococcus salivarius	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-018	20260724T170118Z-prjna1056765-production-descriptive-batch-018	SRR27343314	done	1238772	13259	1225513	1.0703	68	8	Homo sapiens	0.74465	Prevotella jejuni	0.00502	65.0	Prevotella jejuni;Veillonella atypica	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-018	20260724T170118Z-prjna1056765-production-descriptive-batch-018	SRR27343325	done	1039824	50152	989672	4.8231	304	85	Arabidopsis thaliana	0.28959	Prevotella melaninogenica	0.11159	5526.0	Prevotella melaninogenica;Streptococcus mitis;Streptococcus pneumoniae;Prevotella jejuni;Rothia mucilaginosa	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-018	20260724T170118Z-prjna1056765-production-descriptive-batch-018	SRR27343327	done	976702	26208	950494	2.6833	170	24	Arabidopsis thaliana	0.64626	Prevotella melaninogenica	0.00962	248.0	Prevotella melaninogenica;Prevotella scopos;Prevotella histicola;Haemophilus parainfluenzae;Rothia mucilaginosa	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-018	20260724T170118Z-prjna1056765-production-descriptive-batch-018	SRR27343447	done	1022233	47176	975057	4.615	262	33	Arabidopsis thaliana	0.83662	Pseudomonas aeruginosa	0.01157	537.0	Pseudomonas aeruginosa;Pseudomonas oleovorans;Acinetobacter sp. NyZ410;Pseudomonas sp. phDV1;Acinetobacter johnsonii	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-018	20260724T170118Z-prjna1056765-production-descriptive-batch-018	SRR27343465	done	996312	43936	952376	4.4099	220	61	Arabidopsis thaliana	0.80074	Haemophilus parainfluenzae	0.01257	547.0	Haemophilus parainfluenzae;Prevotella melaninogenica;Streptococcus mitis;Streptococcus pneumoniae;Rothia mucilaginosa	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-018	20260724T170118Z-prjna1056765-production-descriptive-batch-018	SRR27343469	done	951205	35593	915612	3.7419	291	91	Arabidopsis thaliana	0.49677	Rothia mucilaginosa	0.05583	1959.0	Rothia mucilaginosa;Prevotella melaninogenica;Prevotella jejuni;Haemophilus parainfluenzae;Streptococcus mitis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-018	20260724T170118Z-prjna1056765-production-descriptive-batch-018	SRR27343472	done	1083143	48780	1034363	4.5036	70	8	Arabidopsis thaliana	0.92803	Prevotella jejuni	0.00041	20.0	Prevotella jejuni	4	low_fraction_clinical_pathogen	
20260724T170118Z-prjna1056765-production-descriptive-batch-018	20260724T170118Z-prjna1056765-production-descriptive-batch-018	SRR27343484	done	982792	43481	939311	4.4242	77	11	Arabidopsis thaliana	0.90736	Candida albicans	0.00076	33.0	Candida albicans;Veillonella parvula	4	low_fraction_clinical_pathogen	
20260724T170118Z-prjna1056765-production-descriptive-batch-018	20260724T170118Z-prjna1056765-production-descriptive-batch-018	SRR27343488	done	993428	77940	915488	7.8456	80	9	Arabidopsis thaliana	0.95114					3	high_classified_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-018	20260724T170118Z-prjna1056765-production-descriptive-batch-018	SRR27343494	done	998992	77660	921332	7.7738	77	15	Klebsiella pneumoniae	0.63548	Klebsiella pneumoniae	0.63548	49276.0	Klebsiella pneumoniae;Klebsiella virus PMBT1;Klebsiella quasipneumoniae;Klebsiella virus Miro	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-018	20260724T170118Z-prjna1056765-production-descriptive-batch-018	SRR27343532	done	1081041	42720	1038321	3.9517	61	7	Acinetobacter baumannii	0.85917	Acinetobacter baumannii	0.85917	36606.0	Acinetobacter baumannii;Enterococcus faecium	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-018	20260724T170118Z-prjna1056765-production-descriptive-batch-018	SRR27343555	done	1109285	55985	1053300	5.0469	64	7	Arabidopsis thaliana	0.96321					3	high_classified_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-018	20260724T170118Z-prjna1056765-production-descriptive-batch-018	SRR27343752	done	1144178	37371	1106807	3.2662	295	86	Arabidopsis thaliana	0.24334	Haemophilus parainfluenzae	0.09922	3658.0	Haemophilus parainfluenzae;Prevotella melaninogenica;Prevotella intermedia;Rothia mucilaginosa;Streptococcus mitis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-018	20260724T170118Z-prjna1056765-production-descriptive-batch-018	SRR27343778	done	896251	20703	875548	2.31	296	33	Arabidopsis thaliana	0.63964	Prevotella nigrescens	0.04198	844.0	Prevotella nigrescens;Acinetobacter baumannii;Acinetobacter nosocomialis;Haemophilus influenzae;Staphylococcus epidermidis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-018	20260724T170118Z-prjna1056765-production-descriptive-batch-018	SRR27343838	done	1051565	46839	1004726	4.4542	160	18	Arabidopsis thaliana	0.89597	Acinetobacter johnsonii	0.00203	94.0	Acinetobacter johnsonii;Enterococcus casseliflavus;Burkholderia stabilis	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-018	20260724T170118Z-prjna1056765-production-descriptive-batch-018	SRR27344019	done	1107469	16272	1091197	1.4693	277	67	Arabidopsis thaliana	0.13269	Prevotella melaninogenica	0.12639	1984.0	Prevotella melaninogenica;Streptococcus mitis;Rothia aeria;Rothia mucilaginosa;Streptococcus salivarius	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-018	20260724T170118Z-prjna1056765-production-descriptive-batch-018	SRR27344028	done	973643	60883	912760	6.2531	88	12	Arabidopsis thaliana	0.98212	Staphylococcus epidermidis	0.00628	381.0	Staphylococcus epidermidis;Acinetobacter johnsonii;Staphylococcus warneri;Staphylococcus hominis;Staphylococcus haemolyticus	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-019	20260724T170118Z-prjna1056765-production-descriptive-batch-019	SRR27343272	done	1966006	205002	1761004	10.4273	142	16	Klebsiella pneumoniae	0.93081	Klebsiella pneumoniae	0.93081	190556.0	Klebsiella pneumoniae;Klebsiella aerogenes;Streptococcus oralis;Klebsiella variicola;Klebsiella quasipneumoniae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-019	20260724T170118Z-prjna1056765-production-descriptive-batch-019	SRR27343284	done	1408715	46132	1362583	3.2748	444	102	Arabidopsis thaliana	0.52735	Acinetobacter johnsonii	0.04472	1998.0	Acinetobacter johnsonii;Staphylococcus hominis;Staphylococcus haemolyticus;Staphylococcus sp. M0911;Staphylococcus epidermidis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-019	20260724T170118Z-prjna1056765-production-descriptive-batch-019	SRR27343294	done	2109397	101508	2007889	4.8122	330	159	Arabidopsis thaliana	0.6477	Staphylococcus haemolyticus	0.03258	3271.0	Staphylococcus haemolyticus;Staphylococcus warneri;Acinetobacter johnsonii;Staphylococcus epidermidis;Staphylococcus hominis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-019	20260724T170118Z-prjna1056765-production-descriptive-batch-019	SRR27343310	done	1855904	60832	1795072	3.2778	460	150	Arabidopsis thaliana	0.08675	Prevotella melaninogenica	0.06927	4165.0	Prevotella melaninogenica;Prevotella intermedia;Streptococcus mitis;Haemophilus parahaemolyticus;Streptococcus pneumoniae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-019	20260724T170118Z-prjna1056765-production-descriptive-batch-019	SRR27343485	done	1419458	70417	1349041	4.9608	88	11	Arabidopsis thaliana	0.9638							
20260724T170118Z-prjna1056765-production-descriptive-batch-019	20260724T170118Z-prjna1056765-production-descriptive-batch-019	SRR27343504	done	1273360	65165	1208195	5.1176	114	11	Arabidopsis thaliana	0.94381	Prevotella melaninogenica	0.0004	26.0	Prevotella melaninogenica	3	high_classified_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-019	20260724T170118Z-prjna1056765-production-descriptive-batch-019	SRR27343566	done	1844926	140753	1704173	7.6292	108	11	Escherichia coli	0.92124	Escherichia coli	0.92124	129498.0	Escherichia coli;Klebsiella pneumoniae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-019	20260724T170118Z-prjna1056765-production-descriptive-batch-019	SRR27343613	done	1310552	52444	1258108	4.0017	294	81	Arabidopsis thaliana	0.46702	Streptococcus mitis	0.0728	3782.0	Streptococcus mitis;Streptococcus pneumoniae;Rothia mucilaginosa;Prevotella melaninogenica;Prevotella jejuni	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-019	20260724T170118Z-prjna1056765-production-descriptive-batch-019	SRR27343647	done	1186135	48600	1137535	4.0973	327	101	Arabidopsis thaliana	0.23104	Streptococcus oralis	0.0933	4490.0	Streptococcus oralis;Streptococcus mitis;Streptococcus pneumoniae;Streptococcus salivarius;Haemophilus parainfluenzae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-019	20260724T170118Z-prjna1056765-production-descriptive-batch-019	SRR27343675	done	1497526	53776	1443750	3.591	313	169	Cupriavidus sp. EM10	0.17231	Streptococcus mitis	0.07536	3975.0	Streptococcus mitis;Prevotella melaninogenica;Veillonella parvula;Streptococcus pneumoniae;Veillonella rogosae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-019	20260724T170118Z-prjna1056765-production-descriptive-batch-019	SRR27343700	done	1250437	19669	1230768	1.573	124	22	Homo sapiens	0.60888	Streptococcus oralis	0.00713	138.0	Streptococcus oralis;Prevotella melaninogenica;Prevotella veroralis;Veillonella parvula;Prevotella intermedia	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-019	20260724T170118Z-prjna1056765-production-descriptive-batch-019	SRR27343715	done	1199102	5121	1193981	0.4271	52	5	Pseudomonas aeruginosa	0.45045	Pseudomonas aeruginosa	0.45045	2259.0	Pseudomonas aeruginosa;Stenotrophomonas maltophilia	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-019	20260724T170118Z-prjna1056765-production-descriptive-batch-019	SRR27343792	done	1527294	34028	1493266	2.228	156	26	Rothia mucilaginosa	0.26149	Rothia mucilaginosa	0.26149	8821.0	Rothia mucilaginosa;Streptococcus mitis;Streptococcus oralis;Streptococcus pneumoniae;Streptococcus toyakuensis	1	high_pathogen_fraction	
