batch	job_id	run	status	total_reads	classified_reads	unclassified_reads	classified_pct	kraken_species_count	bracken_species_count	top_species	top_species_fraction	top_pathogen	top_pathogen_fraction	top_pathogen_reads	clinical_pathogen_hits	second_stage_priority	second_stage_reason	error
20260724T170118Z-prjna1056765-production-descriptive-batch-006	20260724T170118Z-prjna1056765-production-descriptive-batch-006	SRR27343239	done	313120	6793	306327	2.1695	41	9	Fusobacterium nucleatum	0.39402	Prevotella enoeca	0.00432	29.0	Prevotella enoeca	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-006	20260724T170118Z-prjna1056765-production-descriptive-batch-006	SRR27343270	done	278273	4921	273352	1.7684	22	3	Arabidopsis thaliana	0.3974							
20260724T170118Z-prjna1056765-production-descriptive-batch-006	20260724T170118Z-prjna1056765-production-descriptive-batch-006	SRR27343274	done	291401	3281	288120	1.1259	27	4	Homo sapiens	0.43276	Haemophilus parainfluenzae	0.02246	72.0	Haemophilus parainfluenzae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-006	20260724T170118Z-prjna1056765-production-descriptive-batch-006	SRR27343283	done	280340	9641	270699	3.439	49	13	Enterococcus faecium	0.43152	Enterococcus faecium	0.43152	4121.0	Enterococcus faecium;Staphylococcus epidermidis;Stenotrophomonas maltophilia;Candida albicans;Staphylococcus haemolyticus	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-006	20260724T170118Z-prjna1056765-production-descriptive-batch-006	SRR27343290	done	293614	3167	290447	1.0786	29	7	Homo sapiens	0.4465	Haemophilus influenzae	0.07601	238.0	Haemophilus influenzae;Prevotella melaninogenica;Rothia mucilaginosa	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-006	20260724T170118Z-prjna1056765-production-descriptive-batch-006	SRR27343303	done	273713	3416	270297	1.248	29	4	Arabidopsis thaliana	0.40588							
20260724T170118Z-prjna1056765-production-descriptive-batch-006	20260724T170118Z-prjna1056765-production-descriptive-batch-006	SRR27343305	done	271029	3915	267114	1.4445	20	5	Toxoplasma gondii	0.41207	Haemophilus influenzae	0.14917	581.0	Haemophilus influenzae;Streptococcus pneumoniae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-006	20260724T170118Z-prjna1056765-production-descriptive-batch-006	SRR27343316	done	277228	8066	269162	2.9095	9	3	Arabidopsis thaliana	0.69828							
20260724T170118Z-prjna1056765-production-descriptive-batch-006	20260724T170118Z-prjna1056765-production-descriptive-batch-006	SRR27343319	done	290914	4875	286039	1.6758	60	3	Arabidopsis thaliana	0.61102							
20260724T170118Z-prjna1056765-production-descriptive-batch-006	20260724T170118Z-prjna1056765-production-descriptive-batch-006	SRR27343326	done	271219	3681	267538	1.3572	38	9	Toxoplasma gondii	0.47672	Prevotella nigrescens	0.13553	489.0	Prevotella nigrescens;Prevotella sp. oral taxon 475;Prevotella denticola	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-006	20260724T170118Z-prjna1056765-production-descriptive-batch-006	SRR27343333	done	282600	3425	279175	1.212	30	3	Homo sapiens	0.56376							
20260724T170118Z-prjna1056765-production-descriptive-batch-006	20260724T170118Z-prjna1056765-production-descriptive-batch-006	SRR27343412	done	278107	3157	274950	1.1352	45	7	Homo sapiens	0.50658							
20260724T170118Z-prjna1056765-production-descriptive-batch-006	20260724T170118Z-prjna1056765-production-descriptive-batch-006	SRR27343480	done	261148	2708	258440	1.037	18	4	Homo sapiens	0.48747							
20260724T170118Z-prjna1056765-production-descriptive-batch-006	20260724T170118Z-prjna1056765-production-descriptive-batch-006	SRR27343481	done	294563	7240	287323	2.4579	28	4	Arabidopsis thaliana	0.64215							
20260724T170118Z-prjna1056765-production-descriptive-batch-006	20260724T170118Z-prjna1056765-production-descriptive-batch-006	SRR27343486	done	280909	5140	275769	1.8298	100	19	Homo sapiens	0.3002	Streptococcus salivarius	0.07923	389.0	Streptococcus salivarius;Rothia mucilaginosa;Streptococcus mitis;Prevotella histicola;Prevotella melaninogenica	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-006	20260724T170118Z-prjna1056765-production-descriptive-batch-006	SRR27344015	done	216021	2953	213068	1.367	54	5	Toxoplasma gondii	0.52379	Prevotella melaninogenica	0.02644	75.0	Prevotella melaninogenica;Prevotella jejuni	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-006	20260724T170118Z-prjna1056765-production-descriptive-batch-006	SRR27344017	done	244880	4602	240278	1.8793	46	7	Arabidopsis thaliana	0.43075							
20260724T170118Z-prjna1056765-production-descriptive-batch-006	20260724T170118Z-prjna1056765-production-descriptive-batch-006	SRR27344027	done	260668	8742	251926	3.3537	79	16	Arabidopsis thaliana	0.36284	Prevotella melaninogenica	0.0046	39.0	Prevotella melaninogenica;Prevotella nigrescens;Prevotella intermedia;Prevotella jejuni	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-006	20260724T170118Z-prjna1056765-production-descriptive-batch-006	SRR27344037	done	238495	4105	234390	1.7212	23	5	Toxoplasma gondii	0.38885	Pseudomonas aeruginosa	0.19111	778.0	Pseudomonas aeruginosa;Streptococcus pneumoniae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-006	20260724T170118Z-prjna1056765-production-descriptive-batch-006	SRR27344042	done	237130	10126	227004	4.2702	60	12	Pseudomonas aeruginosa	0.50828	Pseudomonas aeruginosa	0.50828	5094.0	Pseudomonas aeruginosa;Streptococcus anginosus	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-007	20260724T170118Z-prjna1056765-production-descriptive-batch-007	SRR27343492	done	283943	2523	281420	0.8886	34	3	Homo sapiens	0.55476							
20260724T170118Z-prjna1056765-production-descriptive-batch-007	20260724T170118Z-prjna1056765-production-descriptive-batch-007	SRR27343498	done	276470	7600	268870	2.7489	21	4	Arabidopsis thaliana	0.75179							
20260724T170118Z-prjna1056765-production-descriptive-batch-007	20260724T170118Z-prjna1056765-production-descriptive-batch-007	SRR27343501	done	255718	3401	252317	1.33	17	3	Toxoplasma gondii	0.46874							
20260724T170118Z-prjna1056765-production-descriptive-batch-007	20260724T170118Z-prjna1056765-production-descriptive-batch-007	SRR27343502	done	301772	4628	297144	1.5336	89	8	Arabidopsis thaliana	0.49976	Prevotella nigrescens	0.00616	26.0	Prevotella nigrescens	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-007	20260724T170118Z-prjna1056765-production-descriptive-batch-007	SRR27343509	done	283879	4435	279444	1.5623	27	3	Arabidopsis thaliana	0.43238							
20260724T170118Z-prjna1056765-production-descriptive-batch-007	20260724T170118Z-prjna1056765-production-descriptive-batch-007	SRR27343520	done	299746	5502	294244	1.8356	95	19	Toxoplasma gondii	0.35678	Mycobacterium tuberculosis	0.18737	991.0	Mycobacterium tuberculosis;Rothia mucilaginosa;Streptococcus ilei;Streptococcus oralis;Streptococcus mitis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-007	20260724T170118Z-prjna1056765-production-descriptive-batch-007	SRR27343522	done	276255	5830	270425	2.1104	17	6	Homo sapiens	0.30222	Mycobacterium tuberculosis	0.22456	1304.0	Mycobacterium tuberculosis;Candida albicans;Prevotella melaninogenica	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-007	20260724T170118Z-prjna1056765-production-descriptive-batch-007	SRR27343526	done	254654	2626	252028	1.0312	37	5	Arabidopsis thaliana	0.43447							
20260724T170118Z-prjna1056765-production-descriptive-batch-007	20260724T170118Z-prjna1056765-production-descriptive-batch-007	SRR27343527	done	278789	3547	275242	1.2723	101	9	Homo sapiens	0.35785	Prevotella melaninogenica	0.01938	63.0	Prevotella melaninogenica;Staphylococcus hominis;Prevotella nigrescens;Prevotella intermedia	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-007	20260724T170118Z-prjna1056765-production-descriptive-batch-007	SRR27343696	done	287466	4729	282737	1.6451	64	9	Homo sapiens	0.38824	Streptococcus mitis	0.01721	79.0	Streptococcus mitis;Prevotella melaninogenica	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-007	20260724T170118Z-prjna1056765-production-descriptive-batch-007	SRR27343708	done	295107	6895	288212	2.3364	48	9	Klebsiella pneumoniae	0.30385	Klebsiella pneumoniae	0.30385	2068.0	Klebsiella pneumoniae;Acinetobacter baumannii	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-007	20260724T170118Z-prjna1056765-production-descriptive-batch-007	SRR27343717	done	294752	2420	292332	0.821	34	5	Homo sapiens	0.55315	Prevotella nigrescens	0.01658	39.0	Prevotella nigrescens;Prevotella denticola	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-007	20260724T170118Z-prjna1056765-production-descriptive-batch-007	SRR27343730	done	269616	3267	266349	1.2117	23	3	Homo sapiens	0.37574	Staphylococcus aureus	0.25379	820.0	Staphylococcus aureus	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-007	20260724T170118Z-prjna1056765-production-descriptive-batch-007	SRR27343735	done	266085	5578	260507	2.0963	82	16	Arabidopsis thaliana	0.39355	Rothia mucilaginosa	0.0563	297.0	Rothia mucilaginosa;Streptococcus sp. 116-D4;Streptococcus mitis;Streptococcus oralis;Streptococcus toyakuensis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-007	20260724T170118Z-prjna1056765-production-descriptive-batch-007	SRR27343736	done	316749	4180	312569	1.3197	34	4	Homo sapiens	0.54077							
20260724T170118Z-prjna1056765-production-descriptive-batch-007	20260724T170118Z-prjna1056765-production-descriptive-batch-007	SRR27343742	done	263953	4322	259631	1.6374	40	6	Homo sapiens	0.43633	Mycobacterium tuberculosis	0.23003	979.0	Mycobacterium tuberculosis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-007	20260724T170118Z-prjna1056765-production-descriptive-batch-007	SRR27343743	done	271190	4974	266216	1.8341	54	7	Arabidopsis thaliana	0.37903							
20260724T170118Z-prjna1056765-production-descriptive-batch-007	20260724T170118Z-prjna1056765-production-descriptive-batch-007	SRR27343745	done	298264	4521	293743	1.5158	67	7	Arabidopsis thaliana	0.47847	Klebsiella aerogenes	0.0268	117.0	Klebsiella aerogenes;Prevotella jejuni	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-007	20260724T170118Z-prjna1056765-production-descriptive-batch-007	SRR27343758	done	276400	9781	266619	3.5387	36	4	Arabidopsis thaliana	0.75304	Prevotella melaninogenica	0.00382	37.0	Prevotella melaninogenica	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-007	20260724T170118Z-prjna1056765-production-descriptive-batch-007	SRR27343789	done	281348	3352	277996	1.1914	23	4	Homo sapiens	0.48237							
20260724T170118Z-prjna1056765-production-descriptive-batch-008	20260724T170118Z-prjna1056765-production-descriptive-batch-008	SRR27343275	done	335886	2422	333464	0.7211	26	3	Homo sapiens	0.76655							
20260724T170118Z-prjna1056765-production-descriptive-batch-008	20260724T170118Z-prjna1056765-production-descriptive-batch-008	SRR27343276	done	329376	18937	310439	5.7494	41	5	Pseudomonas aeruginosa	0.91283	Pseudomonas aeruginosa	0.91283	17226.0	Pseudomonas aeruginosa;Pseudomonas putida	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-008	20260724T170118Z-prjna1056765-production-descriptive-batch-008	SRR27343281	done	302634	3513	299121	1.1608	21	3	Toxoplasma gondii	0.54389							
20260724T170118Z-prjna1056765-production-descriptive-batch-008	20260724T170118Z-prjna1056765-production-descriptive-batch-008	SRR27343306	done	311515	4276	307239	1.3726	80	6	Arabidopsis thaliana	0.36911	Prevotella melaninogenica	0.00957	38.0	Prevotella melaninogenica;Prevotella intermedia;Rothia mucilaginosa	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-008	20260724T170118Z-prjna1056765-production-descriptive-batch-008	SRR27343317	done	291210	3479	287731	1.1947	18	5	Toxoplasma gondii	0.42521							
20260724T170118Z-prjna1056765-production-descriptive-batch-008	20260724T170118Z-prjna1056765-production-descriptive-batch-008	SRR27343321	done	297448	6614	290834	2.2236	59	5	Toxoplasma gondii	0.68009	Rothia mucilaginosa	0.00418	27.0	Rothia mucilaginosa	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-008	20260724T170118Z-prjna1056765-production-descriptive-batch-008	SRR27343322	done	289964	3208	286756	1.1063	12	3	Homo sapiens	0.48378							
20260724T170118Z-prjna1056765-production-descriptive-batch-008	20260724T170118Z-prjna1056765-production-descriptive-batch-008	SRR27343330	done	325981	4763	321218	1.4611	31	5	Homo sapiens	0.40933	Mycobacterium tuberculosis	0.14401	679.0	Mycobacterium tuberculosis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-008	20260724T170118Z-prjna1056765-production-descriptive-batch-008	SRR27343331	done	346336	6099	340237	1.761	31	4	Homo sapiens	0.35989							
20260724T170118Z-prjna1056765-production-descriptive-batch-008	20260724T170118Z-prjna1056765-production-descriptive-batch-008	SRR27343791	done	298092	6740	291352	2.261	18	4	Toxoplasma gondii	0.35698	Haemophilus influenzae	0.31247	2092.0	Haemophilus influenzae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-008	20260724T170118Z-prjna1056765-production-descriptive-batch-008	SRR27343796	done	254264	6462	247802	2.5415	62	8	Toxoplasma gondii	0.30946	Stenotrophomonas maltophilia	0.15687	990.0	Stenotrophomonas maltophilia;Prevotella melaninogenica;Streptococcus sanguinis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-008	20260724T170118Z-prjna1056765-production-descriptive-batch-008	SRR27343836	done	252059	5014	247045	1.9892	14	3	Arabidopsis thaliana	0.42949							
20260724T170118Z-prjna1056765-production-descriptive-batch-008	20260724T170118Z-prjna1056765-production-descriptive-batch-008	SRR27343846	done	290139	4796	285343	1.653	32	7	Arabidopsis thaliana	0.34868							
20260724T170118Z-prjna1056765-production-descriptive-batch-008	20260724T170118Z-prjna1056765-production-descriptive-batch-008	SRR27343852	done	272603	2705	269898	0.9923	44	4	Homo sapiens	0.53403							
20260724T170118Z-prjna1056765-production-descriptive-batch-008	20260724T170118Z-prjna1056765-production-descriptive-batch-008	SRR27343857	done	252277	3087	249190	1.2237	64	11	Homo sapiens	0.41261	Prevotella jejuni	0.01942	57.0	Prevotella jejuni;Prevotella melaninogenica;Streptococcus sanguinis;Prevotella veroralis;Veillonella parvula	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-008	20260724T170118Z-prjna1056765-production-descriptive-batch-008	SRR27343898	done	292445	3796	288649	1.298	22	4	Homo sapiens	0.44569							
20260724T170118Z-prjna1056765-production-descriptive-batch-008	20260724T170118Z-prjna1056765-production-descriptive-batch-008	SRR27344024	done	288331	3171	285160	1.0998	55	10	Homo sapiens	0.51366	Prevotella intermedia	0.04541	138.0	Prevotella intermedia;Prevotella oris;Prevotella melaninogenica	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-008	20260724T170118Z-prjna1056765-production-descriptive-batch-008	SRR27344026	done	270601	6659	263942	2.4608	62	7	Arabidopsis thaliana	0.59571	Rothia mucilaginosa	0.02796	181.0	Rothia mucilaginosa;Streptococcus mitis;Prevotella melaninogenica	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-008	20260724T170118Z-prjna1056765-production-descriptive-batch-008	SRR27344030	done	253008	4596	248412	1.8165	47	4	Toxoplasma gondii	0.35512	Prevotella melaninogenica	0.00625	28.0	Prevotella melaninogenica	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-008	20260724T170118Z-prjna1056765-production-descriptive-batch-008	SRR27344040	done	268773	14089	254684	5.242	101	6	Pseudomonas aeruginosa	0.87347	Pseudomonas aeruginosa	0.87347	12046.0	Pseudomonas aeruginosa;Pseudomonas putida;Rothia mucilaginosa	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-009	20260724T170118Z-prjna1056765-production-descriptive-batch-009	SRR27343462	done	308104	4089	304015	1.3271	31	5	Toxoplasma gondii	0.37457	Streptococcus mitis	0.02251	91.0	Streptococcus mitis;Candida albicans	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-009	20260724T170118Z-prjna1056765-production-descriptive-batch-009	SRR27343466	done	301078	4284	296794	1.4229	22	3	Toxoplasma gondii	0.41113							
20260724T170118Z-prjna1056765-production-descriptive-batch-009	20260724T170118Z-prjna1056765-production-descriptive-batch-009	SRR27343474	done	354124	8062	346062	2.2766	90	11	Arabidopsis thaliana	0.25269	Staphylococcus epidermidis	0.00621	49.0	Staphylococcus epidermidis;Prevotella melaninogenica	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-009	20260724T170118Z-prjna1056765-production-descriptive-batch-009	SRR27343476	done	319341	7691	311650	2.4084	37	4	Arabidopsis thaliana	0.594							
20260724T170118Z-prjna1056765-production-descriptive-batch-009	20260724T170118Z-prjna1056765-production-descriptive-batch-009	SRR27343478	done	328144	4626	323518	1.4097	16	4	Homo sapiens	0.39657	Pseudomonas aeruginosa	0.10604	488.0	Pseudomonas aeruginosa	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-009	20260724T170118Z-prjna1056765-production-descriptive-batch-009	SRR27343493	done	333158	7310	325848	2.1942	96	6	Arabidopsis thaliana	0.65093	Rothia mucilaginosa	0.00799	56.0	Rothia mucilaginosa;Veillonella parvula	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-009	20260724T170118Z-prjna1056765-production-descriptive-batch-009	SRR27343514	done	338310	4851	333459	1.4339	21	4	Homo sapiens	0.60912	Mycobacterium tuberculosis	0.12497	603.0	Mycobacterium tuberculosis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-009	20260724T170118Z-prjna1056765-production-descriptive-batch-009	SRR27343602	done	337360	5542	331818	1.6428	41	7	Arabidopsis thaliana	0.47875	Streptococcus mitis	0.01337	73.0	Streptococcus mitis;Rothia mucilaginosa;Legionella pneumophila	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-009	20260724T170118Z-prjna1056765-production-descriptive-batch-009	SRR27343664	done	343023	5692	337331	1.6594	67	15	Toxoplasma gondii	0.26854	Prevotella melaninogenica	0.00922	51.0	Prevotella melaninogenica;Prevotella intermedia;Rothia mucilaginosa	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-009	20260724T170118Z-prjna1056765-production-descriptive-batch-009	SRR27343714	done	306431	6489	299942	2.1176	55	4	Arabidopsis thaliana	0.50958							
20260724T170118Z-prjna1056765-production-descriptive-batch-009	20260724T170118Z-prjna1056765-production-descriptive-batch-009	SRR27343716	done	304786	5493	299293	1.8022	55	11	Toxoplasma gondii	0.39306	Prevotella enoeca	0.08726	470.0	Prevotella enoeca;Prevotella melaninogenica;Prevotella nigrescens;Prevotella denticola;Prevotella intermedia	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-009	20260724T170118Z-prjna1056765-production-descriptive-batch-009	SRR27343737	done	345829	7385	338444	2.1354	40	5	Arabidopsis thaliana	0.69222							
20260724T170118Z-prjna1056765-production-descriptive-batch-009	20260724T170118Z-prjna1056765-production-descriptive-batch-009	SRR27343751	done	301416	3555	297861	1.1794	25	3	Homo sapiens	0.54088							
20260724T170118Z-prjna1056765-production-descriptive-batch-009	20260724T170118Z-prjna1056765-production-descriptive-batch-009	SRR27343766	done	328285	12255	316030	3.733	74	6	Arabidopsis thaliana	0.77675							
20260724T170118Z-prjna1056765-production-descriptive-batch-009	20260724T170118Z-prjna1056765-production-descriptive-batch-009	SRR27343771	done	341358	9538	331820	2.7941	58	4	Arabidopsis thaliana	0.66328							
20260724T170118Z-prjna1056765-production-descriptive-batch-009	20260724T170118Z-prjna1056765-production-descriptive-batch-009	SRR27343782	done	346595	4480	342115	1.2926	52	7	Homo sapiens	0.41757							
20260724T170118Z-prjna1056765-production-descriptive-batch-009	20260724T170118Z-prjna1056765-production-descriptive-batch-009	SRR27343794	done	304798	8903	295895	2.921	29	5	Arabidopsis thaliana	0.70584							
20260724T170118Z-prjna1056765-production-descriptive-batch-009	20260724T170118Z-prjna1056765-production-descriptive-batch-009	SRR27343816	done	305640	7281	298359	2.3822	31	3	Arabidopsis thaliana	0.72281							
20260724T170118Z-prjna1056765-production-descriptive-batch-009	20260724T170118Z-prjna1056765-production-descriptive-batch-009	SRR27343825	done	314755	4271	310484	1.3569	37	5	Homo sapiens	0.3559	Cryptococcus neoformans	0.00502	21.0	Cryptococcus neoformans	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-009	20260724T170118Z-prjna1056765-production-descriptive-batch-009	SRR27343827	done	337415	3866	333549	1.1458	26	4	Arabidopsis thaliana	0.41717							
20260724T170118Z-prjna1056765-production-descriptive-batch-010	20260724T170118Z-prjna1056765-production-descriptive-batch-010	SRR27343200	done	352268	4958	347310	1.4075	63	5	Homo sapiens	0.48151	Prevotella melaninogenica	0.0048	23.0	Prevotella melaninogenica	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-010	20260724T170118Z-prjna1056765-production-descriptive-batch-010	SRR27343223	done	343961	3156	340805	0.9175	19	4	Homo sapiens	0.50678							
20260724T170118Z-prjna1056765-production-descriptive-batch-010	20260724T170118Z-prjna1056765-production-descriptive-batch-010	SRR27343261	done	337062	8116	328946	2.4079	150	34	Arabidopsis thaliana	0.30301	Staphylococcus aureus	0.06966	543.0	Staphylococcus aureus;Prevotella intermedia;Haemophilus haemolyticus;Streptococcus oralis;Streptococcus pneumoniae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-010	20260724T170118Z-prjna1056765-production-descriptive-batch-010	SRR27343273	done	389533	6755	382778	1.7341	126	19	Homo sapiens	0.36254	Rothia mucilaginosa	0.08561	549.0	Rothia mucilaginosa;Veillonella parvula;Prevotella melaninogenica	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-010	20260724T170118Z-prjna1056765-production-descriptive-batch-010	SRR27343291	done	399432	13467	385965	3.3715	36	6	Stenotrophomonas maltophilia	0.30131	Stenotrophomonas maltophilia	0.30131	4036.0	Stenotrophomonas maltophilia;Candida albicans;Candida dubliniensis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-010	20260724T170118Z-prjna1056765-production-descriptive-batch-010	SRR27343296	done	368961	6859	362102	1.859	44	9	Staphylococcus haemolyticus	0.45383	Staphylococcus haemolyticus	0.45383	3067.0	Staphylococcus haemolyticus;Enterococcus faecium	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-010	20260724T170118Z-prjna1056765-production-descriptive-batch-010	SRR27343302	done	380231	2583	377648	0.6793	26	3	Homo sapiens	0.52986							
20260724T170118Z-prjna1056765-production-descriptive-batch-010	20260724T170118Z-prjna1056765-production-descriptive-batch-010	SRR27343383	done	343180	6743	336437	1.9649	149	20	Arabidopsis thaliana	0.54515	Klebsiella pneumoniae	0.11889	757.0	Klebsiella pneumoniae;Streptococcus mitis;Streptococcus oralis;Streptococcus gwangjuense;Streptococcus pneumoniae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-010	20260724T170118Z-prjna1056765-production-descriptive-batch-010	SRR27343394	done	404855	15153	389702	3.7428	45	7	Arabidopsis thaliana	0.76081							
20260724T170118Z-prjna1056765-production-descriptive-batch-010	20260724T170118Z-prjna1056765-production-descriptive-batch-010	SRR27343436	done	348125	2546	345579	0.7313	20	3	Homo sapiens	0.41573							
20260724T170118Z-prjna1056765-production-descriptive-batch-010	20260724T170118Z-prjna1056765-production-descriptive-batch-010	SRR27343503	done	360364	4613	355751	1.2801	90	9	Arabidopsis thaliana	0.48066	Staphylococcus hominis	0.01138	50.0	Staphylococcus hominis;Acinetobacter johnsonii;Staphylococcus epidermidis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-010	20260724T170118Z-prjna1056765-production-descriptive-batch-010	SRR27343512	done	342267	6161	336106	1.8001	99	10	Toxoplasma gondii	0.57798	Prevotella melaninogenica	0.01294	75.0	Prevotella melaninogenica;Rothia mucilaginosa;Prevotella jejuni;Veillonella atypica;Prevotella histicola	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-010	20260724T170118Z-prjna1056765-production-descriptive-batch-010	SRR27343519	done	374362	4943	369419	1.3204	19	2	Homo sapiens	0.74719							
20260724T170118Z-prjna1056765-production-descriptive-batch-010	20260724T170118Z-prjna1056765-production-descriptive-batch-010	SRR27343831	done	329571	2923	326648	0.8869	23	4	Homo sapiens	0.49199							
20260724T170118Z-prjna1056765-production-descriptive-batch-010	20260724T170118Z-prjna1056765-production-descriptive-batch-010	SRR27343864	done	282106	3391	278715	1.202	50	9	Toxoplasma gondii	0.42515	Pseudomonas aeruginosa	0.14394	475.0	Pseudomonas aeruginosa;Streptococcus salivarius;Prevotella jejuni;Rothia mucilaginosa;Veillonella atypica	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-010	20260724T170118Z-prjna1056765-production-descriptive-batch-010	SRR27343866	done	342334	16323	326011	4.7682	63	16	Tannerella forsythia	0.45249	Prevotella intermedia	0.00583	94.0	Prevotella intermedia	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-010	20260724T170118Z-prjna1056765-production-descriptive-batch-010	SRR27344012	done	336532	14323	322209	4.2561	37	4	Pseudomonas aeruginosa	0.78688	Pseudomonas aeruginosa	0.78688	11213.0	Pseudomonas aeruginosa	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-010	20260724T170118Z-prjna1056765-production-descriptive-batch-010	SRR27344031	done	314684	5790	308894	1.8399	50	5	Arabidopsis thaliana	0.49225	Prevotella nigrescens	0.00387	22.0	Prevotella nigrescens	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-010	20260724T170118Z-prjna1056765-production-descriptive-batch-010	SRR27344033	done	318527	4549	313978	1.4281	130	29	Homo sapiens	0.23292	Streptococcus mitis	0.0508	200.0	Streptococcus mitis;Rothia mucilaginosa;Streptococcus oralis;Prevotella melaninogenica;Staphylococcus epidermidis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-010	20260724T170118Z-prjna1056765-production-descriptive-batch-010	SRR27344044	done	310865	5480	305385	1.7628	42	5	Toxoplasma gondii	0.36276	Pseudomonas aeruginosa	0.29933	1614.0	Pseudomonas aeruginosa	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-011	20260724T170118Z-prjna1056765-production-descriptive-batch-011	SRR27343554	done	364516	5002	359514	1.3722	26	4	Homo sapiens	0.38648							
20260724T170118Z-prjna1056765-production-descriptive-batch-011	20260724T170118Z-prjna1056765-production-descriptive-batch-011	SRR27343636	done	338499	5711	332788	1.6872	46	5	Homo sapiens	0.35875	Prevotella intermedia	0.00481	27.0	Prevotella intermedia	2	moderate_pathogen_fraction	
