run_accession	experiment_accession	biosample	sra_sample	sample_alias	submitted_sample_name	library_name	group_phenotype_fields	platform	layout	read_length_nt	spots	bases	sra_size_mib	compressed_bytes_ena_fastq	download_url	fastq_md5	host_depletion_status	source
SRR24784805	SRX20557700	SAMN35536668	SRS17863744	N100018589_L01_25.fq.gz	N100018589_L01_25.fq.gz	L418	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	47859149	2392957450	1880	1087367819	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/005/SRR24784805/SRR24784805.fastq.gz	b735f4c62057650aeaf60499bf542a41	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784806	SRX20557699	SAMN35536667	SRS17863745	N100018578_L01_28.fq.gz	N100018578_L01_28.fq.gz	L417	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	52451906	2622595300	2147	1177915409	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/006/SRR24784806/SRR24784806.fastq.gz	054535ccd887051237f5ae0f5d50e951	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784807	SRX20557698	SAMN35536666	SRS17863743	N100018578_L01_26.fq.gz	N100018578_L01_26.fq.gz	L416	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	28111330	1405566500	1175	642088781	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/007/SRR24784807/SRR24784807.fastq.gz	38e88630fddeb805d5770b97099c25e8	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784808	SRX20557697	SAMN35536665	SRS17863740	N100018510_L01_5.fq.gz	N100018510_L01_5.fq.gz	L415	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	29045223	1452261150	1247	663048560	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/008/SRR24784808/SRR24784808.fastq.gz	2a0b27d51341ddf90a5671b45f180d9b	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784809	SRX20557696	SAMN35536664	SRS17863738	N100018510_L01_6.fq.gz	N100018510_L01_6.fq.gz	L414	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	37325711	1866285550	1607	848341045	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/009/SRR24784809/SRR24784809.fastq.gz	f9fb52297d880fae34c8e8a7a01be83e	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784810	SRX20557695	SAMN35536663	SRS17863739	N100018418_L01_8.fq.gz	N100018418_L01_8.fq.gz	L413	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	26964030	1348201500	1179	615497009	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/010/SRR24784810/SRR24784810.fastq.gz	afe4a3c19e838c24fa7d998504e66dc6	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784811	SRX20557694	SAMN35536662	SRS17863742	N100018418_L01_6.fq.gz	N100018418_L01_6.fq.gz	L412	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	34015621	1700781050	1508	774506738	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/011/SRR24784811/SRR24784811.fastq.gz	f21847b623802df3408c75f63a1fe346	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784812	SRX20557693	SAMN35536661	SRS17863737	N100018418_L01_5.fq.gz	N100018418_L01_5.fq.gz	L411	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	24906541	1245327050	1097	570200555	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/012/SRR24784812/SRR24784812.fastq.gz	d3ca0170cc4e68e3dde43f10753dbd65	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784813	SRX20557692	SAMN35536292	SRS17863741	V300097362_L03_22.fq.gz	V300097362_L03_22.fq.gz	L42	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	35425003	1771250150	1587	797529167	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/013/SRR24784813/SRR24784813.fastq.gz	840e02832a526923cea1b8b662d19d24	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784814	SRX20557691	SAMN35536660	SRS17863735	N100018417_L01_6.fq.gz	N100018417_L01_6.fq.gz	L410	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	36592395	1829619750	1592	832053021	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/014/SRR24784814/SRR24784814.fastq.gz	d5291f9dcd7dd1d44510d18d67955127	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784815	SRX20557690	SAMN35536659	SRS17863734	N100018417_L01_5.fq.gz	N100018417_L01_5.fq.gz	L409	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	33380212	1669010600	1429	760270730	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/015/SRR24784815/SRR24784815.fastq.gz	a6b1e6ed5b404a898bf12ac4c836a68c	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784816	SRX20557689	SAMN35536658	SRS17863733	N100018417_L01_4.fq.gz	N100018417_L01_4.fq.gz	L408	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	27669761	1383488050	1203	631352049	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/016/SRR24784816/SRR24784816.fastq.gz	f879db358a38cdab50a0d2151c2c852a	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784817	SRX20557688	SAMN35536657	SRS17863736	N100018416_L01_7.fq.gz	N100018416_L01_7.fq.gz	L407	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	35866742	1793337100	1493	814253549	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/017/SRR24784817/SRR24784817.fastq.gz	44365c1c6e5f95408ad447b87e1ca3e7	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784818	SRX20557687	SAMN35536656	SRS17863729	N100018416_L01_32.fq.gz	N100018416_L01_32.fq.gz	L406	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	12904487	645224350	554	298731055	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/018/SRR24784818/SRR24784818.fastq.gz	0a3d4da0cfb1efc1c84a5f0bbf1882a7	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784819	SRX20557686	SAMN35536655	SRS17863730	N100018416_L01_30.fq.gz	N100018416_L01_30.fq.gz	L405	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	24240454	1212022700	1052	556815807	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/019/SRR24784819/SRR24784819.fastq.gz	9812a9e78241932332e44b90055a61cb	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784820	SRX20557685	SAMN35536654	SRS17863732	N100018402_L01_28.fq.gz	N100018402_L01_28.fq.gz	L404	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	54840174	2742008700	2201	1236054993	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/020/SRR24784820/SRR24784820.fastq.gz	493f1c5f59a84c032fffce69fbe4be50	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784821	SRX20557684	SAMN35536653	SRS17863731	N100018402_L01_26.fq.gz	N100018402_L01_26.fq.gz	L403	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	31895615	1594780750	1318	727581076	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/021/SRR24784821/SRR24784821.fastq.gz	664f817c2ed493ef4930b6348079b7bc	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784822	SRX20557683	SAMN35536652	SRS17863728	N100018384_L01_25.fq.gz	N100018384_L01_25.fq.gz	L402	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	49582662	2479133100	2068	1126597105	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/022/SRR24784822/SRR24784822.fastq.gz	9cd93da4488ca660653bd1858c91e68d	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784823	SRX20557682	SAMN35536651	SRS17863727	N100018355_L01_7.fq.gz	N100018355_L01_7.fq.gz	L401	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	22422085	1121104250	905	513207189	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/023/SRR24784823/SRR24784823.fastq.gz	f9aac64f96881bc76878e01b782ee532	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784824	SRX20557681	SAMN35536291	SRS17863726	V300097362_L01_22.fq.gz	V300097362_L01_22.fq.gz	L41	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	40505216	2025260800	1794	910659295	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/024/SRR24784824/SRR24784824.fastq.gz	6affdb23341bb6a0d49d9880c7efbf6d	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784825	SRX20557680	SAMN35536255	SRS17863725	V300070071_L03_1.fq.gz	V300070071_L03_1.fq.gz	L5	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	58454420	2922721000	2489	1261972653	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/025/SRR24784825/SRR24784825.fastq.gz	9dedacab3fd8a5e9dff546404f18f517	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784826	SRX20557679	SAMN35536650	SRS17863724	N100018355_L01_32.fq.gz	N100018355_L01_32.fq.gz	L400	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	31017985	1550899250	1267	704721741	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/026/SRR24784826/SRR24784826.fastq.gz	26470eb6bd034a2d8cb8c86dfdbfeedd	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784827	SRX20557678	SAMN35536649	SRS17863722	N100018355_L01_30.fq.gz	N100018355_L01_30.fq.gz	L399	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	32805838	1640291900	1345	747702456	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/027/SRR24784827/SRR24784827.fastq.gz	57b10b575aed67d7d7fd5a866772dc4e	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784828	SRX20557677	SAMN35536648	SRS17863723	N100018355_L01_28.fq.gz	N100018355_L01_28.fq.gz	L398	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	26933171	1346658550	1101	614361553	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/028/SRR24784828/SRR24784828.fastq.gz	d371daadc4867f53c5c07385a180bd18	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784829	SRX20557676	SAMN35536647	SRS17863721	N100018355_L01_26.fq.gz	N100018355_L01_26.fq.gz	L397	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	14960082	748004100	605	343435336	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/029/SRR24784829/SRR24784829.fastq.gz	0499519987aa95887e40e8d93cc6820f	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784830	SRX20557675	SAMN35536646	SRS17863720	N100018342_L01_32.fq.gz	N100018342_L01_32.fq.gz	L396	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	38055146	1902757300	1658	867233338	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/030/SRR24784830/SRR24784830.fastq.gz	b48c61ff108f1ef2f20f2103394e76cf	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784831	SRX20557602	SAMN35536645	SRS17863645	N100018342_L01_30.fq.gz	N100018342_L01_30.fq.gz	L395	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	45448066	2272403300	1966	1032770442	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/031/SRR24784831/SRR24784831.fastq.gz	5dbed3aaa319d86216c88fb3c7c0ea16	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784832	SRX20557673	SAMN35536514	SRS17863719	N100016752_L01_6.fq.gz	N100016752_L01_6.fq.gz	L264	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	37210587	1860529350	1521	846056358	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/032/SRR24784832/SRR24784832.fastq.gz	588bb7aa04426765b1af68b01704c4a6	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784833	SRX20557672	SAMN35536513	SRS17863715	N100016752_L01_5.fq.gz	N100016752_L01_5.fq.gz	L263	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	24951576	1247578800	1012	570640602	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/033/SRR24784833/SRR24784833.fastq.gz	df4ec42fb7c502b9e7f305254aa4e8d2	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784834	SRX20557671	SAMN35536512	SRS17863713	N100016752_L01_4.fq.gz	N100016752_L01_4.fq.gz	L262	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	28209998	1410499900	1172	645737620	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/034/SRR24784834/SRR24784834.fastq.gz	7a47f3d99bf629f9e81d16871d62e0aa	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784835	SRX20557670	SAMN35536511	SRS17863716	N100016748_L01_25.fq.gz	N100016748_L01_25.fq.gz	L261	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	43930190	2196509500	1790	993576141	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/035/SRR24784835/SRR24784835.fastq.gz	3499665bf663e915e6ba22a770efc2f6	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784836	SRX20557669	SAMN35536277	SRS17863718	V350042572_L04_6.fq.gz	V350042572_L04_6.fq.gz	L27	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	40802343	2040117150	1783	925812487	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/036/SRR24784836/SRR24784836.fastq.gz	ac5e4b7eefd9bc6803de14a85e6f69ce	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784837	SRX20557668	SAMN35536510	SRS17863714	N100016748_L01_20.fq.gz	N100016748_L01_20.fq.gz	L260	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	18442475	922123750	784	425940846	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/037/SRR24784837/SRR24784837.fastq.gz	2178cafb263f363881a34f43aa59f92c	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784838	SRX20557667	SAMN35536509	SRS17863712	N100016748_L01_17.fq.gz	N100016748_L01_17.fq.gz	L259	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	26555036	1327751800	1110	604739368	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/038/SRR24784838/SRR24784838.fastq.gz	fd2e494abe8ff389bd8c1352bb414d8c	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784839	SRX20557666	SAMN35536508	SRS17863711	N100016746_L01_28.fq.gz	N100016746_L01_28.fq.gz	L258	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	56492795	2824639750	2238	1267873962	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/039/SRR24784839/SRR24784839.fastq.gz	c55f5c15e8af13a67c60f02179ec3ffd	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784840	SRX20557665	SAMN35536507	SRS17863708	N100016734_L01_11.fq.gz	N100016734_L01_11.fq.gz	L257	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	27593523	1379676150	1120	632699059	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/040/SRR24784840/SRR24784840.fastq.gz	dd25ab9202f85734d40d0c02900159d5	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784841	SRX20557664	SAMN35536506	SRS17863707	N100016734_L01_10.fq.gz	N100016734_L01_10.fq.gz	L256	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	34934803	1746740150	1374	795741958	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/041/SRR24784841/SRR24784841.fastq.gz	c90ddb0ddad517b2846af6c5d451b3df	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784842	SRX20557663	SAMN35536505	SRS17863710	N100016734_L01_8.fq.gz	N100016734_L01_8.fq.gz	L255	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	36741939	1837096950	1462	837189699	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/042/SRR24784842/SRR24784842.fastq.gz	2cfb80f9e437b6dadbf59fb0d4521b26	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784843	SRX20557662	SAMN35536504	SRS17863704	N100016734_L01_6.fq.gz	N100016734_L01_6.fq.gz	L254	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	33010676	1650533800	1322	753912934	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/043/SRR24784843/SRR24784843.fastq.gz	099aab2b6468b0d0fc43a95ff9581d31	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784844	SRX20557661	SAMN35536503	SRS17863706	N100016734_L01_5.fq.gz	N100016734_L01_5.fq.gz	L253	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	13871376	693568800	554	319201873	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/044/SRR24784844/SRR24784844.fastq.gz	1d5a494fc2e6452bcc814062f1e835df	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784845	SRX20557660	SAMN35536502	SRS17863709	N100016734_L01_4.fq.gz	N100016734_L01_4.fq.gz	L252	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	24736803	1236840150	1011	569502402	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/045/SRR24784845/SRR24784845.fastq.gz	29dc689711377d587323e9ec595c7b46	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784846	SRX20557659	SAMN35536501	SRS17863705	N100016734_L01_2.fq.gz	N100016734_L01_2.fq.gz	L251	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	33143507	1657175350	1319	754342270	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/046/SRR24784846/SRR24784846.fastq.gz	110030373f8261f598b4c4295a592db1	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784847	SRX20557658	SAMN35536276	SRS17863703	V350042572_L01_6.fq.gz	V350042572_L01_6.fq.gz	L26	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	47569659	2378482950	2019	1074388952	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/047/SRR24784847/SRR24784847.fastq.gz	030382b5c150fe1ebed81556cd27c64a	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784848	SRX20557657	SAMN35536500	SRS17863699	N100016734_L01_1.fq.gz	N100016734_L01_1.fq.gz	L250	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	34304346	1715217300	1365	780799096	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/048/SRR24784848/SRR24784848.fastq.gz	9348c1d1908f956ea66fdaa052604be5	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784849	SRX20557656	SAMN35536499	SRS17863700	N100016720_L01_32.fq.gz	N100016720_L01_32.fq.gz	L249	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	40617017	2030850850	1597	917700273	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/049/SRR24784849/SRR24784849.fastq.gz	9969a3af3068a223bbf5e707df54ba51	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784850	SRX20557655	SAMN35536498	SRS17863701	N100016720_L01_30.fq.gz	N100016720_L01_30.fq.gz	L248	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	46871716	2343585800	1864	1058099640	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/050/SRR24784850/SRR24784850.fastq.gz	756e43b01f0bf3309502c112411742b1	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784851	SRX20557654	SAMN35536497	SRS17863702	N100016720_L01_28.fq.gz	N100016720_L01_28.fq.gz	L247	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	44894492	2244724600	1729	1011662663	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/051/SRR24784851/SRR24784851.fastq.gz	9a831399270d9425ef1089ea523ef073	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784852	SRX20557653	SAMN35536496	SRS17863697	N100016686_L01_4.fq.gz	N100016686_L01_4.fq.gz	L246	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	29676321	1483816050	1219	676059436	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/052/SRR24784852/SRR24784852.fastq.gz	ad049f316a3ba6f7a912e1b8965aeae6	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784853	SRX20557652	SAMN35536495	SRS17863698	N100016686_L01_11.fq.gz	N100016686_L01_11.fq.gz	L245	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	34384951	1719247550	1427	784954973	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/053/SRR24784853/SRR24784853.fastq.gz	637b08fb40c946bcb766291e061feff9	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784854	SRX20557651	SAMN35536494	SRS17863696	N100016686_L01_10.fq.gz	N100016686_L01_10.fq.gz	L244	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	22009467	1100473350	910	502131625	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/054/SRR24784854/SRR24784854.fastq.gz	1f60d12937f3838efcfab581f0157b3a	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784855	SRX20557650	SAMN35536493	SRS17863695	N100016686_L01_8.fq.gz	N100016686_L01_8.fq.gz	L243	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	18349754	917487700	761	419342393	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/055/SRR24784855/SRR24784855.fastq.gz	69848883d24f3393843caeaba1b77f0d	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784856	SRX20557649	SAMN35536492	SRS17863693	N100016686_L01_6.fq.gz	N100016686_L01_6.fq.gz	L242	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	40702039	2035101950	1678	924520034	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/056/SRR24784856/SRR24784856.fastq.gz	0caadfe278f2bb74de05abaf42d5dfe0	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
